Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
f+2+3;h;21;i20~21;-9~-8;+11a (+2);;* Balcony Break;bbr;;Leo-f+2+3;Xiang Chui;;;File:t8-p2-leo-f+2+3.mp4
f+3+4;h;24;i17~18;0~-1;+8;+71a (+55);"* Tornado
* Balcony Break
* 7 chip damage on block
* 10 chip damage on block in heat";trn bbr;;Leo-f+3+4;Yellow Crane;;;File:t8-p2-leo-f+3+4.mp4
df+1;m;13;i13~14;-1~0;+7;;;;;Leo-df+1;Quick Upper;;;
df+1,2;m, h;13, 20;i13~14, i18;-6;+9d;+34d (+26);"*
Tornado
*
Balcony Break
* Combo from 1st CH with 7?F delay
* Move can be delayed 8?F";trn bbr;;Leo-df+1,2;Shuang Huan Da;;;File:t8-p2-leo-df+1,2.mp4
df+2;m;15;i15~16;-13~-12;+28a (+18);;;;;Leo-df+2;Sheng Pao;;;File:t8-p2-leo-df+2.mp4
df+3;m;22;i17~19;-9~-7;+6a (-3);+27a (-9);"* Homing
* Balcony Break";hom bbr;;Leo-df+3;Chuan Pao;;;File:t8-p2-leo-df+3.mp4
df+4;m;14;i13;-6;+5;;;;;Leo-df+4;;;;
df+2+3;L;20;i21~22;-12~-11;+5;+21d;High crush 6~;cs6~;FC;Leo-df+2+3;Gui Xi;FC;;
d+1;m;18;i18~19;-2~-1;+5;+13;"* Spike
* Enter FC with d";spk;FC;Leo-d+1;Fu Hu;;;
d+2;m;23;i21;+4c;+9c;+56a;* Spike;spk;;Leo-d+2;Pi Zhong;;;File:t8-p2-leo-d+2.mp4
d+3;l;10;i16;-17;-6;;High crush 4~;cs4~;;Leo-d+3;Crouch Spin Kick;;;
d+4;L;13;i16~17;-11~-10;+0;;;;;Leo-d+4;Sao Tang Ti;;;
d+4,2;L, h;13, 23;i16~17, i26~27;-5~-4;-7d;+3d;"* Combo from 1st CH
* Gain LTG -11d -1d on hit with 1+2";;;Leo-d+4,2;Sao Tang Ti > Shang Bu Zhuang Zhang;;;File:t8-p2-leo-d+4,2.mp4
d+1+2;;;;;;;High crush 6~;cs6~;BOK;Leo-d+1+2;Fo Bu;r20? BOK;;
d+3+4;l;7;i12;-15;-4;;High crush 4~;cs4~;;Leo-d+3+4;Crouch Shin Kick;;;
db+1;s;6;i10;-5;+6;;High crush 4~;cs4~;;Leo-db+1;Crouch Jab;;;
db+2;m;16;i16~17;-9~-8;+5;;;;;Leo-db+2;;;;
db+2,4;m, h;16, 24;i16~17, i24~26;-9~-7;+12a (+3);;"* Heat Engager

* Heat Dash +5g, +64a (+42)

* Balcony Break
* Combo from 1st hit
Low crush 12~";he bbr js12~;;Leo-db+2,4;Bei Zhan Juan Long Jiao;;;File:t8-p2-leo-db+2,4.mp4
db+3;h;23;i31~32;-8~-9;+38a (+28);;No crouching state;;;Leo-db+3;Lie Huo Fan Jiao;;;File:t8-p2-leo-db+3.mp4
db+4;L;11;i20~22;-31~-29;+2;+33a;"* Clean hit +2
* Staggers on block
* Causes float on hit if db+4,1 is input
High crush 11~";cs11~;;Leo-db+4;;;;
db+4,1;L, m;11, 27;i20~22, i25~26;-16~-15;+8a;;"* Balcony Break
* Combo from 1st hit
** +14a (+7)";bbr;;Leo-db+4,1;Qian Sao Lei Wang Quan;;;File:t8-p2-leo-db+4,1.mp4
LTG.db+4,1,1+2;L, m, m;11, 27, 20;i20~22, ,i15~16;-15~-14;+6a (-3);;"* Balcony Break
* Combo from 1st hit
** +27a (+17)
* 8 chip damage on block
* 9 chip damage on block in heat";bbr;;Leo-db+4,1,LTG.1+2;Jue Zhao Qian Sao Lei Wang Quan;;;File:t8-p2-leo-db+4,1,ltg.1+2.mp4
db+1+2;m;17;i21~23;-9~-7;+7;;* Enter BOK -12 +4 with d;;BOK;Leo-db+1+2;;;;
db+1+2,1;m, m;17, 20;i21~23, i17~18;-12~-11;+22a (+17);;"* Balcony Break
* Combo from 1st hit with delay";bbr;;Leo-db+1+2,1;Ba Wang Zhe Jiang;;;File:t8-p2-leo-db+1+2,1.mp4
b+1;m;17;i18~19;-9;+1;;;;;Leo-b+1;;;;
b+1,4;m, m;17, 14;i18~19, i23;+9;+15g;+19;* Combo from 1st CH;;KNK;Leo-b+1,4;Ding Zhou Jin Ji Du Li;KNK;;File:t8-p2-leo-b+1,4.mp4
b+1,1+2;m, m;17, 18;i18~19, i22~23;-12~-11;+9;;"* Combo from 1st hit
* Enter BOK -10 +11 with d";;BOK;Leo-b+1,1+2;Ding Zhou Meng Po Kao;;;File:t8-p2-leo-b+1,1+2.mp4
b+1+3;;;;;;;"* Parries high and mid punches and kicks
Parry state 5~12";ps5~12;;Leo-b+1+3;Shi Zi Xiao Zhang Kou;;;
b+1+3,P.2;m;30;i14~15;-9~-8;-9a;;"* Balcony Break
* Combo from parry
* Gain LTG on hit";bbr;;Leo-b+1+3,P.2;Shang Bu Zhuang Quan;;;
b+2;m;11;i14;-9;+0;;;;;Leo-b+2;;;;
b+2,1;m, h;11, 11;i14, i22~23;-4~-3;+7;;Combo from 1st hit;;;Leo-b+2,1;Wu Hu Chu Dong;;;File:t8-p2-leo-b+2,1.mp4
b+2,1+2;m, m;11, 21;i14, i27~28;-11c~-10c;+8;;"* Heat Engager

* Heat Dash +5 +67a (+50)

* Combo from 1st hit";he;;Leo-b+2,1+2;Er Lang Dan Shan;;;File:t8-p2-leo-b+2,1+2.mp4
b+2+4;;;;;;;"* Balcony Break
* Parries high and mid punches and kicks
* Side switch on punch parry (+5)
* 25 damage on kick parry (+1d), does not Balcony Break
Parry state 5~12";bbr ps5~12;;Leo-b+2+4;Shi Zi Zhou;;;
b+3;m;12;i14~15;-7~-6;+4;;;;;Leo-b+3;;;;
b+3,1;m, m;12, 13;i14~15, i20;-10;+4;;"* Spike
* Combo from 1st hit
* Enter BOK -8 +5 with d
* Enter KNK -10 +1 with b";spk;BOK,KNK;Leo-b+3,1;Ying Mian Tui;;;File:t8-p2-leo-b+3,1.mp4
LTG.b+3,1,2;m, m, m;12, 13, 25;i14~15, ,i17;-12;+10a;;"* Balcony Break
* Combo from 1st hit
* 10 chip damage on block
* 11 chip damage on block in heat";bbr;;Leo-b+3,1,LTG.2;Jue Zhao Ying Mian Tui;;;File:t8-p2-leo-b+3,1,ltg.2.mp4
b+4;m;13;i18;-8;+5;;;;;Leo-b+4;;;;
b+4,1;m, m;13, 20;i18, i30~31;-12~-11;+15a (+6);;"** Balcony Break
* Combo from 1st hit
* Cancel to FC -16 -3 with D";bbr;FC;Leo-b+4,1;Dragon's Impact;;;File:t8-p2-leo-b+4,1.mp4
b+4,1~4;m, m;13, 14;i18, i17~18;+9~+10;+15g;+19;"* Combo from 1st hit
* Enter CD -5 +1 +5 with df";;CD,KNK;Leo-b+4,1~4;Dragon's Impact > Jin Ji Du Li;KNK;;File:t8-p2-leo-b+4,1t4.mp4
b+1+2;m;15;i17~18;-24~-23;-11;;;;;Leo-b+1+2;;;;
b+1+2,1+2;m, m;15, 13;i17~18, i21~22;-14~-13;-3;+7;Combo from 1st hit;;;Leo-b+1+2,1+2;;;;
b+1+2,1+2,2;m, m, m;15, 13, 25 (30);i17~18, ,i20~21;-13~-12;+17d (+12);;"* Combo from 2nd CH
* Power up with motion input d,df,f+2
* 12 chip damage on block with motion input
* 13 chip damage on block with motion input in heat
* Deals 25 damage without motion input";;;Leo-b+1+2,1+2,2;Jin Gang Hua Shan Tuo Tian Zhang;;;File:t8-p2-leo-b+1+2,1+2,d,df,f+2.mp4
b+1+4;h,l;6,12;i19~21;-12~-10;+3;+14;;;;Leo-b+1+4;Cuo Zhang;;;File:t8-p2-leo-b+1+4.mp4
b+2+3;m;21;i30~31;-8~-7;+23g;+28a;"* Parries high and mid punches
* Hit after parry is the same as on CH
Parry state 5~9";ps5~9;;Leo-b+2+3;Ye Kua;;;File:t8-p2-leo-b+2+3.mp4
b+3+4;;;;;;;;;KNK;Leo-b+3+4;Tui Bu Jin Ji Du Li;KNK;;File:t8-p2-leo-b+3+4.mp4
ub+1;;;;;;;"* Parries high and mid kicks
Parry state 5~12";ps5~12;;Leo-ub+1;Bao Zhou;;;
ub+1,P.4;h;22;i17~18;-16~-15;+14c;;* Combo from parry;;;Leo-ub+1,P.4;Bao Zhou Ji Tui;;;
ub+3;M;26;i24~27;+0c~+3c;+6c;+53a;Low crush 9~;js9~;;Leo-ub+3;Sky Vibration;;;File:t8-p2-leo-ub+3.mp4
ub+4;m;15;i15~16;-13~-12;+19a (+9);+33a (+23);"* Balcony Break
* Same move as uf+4
Low crush 9~";bbr js9~;;Leo-ub+4;Yue Bu San Jing Ti;;;
ub+1+2;m!;60;i70~71;;+26a (-21);;;;;Leo-ub+1+2;Xiao Jia Er Lu Liang Yi Zhou;;;File:t8-p2-leo-ub+1+2.mp4
u+1;m;17;i19~20;-6~-5;+2;+22a (+5);"* Tornado
* Balcony Break
** CH only
** Doesn't Balcony Break on airborne";trn bbr;;Leo-u+1;Xiang Quan;;;File:t8-p2-leo-u+1.mp4
uf+1;h;8;i13;-1;+6;;;;;Leo-uf+1;;;;
uf+1,1;h, m;8, 17;i13, i19~20;-6~-5;+2;+22a (+5);"* Tornado
* Balcony Break
** CH only
** Doesn't Balcony Break on airborne";trn bbr;;Leo-uf+1,1;Li Xiang Quan;;;File:t8-p2-leo-uf+1,1.mp4
uf+1,2;h, m;8, 25;i13, i20~21;-14~-13;+37d (-21);;"Balcony Break
* Combo from 1st hit
* Gain LTG +22g on hit with 1+2";bbr;;Leo-uf+1,2;Chuan Chong Quan;;;File:t8-p2-leo-uf+1,2.mp4
uf+2;m;15;i18~21;-14~-11;+18a (+11);;"* Enter BOK -11 +21a (+14) with d
Low crush 20~";js20~;BOK;Leo-uf+2;;;;
uf+2,1;m, m;15, 17;i18~21, i25~26;-8~-7;+4;+32d;"* Combo from 1st hit
** +23a (+16)
Low crush 0~12";js0~12;;Leo-uf+2,1;Yue Bu Si Quan;;;File:t8-p2-leo-uf+2,1.mp4
uf+3;m;21;i17~21;-9~-5;+13a (+4);;"Balcony Break
* Can input with u+3
** Less forward movement and deals 20 damage
Low crush 9~";bbr js9~;;Leo-uf+3;Yi Qi Jiao;;;File:t8-p2-leo-uf+3.mp4
uf+4;m;15;i15~16;-13~-12;+33a (+23);;"* Can input with u+4
** Less forward movement
Low crush 9~";js9~;;Leo-uf+4;Yue Bu San Jing Ti;;;File:t8-p2-leo-uf+4.mp4
1+2+3+4;;;;;;;Gain LTG;;;Leo-1+2+3+4;Ki Charge;;;File:t8-p2-leo-1+2+3+4.mp4
d,DF;;;;;;;Crouching state;;;Leo-d,df;Jin Bu (Crouching state ver.);;;
d,df,f;;;;;;;"* Cancel into sidestep with U?
* No crouching state";;;Leo-d,df,f;Jin Bu;;;
f,F+2;m;25;i14~15;-9~-8;+8a;;"* Balcony Break
* Gain LTG -9a on hit with 1+2";bbr;;Leo-f,F+2;Shang Bu Zhuang Quan;;;File:t8-p2-leo-f,f+2.mp4
f,F+3;m;20;i26~29;-7c~-4c;+3d;;"* Enter BOK +0 +10d with d
Low crush 9~";js9~;BOK;Leo-f,F+3;Tiao Shan Fu Ren;;;File:t8-p2-leo-f,f+3.mp4
f,F+4;m;12;i19;-13;+28a (+18);;Low crush 17;js17;;Leo-f,F+4;;;;
f,F+4,3;m, h;12, 23;i19, i12;-14;+20 (+11);;"* Balcony Break
* Jail from 1st block
* Combo from 1st hit +28a (+21)
Low crush 0~12";bbr js0~12;;Leo-f,F+4,3;;;;
f,F+4,3,4;m, h, L;12, 23, 17;i19, ,i29~31;-14~-12;-1;+30a;Low crush 0~7, fs8~10, High crush 20~;js0~7 fs8~10 cs20~;;Leo-f,F+4,3,4;;;;File:t8-p2-leo-f,f+4,3,4.mp4
uf,n,4;m;20;i23~25;-13~-11;+32a (+22);;Low crush 9~;js9~;;Leo-uf,n,4;Delayed Rising Toe Kick;;;File:t8-p2-leo-uf,n,4.mp4
f,f,F+3;m;30;i23~26;+6~+11;+17a (+7);;"* Balcony Break
* 9 chip damage on block
* 12 chip damage on block in heat
* Alternate input wr3
* Enter BOK +10 +21 (+11) with d
Low crush 3~";bbr js3~;BOK;Leo-f,f,F+3;Tiao Shan Jiang Jiao;;;File:t8-p2-leo-f,f,f+3.mp4
ws1;m;13;i14~15;-8~-7;+4;;;;;Leo-ws1;;;;
ws1,4;m, L;13, 12;i14~15, i19~20;-12~-11;-1;;Combo from 1st CH;;;Leo-ws1,4;;;;
ws1,4,1;m, L, m;13, 12, 24;i14~15, ,i22;-14;+12a (+3);+44a (-3);"* Balcony Break
* Combo from 2nd CH";bbr;;Leo-ws1,4,1;Huo Da Ding Zhou;;;File:t8-p2-leo-ws1,4,1.mp4
ws2;m;17;i15~16;-13~-12;+28a (+18);;;;;Leo-ws2;Shang Bu Gua Shan;;;File:t8-p2-leo-ws2.mp4
ws3;M;9;i13~14;-6~-5;+5;;Alternate input CD.3;;;Leo-ws3;;;;
ws3,1;M, m;9, 9;i13~14, i21;-10;+3;;"* Combo from 1st hit
* Enter BOK -10 +9 with d
* Alternate input CD.3,1";;BOK;Leo-ws3,1;;;;
ws3,1,2;M, m, h;9, 9, 20;i13~14, ,i24~25;-9~-8;+6d;+31d (+23);"* Combo from 1st CH or 2nd CH
* Alternate input CD.3,1,2";;;Leo-ws3,1,2;Liang Yi Er Tui Ya Zhou;;;File:t8-p2-leo-ws3,1,2.mp4
ws4;m;8;i11~12;-9~-8;+2;;Alternate input CD.4;;;Leo-ws4;;;;
ws4,1+2;m, m;8, 18;i11~12, i25~27;-12~-10;+4d;;"* Heat Engager

* Heat Dash +5 +43a (+35)

* Combo from 1st hit
* Alternate input CD.4,1+2";he;;Leo-ws4,1+2;Rising Bei Zhe Kao;;;File:t8-p2-leo-ws4,1+2.mp4
ws1+2;m;25;i13~15;-14~-12;+22g;;"* Gain LTG +3 on hit with 1+2
* Alternate input CD.1+2";;;Leo-ws1+2;Le Kua Kao;;;File:t8-p2-leo-ws1+2.mp4
SS.1+2;m;30;i19;-9;+14a (+5);+29d;* Balcony Break;bbr;;Leo-SS.1+2;Da Kai;;;File:t8-p2-leo-ss.1+2.mp4
FC.df+3;L;20;i21~23;-26~-24;+37a;;;;;Leo-FC.df+3;Hou Sao Xuan;;;File:t8-p2-leo-fc.df+3.mp4
BOK.1;m;14;i13;-4;+9;;High crush 0~13;cs0~13;;Leo-BOK.1;;;;
BOK.1,2;m, m;14, 20;i13, i17~18;-14~-13;+72 (+56);;"* Tornado
* Combo from 1st hit";trn;;Leo-BOK.1,2;Ya Sui Ying Quan;;;File:t8-p2-leo-bok.1,2.mp4
BOK.2;M;23;i19~20;-9~-8;+41a (+31);;High crush 0~19;cs0~19;;Leo-BOK.2;Fan Lan Chui;;;File:t8-p2-leo-bok.2.mp4
BOK.3;h;30;i21;+5;+15d;;"* Homing
* Balcony Break
* 9 chip damage on block
* 12 chip damage on block in heat
Low crush 10~";hom bbr js10~;;Leo-BOK.3;Startled Crane;;;File:t8-p2-leo-bok.3.mp4
BOK.4;m;14;i20;+9;+15g;+19;* Same move as f+4;;KNK;Leo-BOK.4;Jin Ji Du Li;KNK;;
BOK.1+2;M;22;i20~21;-12~-11;+15d;;"* Heat Engager

* Heat Dash +5 +17d

* Balcony Break
* Spike
Power crush 8~";he bbr spk pc8~;;Leo-BOK.1+2;Lao Pao Ba;;;File:t8-p2-leo-bok.1+2.mp4
BOK.3+4;l,l;7,13;16,12;-12;+4;;High crush 0~;cs0~;FC;Leo-BOK.3+4;Shuang Sao Tui;r20? FC;;
BOK.n;;;;;;;"* Stance moves may be delayed by 8F?
* May perform FC moves from frame 9?
High crush";cs;;Leo-BOK.n;Fo Bu (Elapsed);FC? r14?;;
BT.1+2;m;21;i11;-20;+1a (-8);+22a (-14);* Balcony Break;bbr;;Leo-BT.1+2;Tui Bu Dan Yi;;;File:t8-p2-leo-bt.1+2.mp4
qcf+1;L;17;i18~19;-13~-12;-1;+11;High crush 6~;cs6~;FC;Leo-CD.1;Lei Zhang;FC;;File:t8-p2-leo-cd.1.mp4
qcf+2;m;14;i17;-9;+9;;* Enter KNK -9 +9 with b;;KNK;Leo-CD.2;;;;
qcf+2,1;m, m;14, 17;i17, i18~19;-6~-5;+10;+30d;"* Wall Crush on hit +22g


* Combo from 1st hit";wc;;Leo-CD.2,1;Lightning Spear;;;File:t8-p2-leo-cd.2,1.mp4
qcf+2,4;m, h;14, 26;i17, i25~28;-4~-1;+10d (+0);;"* Balcony Break
* Combo from 1st hit
* 7 chip damage on block
* 10 chip damage on block in heat
Low crush 13~";bbr js13~;;Leo-CD.2,4;Lightning Skypiercer;;;File:t8-p2-leo-cd.2,4.mp4
qcf+3+4;m,m;6,20;i18~20 i22~24;-6~-4;+13g;;"* Homing
* Balcony Break
Low crush 17~";hom bbr js17~;;Leo-CD.3+4;Swallow Step;;;File:t8-p2-leo-cd.3+4.mp4
KNK.1;h;12;i18;-9;+2;;* Enter BOK -7 +4 with d;;BOK;Leo-KNK.1;;;;
KNK.1,2;h, m;12, 17;i18, i18;-10;+17;;"* Heat Engager

* Heat Dash +5 +36a (+26)

* Combo from 1st hit";he;;Leo-KNK.1,2;Bai She Tui Chuang;;;File:t8-p2-leo-knk.1,2.mp4
KNK.1,4;h, 4;12, 20;i18, i22;-4;+32a (+6);;"* Balcony Break
* Combo from 1st hit
* Enter BOK -8 with D";bbr;BOK;Leo-KNK.1,4;Bai She Luan Tui;;;
KNK.2;h;20;i13~14;-4;+22a (+13);+58a;* Balcony Break;bbr;;Leo-KNK.2;Heng Quan;;;File:t8-p2-leo-knk.2.mp4
KNK.3;m;13;i20;-13;+28a (+18);;Low crush 13~;js13~;;Leo-KNK.3;Yi Qi Jiao;;;
KNK.3,4;m, m;13, 18;i20, i15;-12;+80a;;"Tornado
Low crush 1~";trn js1~;;Leo-KNK.3,4;Er Qi Jiao;;;File:t8-p2-leo-knk.3,4.mp4
KNK.4;L;18;i20;-12;+4c;+17d;"* Spike
* Enter CD -10 +6c +19d with df";spk;CD;Leo-KNK.4;Cuo Ti Fu Ren;;;File:t8-p2-leo-knk.4.mp4
LTG.KNK.4,1+2;L, m,m;18, 13,14 (35);i20, i;-14~-13;+31a (+13);;"* Balcony Break
* 11 chip damage on block
* Combo from 1st hit";bbr;;Leo-KNK.4,LTG.1+2;Ultimate Huo Jian Qiang Fist;;;
KNK.1+2;M;20;i22-24;-6;+21;+41a (+31);"* Tornado
* Balcony Break
** On non-CH grounded connect
* 6 chip damage on block
* 8 chip damage on block in heat";trn bbr;;Leo-KNK.1+2;Upper Rising Fist;;;File:t8-p2-leo-knk.1+2.mp4
KNK.3+4;L;24;i24;-26;+19d;;High crush 8~;cs8~;;Leo-KNK.3+4;Tree Feller;;;File:t8-p2-leo-knk.3+4.mp4
KNK.DF;;;;;;;;;CD;Leo-KNK.DF;Jin Bu;r12 CD;;
OTG.d+3+4;L;20;i21~22;-13~-12;+3;;"* Spike
* -2d (-10) on grounded hit";spk;;Leo-OTG.d+3+4;Zhen Jiao;;;
hFC.1;sl;5;i10;-5;+6;;"* Transition to Standing with f
High crush 1~";cs1~;FC;Leo-hFC.1;Crouch Jab;r24 FC;;
hFC.2;sl;8;i11;-4;+7;;;;;Leo-hFC.2;Crouch Straight;;;
hFC.3;l;10;i16;-17;-6;;;;;Leo-hFC.3;Crouch Spin Kick;;;
hFC.4;l;6;i12;-15;-4;;;;;Leo-hFC.4;Crouch Shin Kick;;;
1+3;t;35;i12~14;-3;+0d;;Throw break 1 or 2;;;Leo-1+3;Bao Hu Gui Shan;;;File:t8-p2-leo-1+3.mp4
2+4;t;35;i12~14;-6;+0d;;"* Throw break 1 or 2
* Side switch on hit
* Deals 4 more damage at the wall";;;Leo-2+4;Dan Yang Da;;;File:t8-p2-leo-2+4.mp4
Back throw;t;50;i12~14;;-3d;;* Deals 10 more damage at the wall;;;Leo-Back throw;Yang Di Tou;;;
Left throw;t;40;i12~14;-3;+0d;;"* Throw break 1
* Side switch on hit
* Deals 4 more damage at the wall";;;Leo-Left throw;Chou Bie Zi;;;
Right throw;t;40;i12~14;-3;+1d;;"* Throw break 2
* Side switch on hit";;;Leo-Right throw;Da Zhe Jiang;;;
uf+1+2;t;40;i12~14;-6;+8d;;"* Balcony Break
* Throw break 1+2
* Side switch
* Usable from KNK";bbr;;Leo-uf+1+2;Shuang Pai Shou;;;File:t8-p2-leo-uf+1+2.mp4
