Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
f+3~3;m;25;i20;-16;+7a (-2);;"* Balcony Break
* Sidesteps to the right";bbr;;Cheap Shot Snap Kick;;;File:t8-p2-hwoarang-f+3~3.mp4;Hwoarang-f+3~3;hwoarang
f+4;h;21;i17~23;+7~+13;+18g~+24g;+18~+24;"* +10~+16 guaranteed on CH depending on frame advantage
* Transition to RFS";;RFS,RFS;Right Hook Kick;r9? RFS;;File:t8-p2-hwoarang-f+4.mp4;Hwoarang-f+4;hwoarang
f+1+2;m;17;i15;-9;+2;+14;* Also possible during RFF;;;Push Hands;r28;;File:t8-p2-hwoarang-f+1+2.mp4;Hwoarang-f+1+2;hwoarang
df+1;m;10;i13~14;-1;+6;;* Also possible during RFF;;;;r19;;File:t8-p2-hwoarang-df+1,3.mp4;Hwoarang-df+1;hwoarang
df+1,3;m, m;10, 15;i13~14, i22~23;-2;+6;;"* Combo from 1st hit 
* Transition to LFS";;LFS,LFS;Left Uppercut & Middle Kick;r20? LFS;;File:t8-p2-hwoarang-df+1,3.mp4;Hwoarang-df+1,3;hwoarang
df+2;m;13;i15~16;-7;+34a (+24);;"* +4s on crouching normal hit
* Also possible during RFF";;;Right Uppercut;r25;;File:t8-p2-hwoarang-df+2.mp4;Hwoarang-df+2;hwoarang
df+3;m;12;i22~23;-14~-13;-4~-3;;"* Cancel and transition to r1 LFS with F_U_D at frame 20 of move startup
* Power up if an attack is absorbed
** Reversal Break
** 2 chip damage on block
** -9 on block
* Power crush 7~21";rbr pc7~21;LFS;;r35;;;Hwoarang-df+3;hwoarang
df+3,4;m, m;12, 20;i22~23, i24~25;-14;+4a;;"* Combo from 1st hit with 7F delay
* Move can be delayed by 5F
* Input can be delayed by 7F
* Power up if an attack is absorbed by previous hit
** Reversal Break?
** 4 chip damage on block
** -9 on block";;;Double Claymore;r35;;;Hwoarang-df+3,4;hwoarang
df+4;m;20;i16~17;-8~-7;+8~+9;+18a (+9);"* Homing
* Balcony Break on CH
* Transition to RFF
* Wall splats";hom;RFF,RFF;Middle Claymore;r26 RFF;;File:t8-p2-hwoarang-df+4.mp4;Hwoarang-df+4;hwoarang
df+3+4;m,h,m;7,4,17;i13,i14,i24~25;-14;+4c;;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Jails
* 5 chip damage on block
* Also possible during RFF";he;;Ignition Barrage;r35;;File:t8-p2-hwoarang-df+3+4.mp4;Hwoarang-df+3+4;hwoarang
d+1;sl;5;i10;-5;+6;;"* Transition to r24 with f
* +6c on crouching hit
* High crush 4~";cs4~;FC;Crouch Jab;r24 FC;;;Hwoarang-d+1;hwoarang
d+2;sl;8;i11;-4;+7;;"* +7c on crouching hit
* High crush 4~";cs4~;FC;Crouch Straight;r23 FC;;;Hwoarang-d+2;hwoarang
d+3;l;7;i17;-13;-2;;-2c on crouching hit;;;;;;File:t8-p2-hwoarang-d+3,4.mp4;Hwoarang-d+3;hwoarang
d+3,4;l, h;7, 13;i17, i21~23;+8g~+10g;+14g~+16g;+19~+21;"* Transition to RFS
* Combo from 1st hit";;RFS,RFS;Smash Low Right;r9? RFS;;File:t8-p2-hwoarang-d+3,4.mp4;Hwoarang-d+3,4;hwoarang
d+4;l;7;i19;-17;-6;+4s;"* Also possible during RFF
* High crush 6~55";cs6~55;FC;;FC;;File:t8-p2-hwoarang-d+4,4.mp4;Hwoarang-d+4;hwoarang
d+4,4;l, h;7, 22;i19, i20;-13;+69a (+53);;"* Tornado
* Jail from 1st normal hit
* Combo from 1st CH
* Also possible during RFF";trn;;Firecracker;r35;;File:t8-p2-hwoarang-d+4,4.mp4;Hwoarang-d+4,4;hwoarang
d+3+4;L;18;i21~22;-14;+6 LFS;;"* Homing
* Transition to LFS on hit
* High crush 6~54";hom cs6~54;LFS,FC;Dark Halberd;r32 FC;;;Hwoarang-d+3+4;hwoarang
db+3;L;12;i19;-13;-1;+17g;"* Also possible during RFF
* High crush 6~51";cs6~51;FC;Sweep Kick;r32 FC;;File:t8-p2-hwoarang-db+3.mp4;Hwoarang-db+3;hwoarang
db+4;L;14;i16;-12;-8;-1;"* Transition to r20 RFS with F (-1/+3/+10)
* Also possible during RFF";;RFS;;r31;;File:t8-p2-hwoarang-db+4,4.mp4;Hwoarang-db+4;hwoarang
db+4,4;L, h;14, 21;i16, i17~19;-1~+1;+24a~+26a;;* Combo from 1st CH;;;Ankle Biter > Crescent Kick;r27;;File:t8-p2-hwoarang-db+4,4.mp4;Hwoarang-db+4,4;hwoarang
b+1;m;15;i15;-15;-1;;* Sidesteps to the right;;;Stealth Needle;r36;;;Hwoarang-b+1;hwoarang
b+1+3;;;;;+9;;"* Parries high and mid punches. Pressing 4 on successful parry gives Shotgun Shuffle
* Parry state 5~12?";ps5~12?;;Parry;;;;Hwoarang-b+1+3;hwoarang
b+1+3,P.4;m,h,h;10,8,10;i15,i8,i9;;+17a (+8);;"* Balcony Break
* Pressing 4 after successful parry";bbr;;Shotgun Shuffle;;;;Hwoarang-b+1+3,P.4;hwoarang
b+2;h;18;i14;-4;+6;+14c;"* Elbow
* Good right sidestep tracking";elb;;Right Back Elbow;r33;;;Hwoarang-b+2;hwoarang
b+3;M;17;i16~17;-19;+35a (+25);;* Tornado;trn;;Left Plasma Blade;r34;;;Hwoarang-b+3;hwoarang
b+4;h;17;i13~14;-10;+1;+50a;* Transition to RFF;;RFF,RFF;Nose Bleeder;r28 RFF;;;Hwoarang-b+4;hwoarang
ub+4;m;18;i17~20;-8;+10;;"* Opponent recovers non-guarding on hit (situational guaranteed follow-up)
* Also possible during RFF
* Low crush 5~17";js5~17;;Fade-Away Kick;;;File:t8-p2-hwoarang-ub+4.mp4;Hwoarang-ub+4;hwoarang
u+2;h;18;i13~15;-9;+15;;"* Balcony Break
* Homing
* Also possible during RFF
* Sidesteps to the left
* Wall splats";bbr hom;;Knife Hand Strike;r26;;;Hwoarang-u+2;hwoarang
u+3;h;25;i20;+5;+44a (+38);;"* Also possible during RFF
* Transition to LFS
* Low crush 9~";js9~;LFS,LFS;Jump Kick;r16? LFS;;File:t8-p2-hwoarang-u+3.mp4;Hwoarang-u+3;hwoarang
u+4;m;18;i16~18;+3;+11g;+11;"* Also possible during RFF
* Transition to RFS
* Low crush 9~";js9~;RFS,RFS;Scorpion Side Kick;r17? RFS;;File:t8-p2-hwoarang-u+4.mp4;Hwoarang-u+4;hwoarang
u+3+4;m;20;i25~26;-7;+24a;;"* Also possible during RFF
* Low crush 8~";js8~;;Bloody Guillotine;r25;;File:t8-p2-hwoarang-u+3+4.mp4;Hwoarang-u+3+4;hwoarang
uf+2;m;22;i26;+5c;+6c;+28d;"* Also possible during RFF
* Low crush 13~";js13~;;Bone Stinger;r26;;File:t8-p2-hwoarang-uf+2.mp4;Hwoarang-uf+2;hwoarang
uf+3;m;11;i28~29;-6;-7;;"* Also possible during RFF
* Low crush 9~";js9~;;;r36;;File:t8-p2-hwoarang-uf+3,4,3.mp4;Hwoarang-uf+3;hwoarang
uf+3,4;m, m;11, 12;i28~29, i20~21;+2;+13;;"* Available on hit or block only
* Jail from 1st block
* Combo from 1st hit
* Also possible during RFF
* Transition to RFS
* Floating state 1~";fs1~;RFS,RFS;;r17 RFS;;File:t8-p2-hwoarang-uf+3,4,3.mp4;Hwoarang-uf+3,4;hwoarang
uf+3,4,3;m, m, m;11, 12, 20;i28~29, ,i27~28;-14;+0c;;"* Combo from 1st hit
* Also possible during RFF
* Floating state 1~";fs1~;;Hunting Hawk;r33;;File:t8-p2-hwoarang-uf+3,4,3.mp4;Hwoarang-uf+3,4,3;hwoarang
uf+4;h;12;i22~23;-2;+4;;"* Also possible during RFF
* Transition to RFS
* Low crush 10~";js10~;RFS,RFS;;RFS;;File:t8-p2-hwoarang-uf+4,4,4.mp4;Hwoarang-uf+4;hwoarang
uf+4,4;h, m;12, 12;i22~23, i11~12;+0;+6;;"* Combo from 1st hit
* Also possible during RFF
* Transition to RFS
* Low crush 2?~";js2?~;RFS,RFS;;RFS;;File:t8-p2-hwoarang-uf+4,4,4.mp4;Hwoarang-uf+4,4;hwoarang
uf+4,4,4;h, m, L;12, 12, 12;i22~23, ,i9~10;+1;+7;;"* Combo from 2nd CH
* Also possible during RFF
* Transition to RFS
* Third hit is not low parryable if the first two hits connect. Parryable if the first two hits whiff.";;RFS,RFS;Air Raid;RFS;;File:t8-p2-hwoarang-uf+4,4,4.mp4;Hwoarang-uf+4,4,4;hwoarang
uf+3+4;m,h;10,8;i14,i9;-10;+1;;"* Jail from 1st block
* Also possible during RFF
* Transition to LFS with F (-2/+9)
* Low crush 9~";js9~;LFS;;r29;;File:t8-p2-hwoarang-uf+3+4,4.mp4;Hwoarang-uf+3+4;hwoarang
uf+3+4,4;m,h, m;10,8, 13;i14,i9, i14~15;-10;+7;;"* Combo from 1st hit
* Also possible during RFF
* Transition to RFF
* Low crush 1~";js1~;RFF,RFF;Flashing Trident;RFF;;File:t8-p2-hwoarang-uf+3+4,4.mp4;Hwoarang-uf+3+4,4;hwoarang
1+2+3+4;;;;;;;;;;Ki Charge;;;File:t8-p2-hwoarang-1+2+3+4.mp4;Hwoarang-1+2+3+4;hwoarang
b,B+2+3;m!;40;i61~62;;+17a;;"* Also possible during RFF
* Cancel and transition to r24? LFS at frame 25? with b,b";;LFS;Dynamite Heel;;;File:t8-p2-hwoarang-db+3+4.mp4;Hwoarang-b,B+2+3;hwoarang
f,F+3;M;24;i20~24;+6;+6c;;* Transition to RFF;;RFF,RFF;Spinning Axe Kick;r22 RFF;;File:t8-p2-hwoarang-f,f+3.mp4;Hwoarang-f,F+3;hwoarang
f,F+4;m;22;i17~18;-7;+19a (+10);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* Also possible during RFF
* Transition to RFF (does not transition on Heat activation or when using Heat Dash)";he bbr;RFF,RFF;Peacekeeper;r28 RFF;;File:t8-p2-hwoarang-f,f+4.mp4;Hwoarang-f,F+4;hwoarang
f,n,4;;;;;;;"* Transition to RFS
* Sidesteps to the left
* Can move forwards and backwards with F and B
* Can sidestep with U and D
* Cannot block or crouch in stance";;RFS,RFS;Right Flamingo Feint;r15 RFS;;;Hwoarang-f,n,4;hwoarang
f,n,d,df;;;;;;;"* Cannot be buffered
* Stance moves can be buffered out of heat dash
* Recovers in FC at frame 20
* Cancel to sidestep with u
* Cancel to block with b";;sidestep;Shark Step;r3?;;File:t8-p2-hwoarang-f,n,d,df.mp4;Hwoarang-f,n,d,df;hwoarang
f,n,df:4;m;18;i16;-8;+59a (+49);;"* Tornado
* 3 chip damage on block
* Also possible during RFF. 
* The 4 input can be delayed up to 10 frames after df input during RFF.";trn;;Lethal Sky Rocket;r31;;File:t8-p2-hwoarang-f,n,dfh4.mp4;Hwoarang-f,n,df${justFrame}4;hwoarang
uf,n,4;m;20;i23~25;-13;+32a (+22);;"* Also possible during RFF
* Low crush";js;;Delayed Rising Toe Kick;;;File:t8-p2-hwoarang-uf,n,4.mp4;Hwoarang-uf,n,4;hwoarang
f,f,F+3;m;30;i22~24;+6;+23a;;"* Balcony Break
* 9 chip damage on block
* Also possible during RFF
* Low crush 3~";bbr js3~;;Flying Nerichagi;r25;;File:t8-p2-hwoarang-f,f,f+3.mp4;Hwoarang-f,f,F+3;hwoarang
f,f,F+4;h;28;i18~19;+5;+8;;"* 11 chip damage on block
* Also possible during RFF
* Sideswaps and leaves opponent backturned on hit
* Transition to BT on block
* Low crush 15~";js15~;BT,BT;Torpedo Kick;r31? BT;;File:t8-p2-hwoarang-f,f,f+4.mp4;Hwoarang-f,f,F+4;hwoarang
ws1;m;12;i12~13;-3;+8;;;;;;r21;;;Hwoarang-ws1;hwoarang
ws1,4;m, m;12, 18;i12~13, i22~23;+0;+8;;"* Combo from 1st hit
* Transition to RFS";;RFS,RFS;Twin Mustang;r18? RFS;;;Hwoarang-ws1,4;hwoarang
ws2;m;12;i15~16;-7;+4s;;;;;;r25;;File:t8-p2-hwoarang-ws2,3.mp4;Hwoarang-ws2;hwoarang
ws2,3;m, h;12, 10 (15);i15~16, i23~25;+3;+72a (+56) / +10;;"* Tornado
* Combo from 1st hit
** +72a (+56) from 1st hit
** Balcony Break from 1st hit
* Transition to LFS
* Low crush 17~";trn js17~;LFS,LFS;Chonsan Spin;r23? LFS;;File:t8-p2-hwoarang-ws2,3.mp4;Hwoarang-ws2,3;hwoarang
ws3;m;22;i14~16;-12;+14c;;;;;Iron Heel;r30;;File:t8-p2-hwoarang-ws3.mp4;Hwoarang-ws3;hwoarang
ws4;m;12;i11~12;-3;+8;;;;;;r21;;File:t8-p2-hwoarang-ws4,4.mp4;Hwoarang-ws4;hwoarang
ws4,4;m, M;12, 13;i11~12, i15~19;-9;+4c;;"* Jail from 1st block
* Combo from 1st hit
* Recovers 3 frames faster on hit (r21 t52)
* Transition to RFF";;RFF,RFF;Tsunami Kick;r24 RFF;;File:t8-p2-hwoarang-ws4,4.mp4;Hwoarang-ws4,4;hwoarang
ws3+4;m;16;i20~21;-9;+2;;"* Alternate input: f,n,d,df+3+4 (CD.3+4)
* Transition to BT";;BT,BT;;BT;;File:t8-p2-hwoarang-ws3+4,3.mp4;Hwoarang-ws3+4;hwoarang
ws3+4,3;m, M;16, 20;i20~21, i21~26;-6;+5c~+10c;+29d;"* Combo from 1st hit with 7F delay
* Input can be delayed by 7F
* Move cannot be delayed";;;Spinning Scythe > Axe Heel;;;File:t8-p2-hwoarang-ws3+4,3.mp4;Hwoarang-ws3+4,3;hwoarang
SS.3;m;13;i18~19;-12;-1;+5s;;;;;;;File:t8-p2-hwoarang-ss.3,3.mp4;Hwoarang-SS.3;hwoarang
SS.3,3;m, h;13, 16;i18~19, i9~10;+3;+14g;+14;"* Jail from 1st block
* Combo from 1st hit
* +34a (+27) on 1st CH
* Transition to LFS";;LFS,LFS;Eruption;LFS;;File:t8-p2-hwoarang-ss.3,3.mp4;Hwoarang-SS.3,3;hwoarang
SS.4;l;18;i19~20;-13;+5c;+31a;* Transition to RFF;;RFF,RFF;Spinning Trip Kick;RFF;;File:t8-p2-hwoarang-ss.4.mp4;Hwoarang-SS.4;hwoarang
(Back to wall).b,b,UB;m;21;i36~38;+0c;+8a;;* Low crush 14?~32?;js14?~32?;;[[Wall Jump Attack]];r30?;;;Hwoarang-(Back to wall).b,b,UB;hwoarang
BT.3;M;20;i14~16;-13;+38a (+28);;;;;Left Plasma Blade;r46;;;Hwoarang-BT.3;hwoarang
BT.4;M;20;i14~16;-13;+40a (+30);;* Transition to RFF;;RFF,RFF;Plasma Blade;r44 RFF;;;Hwoarang-BT.4;hwoarang
BT.d+3;L;20;i18~19;-13;-2;+31a;* High crush 4~50;cs4~50;FC;Spinning Low Kick;FC;;File:t8-p2-hwoarang-bt.d+3.mp4;Hwoarang-BT.d+3;hwoarang
CD.3;m;27;i18~19;+4;+25a (+16);+57a (+10);"* Tornado
* Balcony Break
* 8 chip damage on block
* Also possible during RFF
* Transition to LFS";trn bbr;LFS,LFS;Phalanx;r18? LFS;;File:t8-p2-hwoarang-cd.3.mp4;Hwoarang-CD.3;hwoarang
CD.4;m;18;i16;-18;+53a (+43);;"* Tornado
* Also possible during RFF";trn;;Sky Rocket;r37;;File:t8-p2-hwoarang-cd.4.mp4;Hwoarang-CD.4;hwoarang
LFS.1;h;6;i13;+5;+7;;;;;Left Flamingo > Back Hand;r14?;;File:t8-p2-hwoarang-lfs.1.mp4;Hwoarang-LFS.1;hwoarang
LFS.2;m;15;i16;-2;+9;;"* Transition to RFF
* Links to 10-hit string";;RFF,string,RFF;Right Backhand;r21? RFF;;File:t8-p2-hwoarang-lfs.2.mp4;Hwoarang-LFS.2;hwoarang
LFS.2,2;m, h;15, 7;i16, i20;+0;+4;+9;Combo from 1st hit;;RFF;2nd Hit;r19 RFF;;;Hwoarang-LFS.2,2;hwoarang
LFS.2,2,3;m, h, h;15, 7, 10;i16, ,i14~17;-6~-3;-3~+0;;"* Combo from 2nd hit (1st active frame only)
* Combo from 2nd CH
* Interrupt from 2nd block with i3";;BT;3rd Hit;r32 BT;;;Hwoarang-LFS.2,2,3;hwoarang
LFS.2,2,3,4;m, h, h, L;15, 7, 10, 7;i16, ,i22;-14;-3;;;;;4th Hit;;;;Hwoarang-LFS.2,2,3,4;hwoarang
LFS.2,2,3,4,3;m, h, h, L, m;15, 7, 10, 7, 7;i16, ,i31;-9;-9;;* Interrupt from 4th block with i13;;;5th Hit;;;;Hwoarang-LFS.2,2,3,4,3;hwoarang
LFS.2,2,3,4,3,4;m, h, h, L, m, m;15, 7, 10, 7, 7, 8;i16, ,i22~24;-21;-10;;* Combo from 5th hit;;;6th Hit;;;;Hwoarang-LFS.2,2,3,4,3,4;hwoarang
LFS.2,2,3,4,3,4,4;m, h, h, L, m, m, l;15, 7, 10, 7, 7, 8, 7;i16, ,i19;-27;-16;;"* Interrupt from 6th block with i18
* Can be sidestepped";;FC;7th Hit;FC;;;Hwoarang-LFS.2,2,3,4,3,4,4;hwoarang
LFS.2,2,3,4,3,4,4,4;m, h, h, L, m, m, l, h;15, 7, 10, 7, 7, 8, 7, 10;i16, ,i23;-28;+23a (+13);;* Interrupt from 7th block with i3;;;8th Hit;r47?;;;Hwoarang-LFS.2,2,3,4,3,4,4,4;hwoarang
LFS.2,2,3,4,3,4,4,4,4;m, h, h, L, m, m, l, h, m;15, 7, 10, 7, 7, 8, 7, 10, 21 (14);i16, ,i22;-18;-16;;"* Airborne combo from 8th hit
* Interrupt from 8th block with i33
* Can be sidestepped";;;9th Hit;;;;Hwoarang-LFS.2,2,3,4,3,4,4,4,4;hwoarang
