Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
df+3,2,1;m, m, m;13, 15, 21;i18, ;-14;+8(-1);+25;"* Tornado
* Balcony Break
* Combo from 2nd CH
* Can be delayed 16F";trn bbr;;Impaling Knee Twin Thrust;;;File:t8-p2-kazuya-df+3,2,1.mp4;Kazuya-df+3,2,1;kazuya
df+3,2,1*;m, m, m;13, 15, 25;i18, i46;+11g;+10(+1);;"* Tornado
* Balcony Break
* Chip damage when guarded";trn bbr chp;;Impaling Knee Twin Skewer;;;File:t8-p2-kazuya-df+3,2,1s.mp4;Kazuya-df+3,2,1*;kazuya
df+4;m;10;i13~14;-9;+2;;;;;;28;;;Kazuya-df+4;kazuya
df+4,4;m, m;10, 16;i13~14, i15~16;-15;+0c;;"* Spike
* Combo from 1st hit with 11?f delay
* Move can be delayed 10?f";spk;;Tsunami Kick;;;;Kazuya-df+4,4;kazuya
df+3+4;m,h;7,9;i18;-8;+0;;;;;;;;File:t8-p2-kazuya-df+3+4,1,2.mp4;Kazuya-df+3+4;kazuya
df+3+4,1;m,h, m;7,9, 15;i18, i11;-11;+1;;;;;;;;File:t8-p2-kazuya-df+3+4,1,2.mp4;Kazuya-df+3+4,1;kazuya
df+3+4,1,2;m,h, m, M,M;7,9, 15, 14,25;i18, ,i20;-19;+7 (-10);;"* Balcony Break
* 7 chip damage on block";bbr;;Kyogeki Goutsuiken;;;File:t8-p2-kazuya-df+3+4,1,2.mp4;Kazuya-df+3+4,1,2;kazuya
d+1;sl;5;i10;-5;+6;;"* Returns to standing when input F
* High crush 4~";cs4~;FC;Crouch Jab;FC;;;Kazuya-d+1;kazuya
d+2;sl;8;i11;-4;+7;;* High crush 4~;cs4~;FC;Crouch Straight;FC;;;Kazuya-d+2;kazuya
d+3;L;10;i16;-17;-6;;* High crush 4~;cs4~;FC;Crouch Spin Kick;FC;;;Kazuya-d+3;kazuya
d+4;l;6;i12;-15;-4;;* High crush 4~;cs4~;FC;Crouch Chin Kick;FC;;;Kazuya-d+4;kazuya
d+1+2;L;20;i23;-14c;+3c;+27a;* High crush 6~;cs6~;FC;Nejiri Uraken;FC;;File:t8-p2-kazuya-d+1+2.mp4;Kazuya-d+1+2;kazuya
d+1+2,B;L, sp;20, 0;i23, ;;;;* High crush 6~;cs6~;FC;Nejiri Uraken to Cancel;FC;;;Kazuya-d+1+2,B;kazuya
db+1;m;7;i13;-10;+0;;;;;;r31;;File:t8-p2-kazuya-db+1,2.mp4;Kazuya-db+1;kazuya
db+1,2;m, M,M;7, 8,15;i13, i20;-19;+9a (-8);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* 4 chip damage on block
* Combo from 1st hit with 2F delay
* Move cannot be delayed
* Input can be delayed by 2F";he bbr;;Goutsuiken;;;File:t8-p2-kazuya-db+1,2.mp4;Kazuya-db+1,2;kazuya
db+2;m;23;i18;-4;+7c;+27d;Spike;spk;FC;Lion Slayer;FC;;File:t8-p2-kazuya-db+2.mp4;Kazuya-db+2;kazuya
db+3;L;14;i19~20;-12c;-1;+7c;* High crush 6~;cs6~;FC;Sliding Low Kick;FC;;File:t8-p2-kazuya-db+3.mp4;Kazuya-db+3;kazuya
db+4;L;18;i20;-12;+4;+17g;Flips over on grounded hit;;;Stature Smash;;;File:t8-p2-kazuya-db+4.mp4;Kazuya-db+4;kazuya
b+1;h;10;i11;-10;+1;;;;;;29;;File:t8-p2-kazuya-b+1,2.mp4;Kazuya-b+1;kazuya
b+1,2;h, m;10, 20;i11, i20;-14;+9 (+0);;"* Balcony Break
* Combo from 1st hit
* Can be delayed 14F
* Combo can be delayed 10F from hit";bbr;;Sokushitsu Goda;;;File:t8-p2-kazuya-b+1,2.mp4;Kazuya-b+1,2;kazuya
b+2;m;12;i14;-8;+4;;;;;;;;File:t8-p2-kazuya-b+2,2,1+2.mp4;Kazuya-b+2;kazuya
b+2,2;m, m;12, 14;i14, i25;-10;+1;;;;;;;;File:t8-p2-kazuya-b+2,2,1+2.mp4;Kazuya-b+2,2;kazuya
b+2,2,1+2;m, m, h;12, 14, 20;i14, ,i28~32;-8;+38d (-20);;"* Balcony Break
* Chip damage when guarded";bbr chp;;Danzui Raizanba;;;File:t8-p2-kazuya-b+2,2,1+2.mp4;Kazuya-b+2,2,1+2;kazuya
b+2,4;m, h;12, 12;i14, i22;-3;+8;;"* Combo from 1st hit
* Can be delayed 10F
* Combo can be delayed 5F from hit";;;;;;File:t8-p2-kazuya-b+2,4,1.mp4;Kazuya-b+2,4;kazuya
b+2,4,1;m, h, m;12, 12, 22;i14, ,i19;-14;+11a (+2);;"* Balcony Break
* Combo from 2nd CH";bbr;;Rampaging Demon;;;File:t8-p2-kazuya-b+2,4,1.mp4;Kazuya-b+2,4,1;kazuya
b+3;h;15;i18;-8;+3;;;;;;;;File:t8-p2-kazuya-b+3,1,4,1.mp4;Kazuya-b+3;kazuya
b+3,1;h, h;15, 10;i18, i12;+0;+6;;"* Jails
* Combo from 1st hit";;;;;;File:t8-p2-kazuya-b+3,1,4,1.mp4;Kazuya-b+3,1;kazuya
b+3,1,4;h, h, l;15, 10, 10;i18, ,i16;-10c;+7;;;;;;;;File:t8-p2-kazuya-b+3,1,4,1.mp4;Kazuya-b+3,1,4;kazuya
b+3,1,4,1;h, h, l, m;15, 10, 10, 15;i18, ,i15;-14;+15a (+6);;Balcony Break;bbr;;Demon's Wrath;;;File:t8-p2-kazuya-b+3,1,4,1.mp4;Kazuya-b+3,1,4,1;kazuya
b+3,1,4,3;h, h, l, l;15, 10, 10, 12;i18, ,i20;-13c;+1;;;;;Reign of Terror;;;File:t8-p2-kazuya-b+3,1,4,3.mp4;Kazuya-b+3,1,4,3;kazuya
b+4;h;20;i17;-5;+16g;;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Homing
* 6 chip damage on block";he hom;;Flash Tornado;29;;File:t8-p2-kazuya-b+4.mp4;Kazuya-b+4;kazuya
b+1+2;m;21;i22;-8;+5;;"* Heat Engager

* Heat Dash +5, +43d (+35)

* 6 chip damage on block";he;;Kumo Kiri;;;File:t8-p2-kazuya-b+1+2.mp4;Kazuya-b+1+2;kazuya
b+1+4;m!;60;i63;;+20a(+10);;;;;Lightning Screw Uppercut;;;File:t8-p2-kazuya-b+1+4.mp4;Kazuya-b+1+4;kazuya
ub+1;m;12;i18;-12;-1;-1;"* Spike
* Low crush ~9";spk js~9;;;;;;Kazuya-ub+1;kazuya
ub+1+2;h;32;i41~56;;-7c~+8c;;"* Balcony Break
* 9 chip damage on block
* Forces tech backroll on hit
** Opponent recovers crouching";bbr;;Inferno;;;;Kazuya-ub+1+2;kazuya
uf+1;m;16;i20;-7;+3;+3;;;;Raijen Uraken;;;;Kazuya-uf+1;kazuya
DVK.uf+1,3;m, M;16, 20;i20, i30;-9;+17a (+0);;"* Balcony Break
* Consumes 180F? of remaining Heat time
* Jail from 1st block
* Combo from 1st hit
* Available only on 1st hit or block
* Low crush 9~27
* Floating state 28~30";bbr js9~27 fs28~30;;Devil Trample;r33;;;Kazuya-DVK.uf+1,3;kazuya
uf+2;h;17;i15;-12;+9;;* Balcony Break on air hit;;;Hook;;;;Kazuya-uf+2;kazuya
uf+3;m;25;i19;-9;+17(+9);;"* Balcony Break
* Low crush 9~";bbr js9~;;Searing Edge;;;File:t8-p2-kazuya-uf+3.mp4;Kazuya-uf+3;kazuya
uf+4;m;16;i25;-12;-1;;"* Balcony Break on air hit
* Low crush 9~";js9~;;;;;File:t8-p2-kazuya-uf+4,4,4,4.mp4;Kazuya-uf+4;kazuya
uf+4,4;m, l;16, 12;i25, ;-23;+29a;;Combo from 1st CH;;;;;;File:t8-p2-kazuya-uf+4,4,4,4.mp4;Kazuya-uf+4,4;kazuya
uf+4,4,4;m, l, l;16, 12, 10;i25, ;-23;+17a (+10);;;;;;;;File:t8-p2-kazuya-uf+4,4,4,4.mp4;Kazuya-uf+4,4,4;kazuya
uf+4,4,4,4;m, l, l, m;16, 12, 10, 20;i25, ;-17;+19a (+12);;Balcony Break;bbr;;Roundhouse > Triple Spin Kick;;;File:t8-p2-kazuya-uf+4,4,4,4.mp4;Kazuya-uf+4,4,4,4;kazuya
1+2+3+4;sp;-;;;;;* Shift to charging;;;Ki Charge;;;File:t8-p2-kazuya-1+2+3+4.mp4;Kazuya-1+2+3+4;kazuya
f,F+2;m;20;i16;-9;+13c;;"* Heat Engager

* Heat Dash +36a (+26a) on hit, +5 on block

* Balcony Break
* 6 chip damage on block
* Forces backroll onhit";he bbr;;Devil Fist;;;File:t8-p2-kazuya-f,f+2.mp4;Kazuya-f,F+2;kazuya
f,F+3;m;21;i20;-3c;+46a;;* Spike;spk;;Left Splits Kick;;;File:t8-p2-kazuya-f,f+3.mp4;Kazuya-f,F+3;kazuya
f,F+4;M;22;i17~18;-9;+5;+29a(+23);;;;Devil's Steel Pedal;30;;File:t8-p2-kazuya-f,f+4.mp4;Kazuya-f,F+4;kazuya
f,n,DF;sp;;;;;;"* Cannot be buffered
* Connect to Wind God Step
* Cost: 2F";;;Mist Step to Wind God Step;;;;Kazuya-f,n,DF;kazuya
f,n,d,DF;sp;;;;;;"* Cannot be buffered
* Stance moves can be buffered out of heat engager or heat dash
* Recovers in FC at frame 20
* Cancel to sidestep with u
* Cancel to block with b from frames 1 to 6
* Cancel to t1~t3 hFC with b from frames 7 to 9";;sidestep,hFC,CD;Wind God Step;r1 CD;;File:t8-p2-kazuya-f,n,d,df.mp4;Kazuya-f,n,d,DF;kazuya
f,n,d,DF+4;L;15;i16;-23;-3c;+20a;;;;Spinning Demon;r41;;File:t8-p2-kazuya-f,n,d,df+4,1.mp4;Kazuya-f,n,d,DF+4;kazuya
f,n,d,DF+4,1;L, m;15, 24 (16);i16, i26;-16;+16a (+7) / +17a (+10);;"* Balcony Break
* Airborne combo from first hit (+17a (+10))";bbr;;Spinning Demon > Left Hook;r34;;File:t8-p2-kazuya-f,n,d,df+4,1.mp4;Kazuya-f,n,d,DF+4,1;kazuya
f,n,d,DF+4,4;L, h;15, 27 (18);i16, i30~31;-9;+17a (+8) / +10a (+9);;"* Balcony Break
* Airborne combo from first hit (+10a (+9))
* Low crush 21~46
* Floating state 47~49";bbr js21~46 fs47~49;;Illusive Demon;r32;;File:t8-p2-kazuya-f,n,d,df+4,4.mp4;Kazuya-f,n,d,DF+4,4;kazuya
f,n,d,df:2;h;23;i11~12;+5;+39a (+29);;"* 5 chip damage on block 
* Actual startup i14 (i13 if done from Mist Step)";;;Electric Wind God Fist;r24;;File:t8-p2-kazuya-f,n,d,dfh2.mp4;Kazuya-f,n,d,df${justFrame}2;kazuya
f,n,d,df+1;m;23;i20~22;-16;+29a (+19);;"* Tornado
* Low crush 20~41
* Floating state 42~44";trn js20~41 fs42~44;;Thunder God Fist;r33;;File:t8-p2-kazuya-f,n,d,df+1.mp4;Kazuya-f,n,d,df+1;kazuya
f,n,d,df+2;h;20;i11~12;-10;+39a (+29);;Becomes Electric Wind God Fist during Heat (Consumes 60F of remaining Heat Time);;;Wind God Fist;r28;;File:t8-p2-kazuya-f,n,d,df+2.mp4;Kazuya-f,n,d,df+2;kazuya
f,n,d,df+3;h;30;i18~27;-9;+12a (+2);;"* Balcony Break
* 12 chip damage on block
* Low crush 9~31
* Floating state 32~34";bbr js9~31 fs32~34;;Hell Lancer;r28;;File:t8-p2-kazuya-f,n,d,df+3.mp4;Kazuya-f,n,d,df+3;kazuya
f,n,d,df+1+2;m;33;i24;+5;+25a (+15);;"* Tornado
* Balcony Break
* 9 chip damage on block";trn bbr;;Parricide Fist;r30;;File:t8-p2-kazuya-f,n,d,df+1+2.mp4;Kazuya-f,n,d,df+1+2;kazuya
uf,n,4;m;20;i23;-13;+32a(+22);;* Low crush 9~;js9~;;Delayed Rising Toe Kick;;;File:t8-p2-kazuya-uf,n,4.mp4;Kazuya-uf,n,4;kazuya
f,f,F+3;m;30;i22~25;+6;+13a(+3);;"* Balcony Break
* 9 chip damage on block
* Low crush 3~";bbr js3~;;Leaping Side Kick;;;File:t8-p2-kazuya-f,f,f+3.mp4;Kazuya-f,f,F+3;kazuya
ws1;m;10;i13;-5;+5;;;;;Uppercut;;;File:t8-p2-kazuya-ws1,2.mp4;Kazuya-ws1;kazuya
ws1,2;m, m;10, 12;i13, i22;-12;+73a(+57);;"* Tornado
* Combo from 1st hit";trn;;Twin Pistons;;;File:t8-p2-kazuya-ws1,2.mp4;Kazuya-ws1,2;kazuya
ws2;m;25;i16;-18;+57a;;Homing;hom;;Demon God Fist;r37;;File:t8-p2-kazuya-ws2.mp4;Kazuya-ws2;kazuya
ws3;m;24;i21;-5;+20a(+11);;"* Homing
* Balcony Break";hom bbr;;Engetsusen;;;File:t8-p2-kazuya-ws3.mp4;Kazuya-ws3;kazuya
ws4;m;13;i11~12;-3;+8;;;;;Toe Smash;;;;Kazuya-ws4;kazuya
ws4,4;m, m;13, 16;i11~12, i15~16;-15;+0c;;* Combo from 1st hit;;;Tsunami Kick;;;;Kazuya-ws4,4;kazuya
ws1+2;m;25;i13;-9;+8;+24a;;;;Fujin Uraken;;;File:t8-p2-kazuya-ws1+2.mp4;Kazuya-ws1+2;kazuya
SS.3;m;23;i23;-7;+16a (+7);+50a;Balcony Break;bbr;;Shattered Spine;r29;;File:t8-p2-kazuya-ss.3.mp4;Kazuya-SS.3;kazuya
SS.4;m;14;i15;-6;+4;;Balcony Break;bbr;;;r26;;;Kazuya-SS.4;kazuya
SS.4,1;m, m;14, 22;i15, i21~22;-13;+21a (+12);;"* Strong Aerial Tailspin
* Elbow
* Combo from 1st hit with 9f delay
* Move can be delayed 9F
* Recovers 5F faster on hit (t65 r28)";elb;;Hanetoguro;r33;;;Kazuya-SS.4,1;kazuya
SS.1+2;h;25;i19~20;+5;+26g;;"* Homing
* 7 chip damage on block
* Transition to r18 CD with DF
** Transition to r19? forward dash with f,n,f (+4?/+25g?)";hom;CD,forward;Elkeid;r28;;File:t8-p2-kazuya-ss.1+2.mp4;Kazuya-SS.1+2;kazuya
FC.df+3+4;m;24;i23;-11c;+11a;;"* High crush 
* Low crush 13~";cs js13~;FC;Tombstone Crusher;FC;;File:t8-p2-kazuya-fc.df+3+4.mp4;Kazuya-FC.df+3+4;kazuya
(back to wall).b,b,ub;m;25;i29;-1;+45d (-13);;"* Air Status 5F
* is8~13";is8~13;;Wall Jumping Attack;;;;Kazuya-(back to wall).b,b,ub;kazuya
BT.1;h;15;i8;-3;+8;;;;;;r22;;;Kazuya-BT.1;kazuya
BT.3;h;18;i10;-8;+8;;;;;;r27;;;Kazuya-BT.3;kazuya
BT.d+1;sl;15;i10;-5;+6;;* High crush 1~;cs1~;FC;;r24 FC;;;Kazuya-BT.d+1;kazuya
BT.d+3;l;6;i12;-15;-4;;* High crush 1~;cs1~;FC;;r34 FC;;;Kazuya-BT.d+3;kazuya
BT.u+3;m;18;i9;-12;+19a (+9);;"* Low crush 9~24
* Floating state 25~27";js9~24 fs25~27;;;r31;;;Kazuya-BT.u+3;kazuya
DVK.1+4;M;27;i21~31;-9;+3a;;"* Tornado
* Reversal Break
* Balcony Break if an attack is absorbed
* Consumes 300F? of remaining Heat time
* +8a (-1) and balcony break on hit if an attack is absorbed
* -7 on block if an attack is absorbed
* 10 chip damage on block after absorbing an attack in power crush state
* More evasive when performed from crouching state
* Power crush 6?~20?";trn rbr pc6?~20?;;Roar of the Devil;r28?;;File:t8-p2-kazuya-dvk.1+4.mp4;Kazuya-DVK.1+4;kazuya
DVK.3+4;M!;30;i60~90;;-49c~-19c;;"* Balcony Break
* -45c~-41c on average
* Consumes 150F? of remaining Heat time
* Forces backroll on hit
* Low crush 20~134
* Floating state 135~137";bbr js20~134 fs135~137;;Devil Blaster;r67;;File:t8-p2-kazuya-dvk.3+4.mp4;Kazuya-DVK.3+4;kazuya
DVK.OTG.db+1+2;L;20;i24~29;-13~-8;+13a (+1);+16d;"* Balcony Break on airborne hit
* +6c on standing normal hit
* Consumes 90F of remaining Heat time";;;Grand Inferno;r27;;;Kazuya-DVK.OTG.db+1+2;kazuya
DVK.SS.2;m;25;i17~18;-15;+76a;;"* Tornado
* Sidestep adds 9f, effective move startup: i26
* Consumes 150F of remaining Heat time";trn;;Devil Twister;r38;;File:t8-p2-kazuya-dvk.ss.2.mp4;Kazuya-DVK.SS.2;kazuya
DVK.db+3+4;L;(10);i24;-19;+2;;"* Deals 10 recoverable damage on hit - Cannot K.O
* Unparryable (projectile?)
* Consumes 150F? of remaining Heat time
* Transition to r10 CD with DF (-10?/+11)
** -10 on block when performing stance actions, cannot guard i23 moves
** Transition to r22 forward dash with f,n,f (-21?/+0)";;CD,forward;Devil Impact;r38;;File:t8-p2-kazuya-dvk.db+3+4.mp4;Kazuya-DVK.db+3+4;kazuya
DVK.f,F+2;m,th;20,20;i16;-9;+0d;;"* Transition to throw on hit
* Consumes 150F? of remaining Heat time on throw hit
* Increased tracking to left sidesteps during Heat
* Throw can be canceled with B
* 6 chip damage on block";;;Chaos Inferno;;;File:t8-p2-kazuya-dvk.f,f+2.mp4;Kazuya-DVK.f,F+2;kazuya
DVK.f,n,d,df+1;m,th;23,15;i20~22;-16;-5d;;"* Floor Break
* Consumes 120F of remaining Heat time on throw hit
* Throw can be canceled with B
* Opponent recovers FDFA
* Low crush 20~41
* Floating state 42~44";fbr js20~41 fs42~44;;Damnation;;;File:t8-p2-kazuya-dvk.f,n,d,df+1.mp4;Kazuya-DVK.f,n,d,df+1;kazuya
DVK.f,n,d,df+3;h,t;30,20;i18~27,i20~30;-2~+8;+0d;;"* Consumes 180F of remaining Heat time
* Extension available only on hit or block
* Extension can be canceled with b
* 16 chip damage on block
* Low crush 9~";js9~;;Tempest Blaster;;;File:t8-p2-kazuya-dvk.f,n,d,df+3.mp4;Kazuya-DVK.f,n,d,df+3;kazuya
DVK.ub+1+2;h!;40;i41~56;;-12c~+3c;;"* Consumes 150F? of remaining Heat time
* -12c~-7c on average
* Forces backroll on hit";;;Inferno;r45?;;;Kazuya-DVK.ub+1+2;kazuya
DVK.u+1+2;h!;27;i18~35;;;;"* Hits airborne opponents only
* Consumes 60F? of remaining Heat time";;;Air Inferno;r8;;File:t8-p2-kazuya-dvk.uf+1+2.mp4;Kazuya-DVK.u+1+2;kazuya
OTG.d+3+4;L;25;i23;-12;-1;;;;;Oni Stomp;;;;Kazuya-OTG.d+3+4;kazuya
f,(even numbers frames).n;sp;;;;;;Sidesteps right;;;Mist Step (Right Side);;;;Kazuya-f,(even numbers frames).n;kazuya
f,(odd numbers frames).n;sp;;;;;;Sidesteps left;;;Mist Step (Left Side);;;;Kazuya-f,(odd numbers frames).n;kazuya
DVK.f,n,d,DF+4,1,1;L, m, m,th;15, 24 (16), 17,15;i16, ,i24~26;-19;-5d;;"* Floor Break
* Consumes 600F of remaining Heat time on throw hit
* Combo from 1st hit with 9F delay
* Move can be delayed by 7F
* Input can be delayed by 9F
* Low crush 24~";fbr js24~;;Abyss Damnation;r36?;;File:t8-p2-kazuya-f,n,d,df+4,1,dvk.1.mp4;Kazuya-f,n,d,DF+4,1,DVK.1;kazuya
DVK.f,n,d,DF+4,1,1,B;L, m, m;15, 24 (16), 17;i16, ,i24~26;-19;+26a (+16);;* Low crush 24~;js24~;;Spinning Demon to Left Hook > Thunder God Fist;r36?;;File:t8-p2-kazuya-f,n,d,df+4,1,dvk.1.mp4;Kazuya-f,n,d,DF+4,1,DVK.1,B;kazuya
hFC.1;sl;5;i10;-5;+6;;"* Transition to Standing with f
* +6c on crouching hit
* High crush 1~";cs1~;FC;Crouch Jab;r24 FC;;;Kazuya-FC.1;kazuya
