Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
1,2;h, M;5, 20;i10, i21~22;-14;+22a (+17);;"* Spike
* Weapon
* Combo from 1st hit with 2f delay
* Increases ZAN gauge by 0.30 on hit
* Increases ZAN gauge by 0.14 on block
* Only deals recoverable damage
* +11d on BT hit";spk wpn;;Clive-1,2;Finishing Steel;r33;;File:t8-p2-clive-1,2.mp4
1,f+2;h, h;5, 22;i10, i25~26;+1;+13g;;"* Balcony Break
* Weapon
* Combo from 1st CH
* Input can be delayed 2f
* 6 Chip damage on block
* 9 Chip damage on block in heat
* +20a (+11) on BT hit";bbr wpn;;Clive-1,f+2;Rapid Assault;r29;;File:t8-p2-clive-1,f+2.mp4
2;h;11;i12;+0;+7;;Weapon;wpn;;Clive-2;;r23;;
2,1;h, h;11, 20;i12, i17~18;-13;+8a (-1);;"* Balcony Break
* Weapon
* Jail from 1st attack
* Combo from 1st hit
* Input 1 during the 1st hit animation on frames 10~12 to add +3 damage";bbr wpn;;Clive-2,1;Magic Burst;r36;;File:t8-p2-clive-2,1.mp4
2,2;h, m;11, 9;i12, i23;-8;-1;;"* Balcony Break (airborne)
* Weapon
* Combo from 1st hit
* Enter PHX -1 +6 r25 with F or 4 on hit or block";wpn;PHX;Clive-2,2;;r32;;
2,2,1;h, m, m;11, 9, 18;i12, ,i17~18;-13;+8a (-1);+28d(+20d);"* Balcony Break
* Weapon
* Combo from 1st CH
* Combo from 2nd CH with 10f? delay
* Input 1 during the 2nd hit animation on frames 21~23 to add +3 damage";bbr wpn;;Clive-2,2,1;Assault Burst;r36;;File:t8-p2-clive-2,2,1.mp4
2,2,2;h, m, M,m;11, 9, 15,20 (24);i12, ,i27~28 i31~32;-9;+21a (+4);;"* Tornado
* Balcony Break
* Weapon
* Power up in Heat (24 damage)
* Input can be delayed 6f?
* Transition to PHX on hit only
* Cancel PHX transition with B";trn bbr wpn;PHX;Clive-2,2,2;Gleipnir-Cutter;r35;;
2,2,1+2;h, m, m,M;11, 9, 10,18;i12, ,i27~28 i23~24;-13c;+1a;;"* Balcony Break
* Spike
* Weapon
* Increases ZAN gauge by 0.70 on hit (0.30 + 0.40)
* Increases ZAN gauge by 0.24 on block (0.10 + 0.14)
* Increases ZAN gauge by 0.40 on hit if only the final hit connects
* Increases ZAN gauge by 0.14 on block if only the final hit connects
* Only deals recoverable damage
* -4d on BT hit
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 41~54
* fs55~57&lt;/div&gt;";"bbr spk wpn &lt;div class=&quot;plainlist&quot;&gt;
* js41~54
* fs55~57&lt;/div&gt;";;Clive-2,2,1+2;Gungnir Dance;r48;;File:t8-p2-clive-2,2,1+2.mp4
3;m;16;i16;-13;-2;;;;;Clive-3;;r32;;
3,2;m, m,m;16, 15,15;i16, i23~24 i29~41;-12~+0;+22a (+12);;"* Balcony Break
* Weapon
* Combo from 1st CH
* Jail from 2nd block
* 3rd hit never combos on standing hit
* 3rd hit available only on hit or block
* Interrupt with i4 from 1st block
* +23a (+13) on BT hit
* Power up in Heat";bbr wpn;;Clive-3,2;Fine Hound;r53;;File:t8-p2-clive-3,2.mp4
3,3;m, M;16, 20;i16, i30~32;-18~-16;+12a (-5);+36a (+26);"* Tornado
* Balcony Break
* Input can be delayed 1f
,fs31~";trn bbr fs31~;WOL;Clive-3,3;Bright Wing;r36 WOL;;File:t8-p2-clive-3,3.mp4
4;m;8;i12;-10;+1;;;;;Clive-4;;r29;;
4,2;m, M;8, 17;i12, i20~21;-11;+3;;"* Weapon
* Combo from 1st hit
* Input can be delayed 3f";wpn;;Clive-4,2;Mercenary Cut;r32;;File:t8-p2-clive-4,2.mp4
4,4;m, h;8, 13;i12, i25;-8;+0;;"* Combo from 1st hit
* Input can be delayed 3f
* Enter PHX +6 +14 r21 with F or 4 on hit or block";;PHX;Clive-4,4;Roundabout;r35;;File:t8-p2-clive-4,4.mp4
1+2;m;21;i13;-9;+2;;"* Heat Engager

* Heat Dash +5, +43d (+35d)

* Balcony Break (airborne)
* Weapon
* On hit regain 5 additional recoverable health
* Tracking Notes:
* Opponent can sidewalk to the left at -4
* Opponent can sidestep to the right at -4
* Opponent can sidestep to the left at -2";he wpn;;Clive-1+2;Flame Bash;r33;;File:t8-p2-clive-1+2.mp4
1+4;m;10-80;i22;-15;+9a (ZAN1);;"* Removes Recoverable Health (ZAN5 only)
* Weapon
* Increases ZAN gauge by 0.20 on ZAN1 hit
* Increases ZAN gauge by 0.10 on ZAN1 block
* Transitions to attack throw on hit with ZAN2-5
* Resets ZAN gauge on hit with ZAN2-5
* Damage increases with ZAN gauge level:
* ZAN1: 10
* ZAN2: 45
* ZAN3: 55
* ZAN4: 65
* ZAN5: 80";wpn;;Clive-1+4;"<div class=""dotlist"">

* Arm of Darkness (ZAN1)
* Zantetsuken (ZAN2-4)
* Ultimate Zantetsuken (ZAN5)
</div>";r39;;File:t8-p2-clive-1+4.mp4
3+4;;;;;;;"* Strong low parry effect (active while moving)
* Move backward/forward with b_f
* Cancel to r53 with db_d_df
&lt;div class=&quot;plainlist&quot;&gt;
* fs5~
* Parry state 9~&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* fs5~
* ps9~&lt;/div&gt;";;Clive-3+4;Wings of Light;r37;;
3+4,P;M;20;,i27~28;;+61a (+45);;"* Tornado
&lt;div class=&quot;plainlist&quot;&gt;
* ,is1~27
* fs28~70&lt;/div&gt;";"trn &lt;div class=&quot;plainlist&quot;&gt;
* is1~27
* fs28~70&lt;/div&gt;";;Clive-3+4,P;Radiant Counter;r42;;
f+2;m;10;i15;-12;-4;;* Weapon;wpn;;Clive-f+2;;r34;;
f+2,1;m, h;10, 13;i15, i21~22;+1;+20g;;"* Balcony Break
* Combo from 1st hit";bbr;;Clive-f+2,1;Firewheel;r22;;File:t8-p2-clive-f+2,1.mp4
f+2,2;m, m;10, 7;i15, i17~18;-8;+3;;"* Weapon
* Combo from 1st CH
* Jail from 1st block
* Enter PHX -5 +6 r30 with F or 4 on hit or block";wpn;PHX;Clive-f+2,2;;r33;;
f+2,2,2;m, m, M;10, 7, 20;i15, ,i27~228;-13;+9a;;"* Heat Engager

* Heat Dash +5, +67a {+50)

* Balcony Break
* Spike
* Weapon
* Combo from 1st CH
* Combo from 2nd hit
* Interrupt with i8 from 2nd block
* Input can be delayed by 8F
* Move cannot be delayed";he bbr spk wpn;;Clive-f+2,2,2;Burning Chain;r40;;File:t8-p2-clive-f+2,2,2.mp4
f+2,2,1+2;m, m, M;10, 7, 18;i15, ,i27~228;-13c;+9a;;"* Balcony Break
* Spike
* Weapon
* Combo from 1st CH
* Combo from 2nd hit
* Interrupt with i8 from 2nd block
* Increases ZAN gauge by 0.70 on hit
* Increases ZAN gauge by 0.30 on block
* Only deals recoverable damage
* Input can be delayed by 8F
* Move cannot be delayed";bbr spk wpn;;Clive-f+2,2,1+2;Sanngetall;r40;;File:t8-p2-clive-f+2,2,1+2.mp4
H.f+2,2,1;m, m, m;10, 7, 25;i15, ,i26~27;+2;+40d(-18d);;"* Balcony Break
* Combo from 1st hit
* Consumes heat
* 7 Chip damage on block";bbr;;Clive-f+2,2,H.1;Lethal Ignition;r33?;;
H.f+2,2,1*;m, m, m;10, 7, 30;i15, ,i42~43;+13;+52a;;"* Guard Break
* Consumes heat";;;Clive-f+2,2,H.1*;Lethal Ignition (Hold);r33?;;
f+3;M;15;i20~21;-14;+37a;;"* Spike
* 3 Chip Damage on block
* 5 Chip Damage on block in heat
* Tracking notes:
* Opponent can sidewalk to the left at -4
* Opponent can sidestep to the right at -8
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 9~24
* fs25~27&lt;/div&gt;";"spk &lt;div class=&quot;plainlist&quot;&gt;
* js9~24
* fs25~27&lt;/div&gt;";;Clive-f+3;Knight's Gambit;r38;;File:t8-p2-clive-f+3.mp4
f+4;;;;;;;Actionable after 15f;;;Clive-f+4;Phoenix Shift;r15;;
f+1+2;m,m;10,18;i16~17 i19;-12;+20a (+10);;"* Heat Engager

* Heat Dash +5, +45a (+35)

* Balcony Break
* Weapon
* 5 Chip Damage on block
* 7 Chip Damage on block in heat";he bbr wpn;;Clive-f+1+2;Prominence;r?;;File:t8-p2-clive-f+1+2.mp4
df+1;m;10;i14~15;-3;+4;;"* Tracking notes:
* Opponent can sidestep to the right at -2
* Opponent can sidewalk to the right at -3
* Opponent can sidestep to the left at -6
* Opponent can sidewalk to the left at -7";;;Clive-df+1;Mid Check;r21;;
df+1,2;m, h;10, 13;i14~15, i23;-16;-8;;"* Strong Aerial Tailspin
* Weapon
* Combo from 1st hit
* Enter PHX +6 +14 r21 with F or 4 on hit or block";wpn;PHX;Clive-df+1,2;;r43;;
df+1,2,1;m, h, m;10, 13, 15;i14~15, ,i26~27;-15;+32a (+11);;"* Balcony Break
* Weapon
* Combo from 1st hit
* Input 1 during the 2nd hit animation on frames 21~23 to add +3 damage";bbr wpn;;Clive-df+1,2,1;Outlaw Burst;r38;;File:t8-p2-clive-df+1,2,1.mp4
df+1,4;m, m;10, 12;i14~15, i20~21;-10;+1;;"* Knee
* Combo from 1st hit";kne;;Clive-df+1,4;;r31;;
df+1,4,3;m, m, M;10, 12, 20;i14~15, ,i27~28;-18~-16;+12a (-5);+36a (+26);"* Tornado
* Balcony Break
* Move can be delayed by 9f
,fs28~";trn bbr fs28~;WOL;Clive-df+1,4,3;Outlaw Wing;r36 WOL;;File:t8-p2-clive-df+1,4,3.mp4
H.df+1,1;m, m,m;10, 13,15;i14~15, i22~23,i20~21;-12;+3c;;"* Combo from 1st hit
* Consumes heat
* Enter PHX -1 +14 with F or 4 on hit or block
* 9 Chip damage on block";;PHX;Clive-df+1,H.1;;r36?;;
H.df+1,1,1;m, m,m, m,m;10, 13,15, 17,22;i14~15, ,i25~26,i20~21;-8;+14a(+4a);;"* Balcony Break
* Combo from 3rd CH
* 14 Chip Damage on block";bbr;;Clive-df+1,H.1,1;Crimson Rush;r41?;;
H.df+1,1,2;m, m,m, h,h;10, 13,15, 10,12;i14~15, ,i23~24,i12~13;-9;+8;;* 7 Chip Damage on block;;;Clive-df+1,H.1,2;;;;
H.df+1,1,2,1;m, m,m, h,h, m,m;10, 13,15, 10,12, 10,16;i14~15, ,i20~21,i11~12;-8;+15a(-2a);;"* Tornado
* Balcony Break
* Combo from 5th hit
* 9 Chip Damage on block";trn bbr;;Clive-df+1,H.1,2,1;Crimson Eruption;;;
df+2;m,m;5,10;i15~16 i26~27;-13;+30a (+20);;"* Weapon
* 2nd hit available only on hit or block
* Tracking notes:
* Opponent can sidestep to the left at -6
* Opponent can sidestep to the right at -2
* Opponent can sidewalk to the right at -5";wpn;;Clive-df+2;Wyrm Killer;r35;;File:t8-p2-clive-df+2.mp4
df+2,2;m,m, m;5,10, 20;i15~16 i26~27, i18~19;;+5a (-2);;"* Weapon
* Available only as combo from 2nd hit
* Available on standing hit only
,Low crush 9~";wpn js9~;;Clive-df+2,2;;;;
df+2,2,2;m,m, m, m,M;5,10, 20, 6,25;i15~16 i26~27, ,i26~27 i3~4;;+60a (+44);;"* Tornado
* Weapon
* Available only as combo from 3rd hit
* Available on standing hit only";trn wpn;PHX;Clive-df+2,2,2;Aerial Combination;PHX;;
df+3;L;20;i29~30;-26;+3c;;"* Homing
High crush 6~65";hom cs6~65;FC;Clive-df+3;;r35 FC;;
df+3,1;L, M,M;20, 18,20;i29~30, i27~29 i3~10;;+3c;;"* Available only as combo from 1st hit
* 38 damage in total for the full string with scaling
* Input 1 during the 1st hit animation on frames 25~28 to add +4 damage";;;Clive-df+3,1;Hydro Blast;r45;;File:t8-p2-clive-df+3,1.mp4
df+4;m;13;i14;-9;+5;;;;;Clive-df+4;Door Knocker;r29;;File:t8-p2-clive-df+4.mp4
d+1;L;14;i18~19;-13;+2;;"* Tracking notes:
* Opponent can sidestep right at -10
* Opponent can sidewalk left at +0
* Opponent can sidestep left at +6
High crush 6~";cs6~;FC;Clive-d+1;Scorching Sweep;r31 FC;;File:t8-p2-clive-d+1.mp4
d+2;sl;8;i11;-6;+5;;High crush 4~;cs4~;FC;Clive-d+2;Crouch Straight;r23 FC;;
d+3;L;10;i16;-17;-6;;High crush 4~;cs4~;FC;Clive-d+3;Crouch Spin Kick;r36 FC;;
d+4;l;6;i12;-15;-4;;High crush 4~;cs4~;FC;Clive-d+4;Crouch Shin Kick;r34 FC;;
d+1+2;M;23;i22~23;-6;+9a (-8);+63a (+47);"* Tornado
* Balcony Break
* Weapon
* 6 Chip Damage on block
* 9 Chip Damage on block in heat
* Tracking notes:
* Opponent can sidewalk left at -1 (or -2?)
* Opponent cannot sidestep right or sidewalk right?.";trn bbr wpn;;Clive-d+1+2;Pile Driver;r40;;File:t8-p2-clive-d+1+2.mp4
db+1;h;10;i17~18;0;+4;+12a;"* Homing
* 5 Chip Damage on block";hom;;Clive-db+1;;r35;;
db+1,1;h, m,m;10, 7,20;i17~18, i21~22 i18~19;;+31d (+10d);;"* Tornado
* Homing
* Balcony Break
* Available only as combo from 1st hit
* Input 1 during the 2nd hit animation on frames 18~21 to add +5 damage";trn hom bbr;;Clive-db+1,1;Tidal Surge;;;File:t8-p2-clive-db+1,1.mp4
db+2;m;10;i17~18;-12;-1;;"* Weapon
* Tracking notes:
* Opponent can sidestep right at -10
* Opponent can sidewalk left at -2?";wpn;;Clive-db+2;;r32;;
db+2,1;m, M;10, 23;i17~18, i25~26;-13;+27a (+12a);;"* Tornado
* Weapon
* Combo from 1st hit";trn wpn;;Clive-db+2,1;Ice Spikes;r37;;File:t8-p2-clive-db+2,1.mp4
db+2,1*;m, M;10, 27;i17~18, i40~41;-3;+27a (+12a);;"* Tornado
* Weapon
* 10 Chip damage on block
* 12 Chip damage on block in heat";trn wpn;;Clive-db+2,1*;Ice Spikes (Hold);r;;
db+4;L;20;i19~20;-18;+4c;+67a (+51a);* Effectively homing?;;;Clive-db+4;Cold Cyclone;r36;;File:t8-p2-clive-db+4.mp4
db+1+2;M,m;12,10;i17~18 i23;-11;-2c;;"* Weapon
* 3,3 Chip damage on block
* 5,4 Chip damage on block in heat";wpn;;Clive-db+1+2;;r38;;
db+1+2,1;M,m, M;12,10, 20;i17~18 i23, i22~i23;-13;+24a (+9a);;"* Balcony Break (BT)
* Weapon
* Combo from 2nd CH
* Transition to +41a (+23) GAR on airborne hit
* Cancel GAR transition with B
* 6 Chip damage on block
* 8 Chip damage on block in heat";wpn;GAR;Clive-db+1+2,1;Gouge;r40;;File:t8-p2-clive-db+1+2,1.mp4
b+1;m;18;i17~18;-13;+10g;+57a;"* Homing
* Balcony Break
* Weapon";hom bbr wpn;;Clive-b+1;Blue Bolt;r32;;File:t8-p2-clive-b+1.mp4
b+2;h;20;i20~21;-4;+9;;"* Strong Aerial Tailspin
* Balcony Break
* Weapon
* Enter PHX +6 +23 r24 with F or 4 on block or hit
* +15a (+6) on BT hit
* Effectively homing?";bbr wpn;PHX;Clive-b+2;Executioner;r34;;File:t8-p2-clive-b+2.mp4
b+3;;;;;;;"* Strong parry effect: parries all highs or mids, except throws, unblockables and charge moves
Parry state 5~Parry state 13";ps5~ps13;;Clive-b+3;Precision Dodge;r40;;
b+3,P;;;;;;;"Earliest cancel to parry attacks r23
,is1~16";is1~16;parry;Clive-b+3,P;;r50;;
b+3,P,2;m;35;i20~21;+3;+16a (+6a);;"* Reversal Break
* Balcony Break
* Weapon
,is1~9 fs10~20";bbr wpn is1~9 fs10~20;;Clive-b+3,P,2;Precision Counter;r39;;
b+3,P,1+2;m,t;35;i20~21;-13;+5d;;"* Reversal Break
* Weapon
* Increases ZAN gauge by 0.72 on hit
* Increases ZAN gauge by 0.10 on block
* Transition to attack throw on hit
* Side switch on hit
,is1~20";wpn is1~20;;Clive-b+3,P,1+2;Dash of Steel;r39;;
b+4;M;20;i18~19;-9;+16g;+25a (+19a);"* Balcony Break
* Steel pedal, opponent recovers in FUFT
* Opponent recovers crouching on standing hit
* Tracking notes:
* Opponent can sidestep right at -6
* Opponent can sidewalk left at -5";bbr;;Clive-b+4;Mercenary Kick;r33;;File:t8-p2-clive-b+4.mp4
b+1+2;m;25;i24~25;-14;+14a (+4a);;"* Balcony Break
* Reversal Break (after attack absorb)
* 34 in total damage after absorbing an attack in power crush state
* Damage taken during power crush state is recoverable
* -7 on block if an attack is absorbed
* 12 Chip Damage on block after absorbing an attack in power crush state
* 15 Chip Damage on block while in heat after absorbing an attack in power crush state
Power crush 7~23";bbr pc7~23;;Clive-b+1+2;"<div class=""dotlist"">

* Windup
* Windup Counter
</div>";r?;;File:t8-p2-clive-b+1+2.mp4
1+2+3+4;;;;;;;"* Can't block for 5 seconds
* CH state on you for 5 seconds
* 50% damage increase on the next attack for 5 seconds";;;Clive-1+2+3+4;"<div class=""dotlist"">

* Ki Charge
* Supercharger
</div>";r55;;File:t8-p2-clive-1+2+3+4.mp4
b,B+1+4;m!;40;i80~81;;+56a;;* Hitstop on frame 80 for 20f?;;;Clive-b,B+1+4;Pulverize;r57;;File:t8-p2-clive-b,b+1+4.mp4
f,F+2;M;21;i19~20;-7;+6c;+38a;"* Spike
* Weapon
* Increases ZAN gauge by 0.40 on hit
* Increases ZAN gauge by 0.14 on block
* Only deals recoverable damage
* Tracking notes:
* Assuming i22 startup (f,n,f,f+2)";spk wpn;;Clive-f,F+2;Soul Cleave;r36;;File:t8-p2-clive-f,f+2.mp4
f,F+1+2;m;22;i20;-3;+9c;;"* Spike
* Weapon
* 2 Chip Damage on block";spk wpn;;Clive-f,F+1+2;Staff of Judgment;r30;;File:Clive-ff1%2B2.mp4
qcf+1;h;5;i20-31;-12~-10;+8~+10;;"* 1 Chip Damage on block
* Cancel to PHX with 4
* Transitions to unbreakable throw from i23-31 5,10 +3";;PHX;Clive-qcf+1;Deadly Embrace;r38;;File:Clive-qcf+1.mp4
uf;;;;;;;Low crush 9~43;js9~43;GAR;Clive-uf;Updraft;r17 GAR;;
f,f,F+2;m;20;i24~26;+2;+31d (+10);;"* Balcony Break
* Weapon
* Enter PHX +14 +43d (+22) r26 with F or 4 on hit or block
* 4 Chip Damage on block
* 7 Chip Damage on block in heat";bbr wpn;PHX;Clive-f,f,F+2;Lunge;r38;;File:t8-p2-clive-f,f,f+2.mp4
ws1;m;11;i13~14;-4;+3;+8;"* Elbow
* Enter PHX -1 +6 +11 r23 with F or 4 on hit or block";elb;PHX;Clive-ws1;;r26;;
ws1,2;m, m;11, 19;i13~14, i26~27;-12;+9;+21a;"* Balcony Break
* Weapon
* Combo from 1st hit with 3f delay
* Combo from 1st CH with 8f delay
* Input can be delayed 8f
* Increases ZAN gauge by 0.40 on hit
* Increases ZAN gauge by 0.14 on block";bbr wpn;;Clive-ws1,2;Wild Steel;r33;;File:t8-p2-clive-ws1,2.mp4
ws2;m;15;i15~16;-14~-13;+53a;;* Weapon;wpn;;Clive-ws2;Echo Breaker;r35;;File:t8-p2-clive-ws2.mp4
ws3;m,m;20,15(20);i20~21 i28~41;-8;+21a (+11a);;"* Homing
* Balcony Break
* Power up in Heat: 20 damage and +20a(+10a) on hit
* Jail from 1st attack";hom bbr;;Clive-ws3;Fame Wolf;r54;;File:t8-p2-clive-ws3.mp4
ws4;m;14;i11~12;-5;+6;;* Enter PHX -5 +6 r23 with F or 4 on hit or block;;PHX;Clive-ws4;Sabaton Smash;r23;;File:t8-p2-clive-ws4.mp4
SS.2;M;12;i17~18;-9;-2;;"* Weapon
* Side step takes 9f, effective startup i26";wpn;;Clive-SS.2;;r36;;
SS.2,1;M, m;12, 23;i17~18, i22~23;-15;+35d (-23d);;"* Heat Engager

* Heat Dash +5, +45a (+35a)

* Balcony Break
* Weapon
* Input 1 during the 1st hit animation on frames 16~18 to add +3 damage
* Combo from 1st hit with 11f delay
* Input can be delayed 11f
* Move can be delayed 10f";he bbr wpn;;Clive-SS.2,1;Slash Burst;r38;;File:t8-p2-clive-ss.2,1.mp4
SS.1+2;m;21;i25~26;+2;+49a;;"* Spike
* Weapon
* 6 Chip Damage on block
* 8 Chip Damage on block in heat
* Transition to FC with D
* Side step takes 9f, effective startup i34~35";spk wpn;FC;Clive-SS.1+2;Stone Smite;r36;;File:t8-p2-clive-ss.1+2.mp4
FC.1;sl;5;i10;-5;+6;;"* Transition to Standing with f
High crush 4~";cs4~;FC;Clive-FC.1;Crouch Jab;r24 FC;;
FC.df+2;L;18;i19~20;-12;+3c;;"* Weapon
High crush 1~20";wpn cs1~20;;Clive-FC.df+2;Swift Edge;r32;;File:t8-p2-clive-fc.df+2.mp4
CH.f,F+1+2;m;50;i20;;0;;"* Spike
* Weapon";spk wpn;;Clive-CH.f,F+1+2;Judgment Bolt;;;
GAR.1;m;18;i15~17;-5~-3;+17a;;"* Balcony Break
* Spike
* 21 damage with delayed input
* Jump takes 17f, effective minimum startup i32~34
* 3 (4) Chip damage on block
* 6 (7) Chip damage on block in heat
* -11 on block, +3c on hit, 15 damage, 18 delayed input damage, 3 chip damage with ub+1
Low crush 1~23 fs24~26";bbr spk js1~23 fs24~26;;Clive-GAR.1;Griffin Hunter;r26?;;File:t8-p2-clive-gar.1.mp4
GAR.2;m;20;i18~19;-15;-13;;"* Weapon
* 24 damage with delayed input
* -16 on block, -14 on hit, 12 damage, 15 delayed input damage with ub+2
* Jump takes 17f, effective minimum startup i35~36
* js1~48 with u+2
Low crush 1~49";wpn js1~49;;Clive-GAR.2;;r54?;;
GAR.2,2;m, m,M;20, 6,25;i18~19, i26~27 i3~4;-17;+13d (-4d);;"* Tornado
* Weapon
* Combo from 1st hit
Low crush 1~26 fs27~29";trn wpn js1~26 fs27~29;;Clive-GAR.2,2;Burning Rain;r36?;;File:t8-p2-clive-gar.2,2.mp4
GAR.3;h;12;i12;-3;+21a (-4a);;"* Balcony Break
* 15 damage with delayed input
* +6 on hit with ub+3
* Jump takes 17f, effective minimum startup i29
Low crush 1~29 fs30~32";bbr js1~29 fs30~32;;Clive-GAR.3;Lift Kick;r37?;;File:t8-p2-clive-gar.3.mp4
GAR.4;h;10;i10;-4;+2;;"* Balcony Break
* 13 damage with delayed input
* 8 damage, 11 delayed input damage with ub+4
* Jump takes 17f, effective minimum startup i27
* js1~27 fs28~30 with ub+4 and u+4
Low crush 1~31 fs32~34";bbr js1~31 fs32~34;;Clive-GAR.4;Sky Kick;r41?;;File:t8-p2-clive-gar.4.mp4
PHX.1;M,m,t;16,15,10;i21;-14;+0d;;"* Transition to attack throw on front standing hit
* -9 on block if after absorbing an attack in power crush state
* 6 Chip Damage on block after absorbing an attack in power crush state
* 7 Chip Damage on block while in heat after absorbing an attack in power crush state
* On 1st hit regain 5 additional recoverable health
* +4d on side or BT hit
Power crush 7~20";pc7~20;;Clive-PHX.1;Heatwave;r36;;File:t8-p2-clive-phx.1.mp4
PHX.2;m;12;i15;-7;+4;+35d (+27);"* Balcony Break
* Weapon
* 7 Chip Damage on block
* 5 Chip Damage on block in heat";bbr wpn;;Clive-PHX.2;Shift Strike;r30;;File:t8-p2-clive-phx.2.mp4
PHX.2,1;m, M;12, 23;i15, i25~26;-12;+24a (+9);;"* Tornado
* Weapon
* On hit regain 5 additional recoverable health
* Combo from 1st hit with 4f delay
* Input can be delayed 16f
* Move can be delayed 10f";trn wpn;;Clive-PHX.2,1;Rising Flame;r39;;File:t8-p2-clive-phx.2,1.mp4
PHX.2,2;m, m,t;12, 8,18;i15, i20;-13;+5d / +5a (-4);;"* Balcony Break
* Weapon
* Combo from 1st hit
* Transition to attack throw on hit
* Cancel throw transition with B
* Increases ZAN gauge by 0.72 on hit
* Increases ZAN gauge by 0.40 on hit without throw
* Increases ZAN gauge by 0.10 on block without throw
* Side switch on hit";bbr wpn;;Clive-PHX.2,2;Steel Slash;r40;;File:t8-p2-clive-phx.2,2.mp4
H.PHX.2,1+2;m, m;12, 32;i15, i23~24;+4;+25a(-1a);;"*
Balcony Break
* Combo from 1st hit
* 9 Chip Damage on block";bbr;;Clive-PHX.2,H.1+2;Twin Flames;;;
PHX.3;L;8;i21;-26;-3c;;* Stagger on block;;;Clive-PHX.3;;r42;;
PHX.3,2;L, m,m;8, 18,20(36);i21, i30 i29~34;;+39a (+29);;"* Balcony Break
* Power up in Heat
* Available only as combo from 1st hit
* 30 (38 in heat) damage in total for the full string with scaling";bbr;;Clive-PHX.3,2;Vanagandr;;;File:t8-p2-clive-phx.3,2.mp4
