Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
3,3,4;m, h, l;15, 10, 23;i16, ,i25~26;-12;+7c;+17a;"* Combo from 2nd CH with 5F delay
* Cancel to r16 BT with B (-13/-2)
* Move can be delayed by 10F
* Input can be delayed by 11F";;BT,BT;Peacock Sweep;r30 BT;;File:t8-p2-feng-3,3,4.mp4;Feng-3,3,4;feng
3,1+2;m, m;15, 30;i16, i28~29;-12;+22a (+17);;"Balcony Break
* Combo from 1st hit with 2F delay
** Combo from 1st hit with up to 2F of charge (i30~31 startup)
* Move can be delayed by 10F";bbr;;Peacock Strike;r32;;File:t8-p2-feng-3,1+2.mp4;Feng-3,1+2;feng
3,1+2*;m, m;15, 35;i16, i44~45;+7;+23a (+13);;"* Balcony Break
* 14 chip damage on block";bbr;;Peacock Strike (Hold);r32;;;Feng-3,1+2*;feng
3~4;m;27;i34~36;-7c;+19a;;"* Transition to BT with B (-2c/+24a)
* Low crush 20~34
* Floating state 35~37";js20~34 fs35~37;BT;;r29;;File:t8-p2-feng-3~4,3.mp4;Feng-3~4;feng
3~4,3;m, l;27, 16 (11);i34~36, i18~20;-26;+24a;;"* Aerial combo from 1st hit (+19d (+12)) with 9F delay
* Move cannot be delayed
* Input can be delayed by 9F
* High crush 6~52";cs6~52;FC;Leaping Whirlwind Combo;r32 FC;;File:t8-p2-feng-3~4,3.mp4;Feng-3~4,3;feng
4;h;17;i11;-9;+2;+27g;;;;;r28;;;Feng-4;feng
4~3;M;25;i28~i34;-3;+1c;+16a~+22a;"7 chip damage on block
* Low crush 15~32
* Floating state 33~35";js15~32 fs33~35;;Headspring;r28;;File:t8-p2-feng-4~3.mp4;Feng-4~3;feng
1+2;m;20;i21~22;-13;+8;;"* Wall Crush  +20g on hit


* Elbow
* Punch sabaki
* +14 on successful parry
* Parry state 5~9";wc elb ps5~9;;Iron Shield;31;;File:t8-p2-feng-1+2.mp4;Feng-1+2;feng
f+2;m;10;i15;-8;+3;+10g;;;;;r27;;File:t8-p2-feng-f+2,1,2.mp4;Feng-f+2;feng
f+2,1;m, m;10, 10;i15, i19;-8;+3;;"* Combo from 1st CH with 1F delay
* Move can be delayed by 10F
* Input can be delayed by 11F";;;;r27;;File:t8-p2-feng-f+2,1,2.mp4;Feng-f+2,1;feng
f+2,1,2;m, m, m;10, 10, 28;i15, ,i13~14;-19;+19a (+14);;"* Balcony Break
* Shoulder
* Combo from 2nd hit with 12F delay
* Move can be delayed by 10F
* Input can be delayed by 16F";bbr shd;;Boar's Tusk;r38;;File:t8-p2-feng-f+2,1,2.mp4;Feng-f+2,1,2;feng
f+3;m;10;i21;-3;+7;;;;;;r23;;File:t8-p2-feng-f+3,2.mp4;Feng-f+3;feng
f+3,2;m, h;10, 17;i21, i21~22;-3;+8;+43a (+35);* Combo from 1st hit with 7F delay;;;Piercing Dragon;r21;;File:t8-p2-feng-f+3,2.mp4;Feng-f+3,2;feng
f+3,4;m, m;10, 15;i21, i23~24;-16;+33a (+23);;"* Tornado
* Combo from 1st hit
* Low crush 21~43
* Floating state 44~46";trn js21~43 fs44~46;;Climbing Dragon;r34;;File:t8-p2-feng-f+3,4.mp4;Feng-f+3,4;feng
f+4;h;19;i18~19;-9;+52a;;"* Good left sidestep tracking
* Transition to r22 BT with B (-5/+56a)";;BT;;r27;;File:t8-p2-feng-f+4,2.mp4;Feng-f+4;feng
f+4,2;h, m;19, 24 (16);i18~19, i24~25;-14;+31a (+16);;"* Tornado
* Aerial combo from 1st hit (+70a (+54)) with 5F delay
* Move cannot be delayed
* Input can be delayed by 5F";trn;;Tornado Open Palm;r33;;File:t8-p2-feng-f+4,2.mp4;Feng-f+4,2;feng
f+4,3;h, M;19, 30 (21);i18~19, i22~24;-10;+25d;;"* Spike
* Aerial combo from 1st hit (+26a (-9)) with 5F delay
* Move cannot be delayed
* Input can be delayed by 5F";spk;;Tornado Stomp;r27;;File:t8-p2-feng-f+4,3.mp4;Feng-f+4,3;feng
f+4,4;h, l;19, 16 (11);i18~19, i33~33;-31;+27a;;"* Aerial combo from 1st hit (+19a (+12)) with 5F delay
* Move cannot be delayed
* Input can be delayed by 5F
* High crush 10~42";cs10~42;;Tornado Sweep;r30;;File:t8-p2-feng-f+4,4.mp4;Feng-f+4,4;feng
f+1+2;h;25;i19~20;-9;+13a (+4);;"* Balcony Break
* Good left sidestep tracking
* +0 frame advantage and 10 chip damage on block after absorbing an attack in power crush state
* Power crush 7~18";bbr pc7~18;;Tiger's Claw;r36;;File:t8-p2-feng-f+1+2.mp4;Feng-f+1+2;feng
f+3+4;;;;;;;"* Parries high and mid fist and feet moves (not elbows/knees/heads etc)
* Transition to STC absorbing one hit 
* Transitions to STC.P after absorbing two hits
* Transition to r20 KNP with B (r25 autoblock)
* Parry state 3~18";ps3~18;STC,KNP,STC;Shifting Clouds;r20 STC;;;Feng-f+3+4;feng
df+1;m;11;i14;+0;+6;+36g;;;;Stunning Palm;r19;;File:t8-p2-feng-df+1.mp4;Feng-df+1;feng
df+2;m;15;i20~21;-8;+4;;;;;;r27;;File:t8-p2-feng-df+2,2.mp4;Feng-df+2;feng
df+2,2;m, m;15, 21;i20~21, i13~14;-6;+14a (+4);;"* Balcony Break
* Combo from 1st hit";bbr;;God Palm;r29;;File:t8-p2-feng-df+2,2.mp4;Feng-df+2,2;feng
df+3;M;17;i18~19;-9;+76a (+60);;"* Tornado
* Can be accessed from a manual CD input with input qcf,df+3";trn;;Lift Kick;r27;;File:t8-p2-feng-df+3.mp4;Feng-df+3;feng
df+4;m;13;i15;-6;+5;;;;;;r25;;File:t8-p2-feng-df+4,2,1+2.mp4;Feng-df+4;feng
df+4,2;m, m;13, 13;i15, i20~21;-11;+1;+8;* Combo from 1st hit with 8F delay;;;;r30;;File:t8-p2-feng-df+4,2,1+2.mp4;Feng-df+4,2;feng
df+4,2,1+2;m, m, M;13, 13, 21;i15, ,i34~35;-19;+31a (+16);;"* Tornado
* Shoulder
* Combo from 2nd CH with 4F delay
* Move can be delayed by 9F
* Input can be delayed by 10F";trn shd;;Pau Lau Stinger;r39;;File:t8-p2-feng-df+4,2,1+2.mp4;Feng-df+4,2,1+2;feng
df+4,3;m, h;13, 23;i15, i23~24;-4;+15g;+27a;"* Balcony Break
* Combo from 1st hit with 7F delay";bbr;;Twin Dragon;r27;;File:t8-p2-feng-df+4,3.mp4;Feng-df+4,3;feng
df+3+4;m;23;i23~27;-7;+21a;;* Homing;hom;;Ruinous Halberd;r28;;File:t8-p2-feng-df+3+4.mp4;Feng-df+3+4;feng
d+1;sl;5;i10;-5;+6;;"* Transition to r24 with f
* +6c on crouching hit
* High crush 4~34";cs4~34;FC;Crouch Jab;r24 FC;;;Feng-d+1;feng
d+2;L;16;i20~21;-12;-1;;"-1c on crouching hit
* High crush 6~51";cs6~51;FC;Heavy Hammer;r30 FC;;File:t8-p2-feng-d+2.mp4;Feng-d+2;feng
d+3;L;10;i16;-17;-6;;"* -6c on crouching hit
* High crush 4~52";cs4~52;FC;Crouch Spin Kick;r36 FC;;;Feng-d+3;feng
d+4;L;7;i14~15;-11;+0;;+0c on crouching hit;;;;r29;;File:t8-p2-feng-d+4,1+2.mp4;Feng-d+4;feng
d+4,1+2;L, m;7, 22;i14~15, i26;-10;+11a (+2);;"* Balcony Break
* Combo from 1st CH with 4F delay
* Move can be delayed by 5F
* Input can be delayed by 6F";bbr;;Parting Heavens;r34;;File:t8-p2-feng-d+4,1+2.mp4;Feng-d+4,1+2;feng
d+1+2;M;15;i20~21;-9;+8c;;;;;;r27;;File:t8-p2-feng-d+1+2,1.mp4;Feng-d+1+2;feng
d+1+2,1;M, m;15, 20;i20~21, i22~23;-12;+18a (+11);;"* Tornado
* Combo from 1st hit with 12F delay
* Move can be delayed by 10F
* Input can be delayed by 12F";trn;;Mad Windmill;;;File:t8-p2-feng-d+1+2,1.mp4;Feng-d+1+2,1;feng
d+3+4;l;6;i12;-15;-4;;"* -4c on crouching hit
* High crush 4~46";cs4~46;FC;Crouch Shin Kick;r34 FC;;;Feng-d+3+4;feng
db+1;m;15;i16;-12;+4;;"* Transition to r28 KNP with B (-9/+7)
** Cannot block i15 when going to KNP on block
* Transition to r35 STC with F (-16/+0)";;KNP,STC;;r31;;File:t8-p2-feng-db+1,2,4,3+4.mp4;Feng-db+1;feng
db+1,2;m, m;15, 18;i16, i23~24;-11;+3;;"* Combo from 1st hit with 8F delay
* Move can be delayed by 10F";;;Spear of Lu Bu;r31;;File:t8-p2-feng-db+1,2,4,3+4.mp4;Feng-db+1,2;feng
db+1,2,4;m, m, M;15, 18, 30;i16, ,i31;-7;-3a;;"* Floor Break
* Combo from 2nd CH with 2F delay
* Move cannot be delayed
* Input can be delayed by 2F
* Low crush 15~31
* Floating state 32~34";fbr js15~31 fs32~34;FC;;r40 FC;;File:t8-p2-feng-db+1,2,4,3+4.mp4;Feng-db+1,2,4;feng
db+1,2,4,3+4;m, m, M, m;15, 18, 30, 20;i16, ,i39~42;-3~0;+31a (+21);;"* Balcony Break
* Same attack as Spring Up (FUFT.b+3+4)
* Move can be delayed by 12F
* Low crush 38~45
* Floating state 46~48";bbr js38~45 fs46~48;;Rampaging Lion;r19;;File:t8-p2-feng-db+1,2,4,3+4.mp4;Feng-db+1,2,4,3+4;feng
db+1,4;m, h;15, 23;i16, i24~25;-2;+24a (+15);;"* Balcony Break
* Combo from 1st hit with 7F delay
* Move can be delayed by 8F
* Input can be delayed by 10F";bbr;;Spinning Neck Strike;r25;;File:t8-p2-feng-db+1,4.mp4;Feng-db+1,4;feng
db+2;l;10;i20~21;-15;-4;;"-4c on crouching hit
* High crush 6~30";cs6~30;;;r33;;File:t8-p2-feng-db+2,2,2.mp4;Feng-db+2;feng
db+2,2;l, l;10, 10;i20~21, i28~30;-17;+25a;;"* Combo from 1st CH
* Cancel to r13 standing with B (-15/-4)
* High crush 1~30";cs1~30;;;r34;;File:t8-p2-feng-db+2,2,2.mp4;Feng-db+2,2;feng
db+2,2,2;l, l, M;10, 10, 25;i20~21, ,i28~29;-14;+7a;;"* Spike
* Aerial combo from 2nd hit (+22a (-13))";spk;;Hellwinds;r32;;File:t8-p2-feng-db+2,2,2.mp4;Feng-db+2,2,2;feng
db+3;l;14;i17;-15;+4c;+0d;"* Transition to attack throw when CH from front
* Transition to BT on CH
* Can be accessed from a manual CD input with input qcf,db+3
* High crush 6~51";cs6~51;BT,FC;Piercing Arrow;r34 FC;;File:t8-p2-feng-db+3.mp4;Feng-db+3;feng
db+4;l;23;i31 (30~32);-26;+76a (+60);;"* Tornado on normal hit only
* Homing
* Transition to FC on hit
* Instant tornado launcher
* High crush 6~58";hom cs6~58;FC,FC;Mighty Sweep Kick;r26 FC;;File:t8-p2-feng-db+4.mp4;Feng-db+4;feng
db+1+2;m;13;i21~22;-4;+4;;Floor Break;fbr;;;r27;;File:t8-p2-feng-db+1+2,2.mp4;Feng-db+1+2;feng
db+1+2,2;m, l;13, 10;i21~22, i29~30;-12;+14g;;"* Combo from 1st CH with 4F delay
* Move can be delayed by 10F
* Input can be delayed by 12F
* -1c on crouching hit
* High crush 8~60";cs8~60;FC;Dragon Slayer;r30 FC;;File:t8-p2-feng-db+1+2,2.mp4;Feng-db+1+2,2;feng
b+1;h;17;i10~11;-12;+1;+36a (+28);* Balcony Break on CH;;;Iron Palm;r30;;File:t8-p2-feng-b+1.mp4;Feng-b+1;feng
b+1+3;;25;;;-3d;;"* Timed with opponent punch
* Sideswitch on parry
* Parry state 5~12";ps5~12;;Attack Reversal;;;;Feng-b+1+3;feng
b+2;m;13;i17;-11;+0c;;Floor Break;fbr;;;r30;;File:t8-p2-feng-b+2,3,4,2.mp4;Feng-b+2;feng
b+2,3;m, l;13, 6;i17, i22~24;-11;+0;+8c;"* Combo from 1st hit with 3F delay
* Move can be delayed by 15F
* Input can be delayed by 18F
* +0c on crouching hit";;;;r28;;File:t8-p2-feng-b+2,3,4,2.mp4;Feng-b+2,3;feng
b+2,3,4;m, l, m;13, 6, 13;i17, ,i24~25;-12;+19a (+12);;* Combo from 2nd CH;;;;r30;;File:t8-p2-feng-b+2,3,4,2.mp4;Feng-b+2,3,4;feng
b+2,3,4,2;m, l, m, M;13, 6, 13, 22;i17, ,i24~25;-6c;+4c;;"* Spike
* Aerial combo from 3rd hit (-6a~-9a) with 13F delay
* Move can be delayed by 10F
* Input can be delayed by 13F";spk;;Hungry Tiger;r35;;File:t8-p2-feng-b+2,3,4,2.mp4;Feng-b+2,3,4,2;feng
b+3;m;21;i22~23;+4;+6;+10a;"* Knee
* 4 chip damage on block
* Transition to r25 CD on hit or block with df (+6/+8/+12d)
** Transition to r1 FC with DF~db (+5/+7/+11d)";kne;CD,FC;Chin Breaker;r29;;File:t8-p2-feng-b+3.mp4;Feng-b+3;feng
b+3~4;;;;;;;"* Transition to BT
* Transition to STC r20 with 3+4";;BT,STC,BT;Zhuan Shen Huan Wu;r20 BT;;File:t8-p2-feng-b+3~4.mp4;Feng-b+3~4;feng
b+4;m;10;i12~13;-10;+2;;;;;Fish Hook;r29;;File:t8-p2-feng-b+4.mp4;Feng-b+4;feng
b+4,2;m, h;10, 19;i12~13, i22;-6;+3;+20cg;"* Balcony Break on CH
* Combo from 1st hit with 7F delay
* Move can be delayed by 6F
* Input can be delayed by 7F
* Transition to CD with df on hit or block (-1/+8/+25cg)
** Transition to r1 FC with DF~db (-2/+7/+24cg)";;CD,FC;Lapping Waves;r30;;;Feng-b+4,2;feng
H.b+4,3+4;m, M;10, 20;i12~13, i31~32;+7cg;+12d;;"* Balcony Break
* Spike
* Combo from 1st hit with 7F delay
* 4 chip damage on block
* Consumes 300F of remaining Heat time
* +38d on aerial hit
* Move can be delayed by 6F
* Input can be delayed by 7F";bbr spk;BT;Gulfing Sea Splitter;r39? BT;;;Feng-b+4,H.3+4;feng
b+1+2;m;31;i13~14;-19;+18a (+13);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Shoulder";he bbr shd;;Iron Fortress;r38;;File:t8-p2-feng-b+1+2.mp4;Feng-b+1+2;feng
b+3+4;;;;;;;"* i20 high/mid block
* Transition to r39 STC with f (ps25~39)";;STC,KNP;Deceptive Step;r15 KNP;;;Feng-KNP;feng
ub+1;m;20;i25~26;-15;+10a (+1);+30a (+22);"* Balcony Break
* ~i5~8? backsway";bbr;;Falcon's Beak;r34;;File:t8-p2-feng-b,f+1.mp4;Feng-ub+1;feng
ub+2;m,h;8,20;i16,15;-10;+10;;Does not jail;;;Throat Gouge;r33;;File:t8-p2-feng-ub+2.mp4;Feng-ub+2;feng
ub+3;;;;-11~-10;+15a~+16a;;"* Strong Aerial Tailspin
* Backwards momentum";;;;r37;;;Feng-ub+3;feng
ub+4;;15;;;+19a (+9);+33a (+23);"* Balcony Break
* No forward momentum";bbr;;;;;;Feng-ub+4;feng
ub+1+2;m!;70;i79~82;;+50a (+19);;;;;Death Palm;r33;;File:t8-p2-feng-ub+1+2.mp4;Feng-ub+1+2;feng
u+2;M;25;i38~40;+2c;+10;;"7 chip damage on block
* Low crush 9~35
* Floating state 36~38";js9~35 fs36~38;;Leaping Hammer Fist;r30;;File:t8-p2-feng-u+2.mp4;Feng-u+2;feng
uf+1;m;12;i18~19;-5;+4;;"* +12c on crouching opponent
* No forward momentum with input u+1
* Low crush 6~31
* Floating state 32~34";js6~31 fs32~34;;Eagle Claw;r25;;File:t8-p2-feng-uf+1.mp4;Feng-uf+1;feng
uf+2;m;18;i18;-10;+3;+52a (+21);;;;Evading Palm Strike;r34;;File:t8-p2-feng-uf+2.mp4;Feng-uf+2;feng
uf+3;m;16;i22~23;-7;+22a;;"* Strong Aerial Tailspin
* No forward momentum with input u+3
* Low crush 9~32
* Floating state 33~35";js9~32 fs33~35;;Side Swipe;r30;;File:t8-p2-feng-uf+3.mp4;Feng-uf+3;feng
uf+4;m;13;i15~17;-13;+33a (+23);;"* Recovers 2F faster on hit (t46 r29)
* Low crush 9~28
* Floating state 29~31";js9~28 fs29~31;;Soaring Eagle;r31;;File:t8-p2-feng-uf+4.mp4;Feng-uf+4;feng
uf+3+4;M,h,h;10,10,7 (10);i24,i4~6,i3~4;-14;+25a (+18);;"* High crush 6~23
* Floating state 33~34
* Low crush 35~37
* Floating state 38~39
* Low crush 40~49
* Floating state 50~52";cs6~23 fs33~34 js35~37 fs38~39 js40~49 fs50~52;;;r28;;File:t8-p2-feng-uf+3+4,3.mp4;Feng-uf+3+4;feng
uf+3+4,3;M,h,h, h;10,10,7 (10), 23 (11);i24,i4~6,i3~4, i17~18;-6;+14c;;"* Balcony Break
* Tornado
* Aerial combo from 1st hit
* Previous hit crouching state is canceled when 3 is input 
** Previous hit is cs6~23 when extension is delayed by at least 21F
* Input can be delayed by 37F
* Move cannot be delayed
* Forces tech backroll on normal hit
* Floating state 1~2
* Low crush 3~16
* Floating state 17~19";bbr trn fs1~2 js3~16 fs17~19;;Assassin's Bow;r33?;;File:t8-p2-feng-uf+3+4,3.mp4;Feng-uf+3+4,3;feng
1+2+3+4;;;;;;;;;;Ki Charge;;;File:t8-p2-feng-1+2+3+4.mp4;Feng-1+2+3+4;feng
f,F+2;m;25;i18~19;-9;+16a (+7);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break";he bbr;;Exploding Dagger;r28;;File:t8-p2-feng-f,f+2.mp4;Feng-f,F+2;feng
f,F+3;M;33;i32~33;+8c;+8c;;"* 9 chip damage on block
* Transition to r28 STC with f (+8c/+8c)";;STC;Tremor Stomp;r28;;;Feng-f,F+3;feng
f,F+4;m;15;i19~20;-15;+30a (+20);;;;;;r33;;File:t8-p2-feng-f,f+4,3.mp4;Feng-f,F+4;feng
f,F+4,3;m, m;15, 21;i19~20, i20~21;-14;+32a (+22);;"* Combo from 1st hit with 11F delay
* Move can be powered up by delaying input by at least 8F (25 damage and +34a (+24))
* Recovers 1F faster on hit (t72 r31)
* Low crush 20";js20;;Spreading Wings;r32;;File:t8-p2-feng-f,f+4,3.mp4;Feng-f,F+4,3;feng
f,F+1+2;m;25;i23~24;-9;+16a;;"* Balcony Break
* Hold 1+2 to power up and deal chip damage on block";bbr;;Nian Zhang Mie Ba;r33;;File:t8-p2-feng-f,f+1+2.mp4;Feng-f,F+1+2;feng
f,F+1+2*;m;30;i39~40;+6;+22a (+12);;"* Balcony Break
* 12 chip damage on block
* Becomes Essence of Nian Zhang Mie Ba in Heat";bbr;;Nian Zhang Mie Ba (charged);r33;;;Feng-f,F+1+2*;feng
qcf;;;;;;;"* Minimum 3f needed to enter (one for each directional)
* Transition to r6? hFC with alternate input d,DF
** Cannot access stance moves
** Can access FC.df+4 with input d,DF+4 (i27? effective startup)
* Cancel to sidestep with U
* Can access df+3 and db+3 from a manual qcf input";;for,hFC,sidestep,CD;Lingering Shadow;r1 CD;;File:t8-p2-feng-qcf.mp4;Feng-CD;feng
uf,n,4;m;20;i23~25;-13;+32a (+22);;* Low crush 9;js9;;Delayed Rising Toe Kick;;;File:t8-p2-feng-uf,n,4.mp4;Feng-uf,n,4;feng
f,f,F+3;m;30;i20~25;+6~+11g;+13d (+3);;"* Balcony Break
* 9 chip damage on block
* Low crush 5~33
* Floating state 34~36";bbr js5~33 fs34~36;;Severing Sword;r38;;File:t8-p2-feng-f,f,f+3.mp4;Feng-f,f,F+3;feng
ws1;m;13;i13;-3;+3;;;;;;r22;;File:t8-p2-feng-ws1,2,1.mp4;Feng-ws1;feng
ws1,2;m, m;13, 16;i13, i9;-12;-1;;"* Jail from 1st block with 6F delay
* Combo from 1st hit with 6F delay
* Move can be delayed by 4F
* Input can be delayed by 6F";;;;r31;;File:t8-p2-feng-ws1,2,1.mp4;Feng-ws1,2;feng
ws1,2,1;m, m, m;13, 16, 20;i13, ,i17~18;-14;+12a (+3);+32a (+24);"* Balcony Break
* Jail from 1st block with 2F delay
* Combo from 2nd CH with 12F delay
* Move can be delayed by 15F
* Input can be delayed by 16F";bbr;;Dancing Dragon;r32;;File:t8-p2-feng-ws1,2,1.mp4;Feng-ws1,2,1;feng
ws1,3;m, h;13, 20;i13, i22~23;-6;+4c;;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Combo from 1st hit with 3F delay
* Move can be delayed by 10F
* Input can be delayed by 12F
* Unparryable by traditional kick parries (bug?)";he;;Dancing Scorpion Sting;r33;;File:t8-p2-feng-ws1,3.mp4;Feng-ws1,3;feng
ws2;m;17;i15~16;-7;+29g;+78a (+62);* Tornado (CH Only);;;Adamantine Uppercut;r25;;File:t8-p2-feng-ws2.mp4;Feng-ws2;feng
ws3;m;15;i15~16;-12;+33a (+23);;;;;Bow Kick;r30;;File:t8-p2-feng-ws3.mp4;Feng-ws3;feng
ws4;m;18;i11~12;-7;+7;+29g;;;;Rising Heel Kick;r25;;File:t8-p2-feng-ws4.mp4;Feng-ws4;feng
ws1+2;m;20;i23~24;-9;+3;;"* Punch parry
* +14 on successful parry
* Parry state 5~8";ps5~8;;Push Hands;r28;;File:t8-p2-feng-ws1+2.mp4;Feng-ws1+2;feng
SS.2;h;18;i15;+3;+9;+31g;"* Homing
* Transition to BT";hom;BT,BT;Hidden Intentions;r24 BT;;File:t8-p2-feng-ss.2.mp4;Feng-SS.2;feng
SS.4;l;19;i20~22;-31c;-3~-1;+71a (+55);"* Has a clean hit effect (+71a (+55) on hit)
* -3~-1 on hit with no clean hit
* High crush 10~31";cs10~31;;Swift Sweep Kick;r31;;File:t8-p2-feng-ss.4.mp4;Feng-SS.4;feng
SS.1+2;m;24;i22~23;+1~+2;+21a (+12);;"* Balcony Break
* 7 chip damage on block";bbr;;Enlightened Circle;r23;;File:t8-p2-feng-ss.1+2.mp4;Feng-SS.1+2;feng
FC.df+1;l;19;i21~22;-13c;-2;+13g;"-2c on crouching opponent
* High crush 1~53";cs1~53;FC;Silent Arrow;r31 FC;;File:t8-p2-feng-fc.df+1.mp4;Feng-FC.df+1;feng
FC.df+2;m;21;i18;-14;+55a;;* High crush 18~40;cs18~40;FC;Monkey Strike;r34 FC;;File:t8-p2-feng-fc.df+2.mp4;Feng-FC.df+2;feng
FC.df+4;l;13;i19~20;-8c;+3;;"* Can be input with D,df+4 (i27? effective startup)
* Transition to BT
* +3c on crouching opponent";;BT,BT;;r26 BT;;File:t8-p2-feng-fc.df+4,1.mp4;Feng-FC.df+4;feng
FC.df+4,1;l, h;13, 10;i19~20, i20~21;-2;+6;;"* Combo from 1st hit
* -20 from 1st block";;;Xuan Jiao Xiao Yan Shou;r20;;File:t8-p2-feng-fc.df+4,1.mp4;Feng-FC.df+4,1;feng
(Back to wall).b,b,UB;m;21;i39~41;+4c~+6c;+22a;;"* Floating state 5~13
* Low crush 14~33
* Floating state 34~36";fs5~13 js14~33 fs34~36;;Wall Jump Punch;r26;;;Feng-(back to wall)b,b,ub;feng
BT.1;h;12;i12;-3;+14;;;;;Backfist;r22;;File:t8-p2-feng-bt.1.mp4;Feng-BT.1;feng
BT.2;m;20;i19~21;-9;+13a;;"* Heat Engager

* Heat Dash +5, +67a (+50)

* Balcony Break
*";he bbr;;Slashing Tiger;r35;;File:t8-p2-feng-bt.2.mp4;Feng-BT.2;feng
BT.3;M;33;i32~33;+8c;+8c;;"* 9 chip damage on block
* Transition to STC with f (+8c/+8c)";;STC;Tremor Stomp;r28;;;Feng-BT.3;feng
