Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
1,2,4;h, h, m;5, 8, 10;i10, ,i11;-10;+4;;"* Knee
* Jail from 1st attack";kne;;Devil Jin-1,2,4;One Two Knee;r26;;File:t8-p2-devil jin-1,2,4.mp4
2;h;9;i10;+0;+9;;;;;Devil Jin-2;;r19;;
2,2;h, h;9, 20;i10, i17;-13;-2;;* Jail from 1st attack with 2f delay;;;Devil Jin-2,2;Demon Backhand Spin;r32;;File:t8-p2-devil jin-2,2.mp4
3;m;16;i17~19;-12;-6;;;;;Devil Jin-3;;r34;;
3,1;m, h;16, 11;i17~19, i29~30;+2;+8;;Combo from 1st hit;;;Devil Jin-3,1;;r21;;
3,1,2;m, h, M;16, 11, 20;i17~19, ,i25~28;-11;+72a (+56);;"* Tornado
* Input can be delayed 12f
* Move can be delayed 4f
* Interrupt with i9 from 2nd block";trn;;Devil Jin-3,1,2;Hell Cyclone;r29;;File:t8-p2-devil jin-3,1,2.mp4
3,1,4;m, h, m;16, 11, 20;i17~19, ,i23~24;-9;+15a (+6);+59a;"* Balcony Break
* Input can be delayed 12f
* Move can be delayed 4f
* Interrupt with i7 from 2nd block";bbr;;Devil Jin-3,1,4;Hell Spiral;r29;;File:t8-p2-devil jin-3,1,4.mp4
3,1,f,F;m, h;16, 11;i17~19, ,;-2;+4;;;;;Devil Jin-3,1,f,F;Demon March;r24;;File:t8-p2-devil jin-3,1,f,f.mp4
4;h;24;i17~18;-5;+10g;;"* Homing
* Balcony Break
* 7 chip Damage on block
* 10 chip Damage on block in heat";hom bbr;;Devil Jin-4;Last Rites;r32;;File:t8-p2-devil jin-4.mp4
4~3;M;21;i29-32;-7c;+14a;;"Spike
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 14~23
* fs24~26&lt;/div&gt;";"spk &lt;div class=&quot;plainlist&quot;&gt;
* js14~23
* fs24~26&lt;/div&gt;";;Devil Jin-4~3;Wheel of Pain;r33;;File:t8-p2-devil jin-4~3.mp4
H.4~3,1+2;M, SM;21, 15;i29-32, i24~35;+2;+30a (-20);;"* Tornado
* Weapon
* 4 Chip Damage on block
* Consumes 220F of remaining heat time";trn wpn;;Devil Jin-4~3,1+2;Wheel of Pain > Annihilation Beam;r33;;
1+2;m,m;12,25;i17 i25~26;-12;+7;;"* Homing
* Balcony Break
* Interrupt with i1 from 1st block";hom bbr;;Devil Jin-1+2;Tsujikaze;r35;;File:t8-p2-devil jin-1+2.mp4
1+4;SL,h;5,5;i16~17,i14;-3;+4;;Jails;;;Devil Jin-1+4;;r21;;
1+4,2;SL,h, m;5,5, 20;i16~17,i14, i24~25;-12;+72a (+56);;"* Tornado
* Combo from 2nd CH
* 6 chip damage on block";trn;;Devil Jin-1+4,2;Three Ring Alaya;r31;;File:t8-p2-devil jin-1+4,2.mp4
3+4;;;;;;;"&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 20~58
* fs59~61&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js20~58
* fs59~61&lt;/div&gt;";FLY;Devil Jin-3+4;Fly (FLY);r40 FLY;;
f+2;m;14;i17~18;-8;+3;;Spike;spk;;Devil Jin-f+2;893P;r29;;
f+2,4;m, m;14, 17;i17~18, i15;-11;+0;+29a (+23);"* Knee
* Combo from 1st hit with 14f delay
* Move can be delayed 13f
*";kne;;Devil Jin-f+2,4;893P > Knee Kick;r30;;File:t8-p2-devil jin-f+2,4.mp4
f+3;;;;;;;"* Stance moves can be delayed by 10f
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 18~32
* fs33~35&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js18~32
* fs33~35&lt;/div&gt;";MCR;Devil Jin-f+3;Mourning Crow (MCR);r20 MCR;;
f+4;m;10;i15~16;-12;-1;;;;;Devil Jin-f+4;;r30;;
f+4,3;m, m;10, 15;i15~16, i26~27;-22;+18a (+8);;"* Tornado
* Combo on 1st CH with 4?f delay
* Input can be delayed 16?f
* Enter FLY +36a (+26) with ub_u_uf on hit
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 27~51
* ,fs52~54&lt;/div&gt;";"trn &lt;div class=&quot;plainlist&quot;&gt;
* js27~51
* fs52~54&lt;/div&gt;";FLY;Devil Jin-f+4,3;Twisted Samsara;r51;;File:t8-p2-devil jin-f+4,3.mp4
df+1;m;11;i13;-6;+5;+9;;;;Devil Jin-df+1;;r25;;
df+1,2;m, h;11, 20;i13, i17;-9;+44d (-14);;"* Balcony Break
* Combo on 1st CH with 10f delay
* Move can be delayed 4f";bbr;;Devil Jin-df+1,2;Dark Twin Lancer;r30;;File:t8-p2-devil jin-df+1,2.mp4
df+2;m;17;i15;-9;+6;+9;"* Enter MCR +14 with F on hit
* Enter MCR +17 with F on CH
* Transition to MCR on standing hit only";;MCR,MCR,MCR;Devil Jin-df+2;Bloody Glaive;r26;;File:t8-p2-devil jin-df+2.mp4
df+3;m;12;i16~17;-9;+2;;;;;Devil Jin-df+3;;r27;;
df+3,2;m, m;12, 10;i16~17, i19;-13;-7;;Combo from 1st hit;;;Devil Jin-df+3,2;;r37;;
df+3,2,4;m, m, m;12, 10, 20;i16~17, ,i26-27;-22;+18a (+8);;"* Tornado
* Combo from 2nd CH with 4f delay
* Input can be delayed 16f
* Jails for 3?F from 2nd hit
* Enter MCR +36a (+26) with ub_u_uf on hit
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 27~50
* ,fs51~53&lt;/div&gt;";"trn &lt;div class=&quot;plainlist&quot;&gt;
* js27~50
* fs51~53&lt;/div&gt;";MCR;Devil Jin-df+3,2,4;Rengoku;r51;;File:t8-p2-devil jin-df+3,2,4.mp4
df+4;m;10;i13~14;-9;+2;;;;;Devil Jin-df+4;;r27;;
df+4,4;m, m;10, 16;i13~14, i13~14;-15;-4c;;"* Spike
* Combo from 1st hit with 11?f delay
* Move can be delayed 10?f";spk;;Devil Jin-df+4,4;Tsunami Kick;r33;;File:t8-p2-devil jin-df+4,4.mp4
d+1;m;25;i18~19;-14;+20a (+10);;"* Balcony Break
* Damage taken during power crush state is recoverable.
* -9 on block if an attack is absorbed
* 10 Chip Damage on block after absorbing an attack in power crush state
* 11 Chip Damage on block while in heat after absorbing an attack in power crush state
Power crush 7~17";bbr pc7~17;;Devil Jin-d+1;Corpse Thrust;r35;;File:t8-p2-devil jin-d+1.mp4
d+2;sl;8;i11;-4;+7;;High crush 4~;cs4~;FC;Devil Jin-d+2;Crouch Straight;r23 FC;;
d+3;L;12;i18~19;-12;-1;+7c;"* Tracking notes:
* Pseudo homing
* Can only be sidewalked left at +1 and +8";;;Devil Jin-d+3;Broken Plate;r30;;File:t8-p2-devil jin-d+3.mp4
d+4;l;6;i12;-15;-4;;High crush 4~;cs4~;FC;Devil Jin-d+4;Crouch Shin Kick;r34 FC;;
d+3+4;m,m;5,20;i15-16 i15-16;-15;+30a (+20);;Low crush 16~30;js16~30;;Devil Jin-d+3+4;Double Lift Kicks;r33;;File:t8-p2-devil jin-d+3+4.mp4
db+1;sl;5;i10;-5;+6;;"* Transition to Standing with f
High crush 4~";cs4~;FC;Devil Jin-db+1;Crouch Jab;r24 FC;;
db+2;L;15;i21~22;-13;+3c;+26a;"* 4 Chip Damage on block
* 6 Chip Damage on block in heat
High crush 6~";cs6~;FC;Devil Jin-db+2;Malicious Mace;r31 FC;;File:t8-p2-devil jin-db+2.mp4
db+3;L;10;i16;-17;-6;;High crush 4~;cs4~;FC;Devil Jin-db+3;Crouch Spin Kick;r36 FC;;
db+1+2;m;15;i23~38;-9;+4;;"* Cancel to r27 MCR with F (js27~)
* Balcony Break on air hit";;MCR;Devil Jin-db+1+2;Demon's Spear;r31;;File:t8-p2-devil jin-db+1+2.mp4
db+1+2*;m;25;i39~60;+17g +24w;+7;+37d (+29);"* Wall Crush +24g on block


* Balcony Break on CH or air hit
* Cancel to r27 MCR with F (js27~)
* 10 Chip Damage on block
* 11 Chip Damage on block while in heat";wc;MCR;Devil Jin-db+1+2*;Demon's Spear (Slight Hold);r26;;
db+1+2**;m;42;i61~63;[[Devil Jin combos#Mini-combos|+10]];+37d;;"* Balcony Break
* Guard Break
* Cancel to r27 MCR with F (js27~)
* 16 Chip Damage on block
* 19 Chip Damage on block while in heat";bbr;MCR;Devil Jin-db+1+2**;Demon's Lance (Max Hold);r31;;File:t8-p2-devil jin-db+1+2ss.mp4
b+1;h;10;i12;-6;+5;;Tracks SSR/SWR completely;;;Devil Jin-b+1;;r25;;
b+1,2;h, m;10, 20;i12, i23;-14;+23a (+13);;"* Balcony Break
* Combo from 1st hit with 7f delay
* Input can be delayed by 15f
* Move can be delayed by 10f
* Cancel to r15 -18 -7 with B";bbr;;Devil Jin-b+1,2;Brimstone Strike;r33;;File:t8-p2-devil jin-b+1,2.mp4
b+1+3;m;30;i15;-8;+16a (+6);;"* Balcony Break
* 50% damage reduction when absorbing attacks
* Damage taken during power crush is recoverable
* 12 Chip Damage on block after absorbing an attack
* 13 Chip Damage on block while in heat after absorbing an attack
* r34 on hit
Power crush 4~14";bbr pc4~14;;Devil Jin-b+1+3;Imperial Wrath;r49;;
b+2;h;11;i14~16;-13;-2;;;;;Devil Jin-b+2;;r30;;
b+2,1;h, m;11, 21;i14~16, i30-31;-16;+29a (+19);;"* Tornado
* Interrupt with i13 from 1st block
* Can evade some jabs
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 30~51
* ,fs52~54&lt;/div&gt;";"trn &lt;div class=&quot;plainlist&quot;&gt;
* js30~51
* fs52~54&lt;/div&gt;";;Devil Jin-b+2,1;Rakshasa's Rampage;r34;;File:t8-p2-devil jin-b+2,1.mp4
b+2,3;h, m;11, 23;i14~16, i25~127;-14;+8a (-1);;"* Heat Engager

* Heat Dash +5, +62a (+42)

* Balcony Break
* 16 Chip Damage on Heat Dash
* Combo from 1st hit with 5f delay
* Move can be delayed 3f
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 25~47
* ,fs48~50&lt;/div&gt;";"he bbr &lt;div class=&quot;plainlist&quot;&gt;
* js25~47
* fs48~50&lt;/div&gt;";;Devil Jin-b+2,3;Rakshasa's Fury;r35;;File:t8-p2-devil jin-b+2,3.mp4
b+3;M;24;i29~32;-15~-18;+10~+13;;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* 17 Chip Damage on Heat Dash
* Backsway
* Max distance from opponent when performed at tip range: ~3.82-3.83 (frames 16-19?)
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 8~33
* fs34~36&lt;/div&gt;";"he bbr &lt;div class=&quot;plainlist&quot;&gt;
* js8~33
* fs34~36&lt;/div&gt;";;Devil Jin-b+3;Wicked Jambu Spear;r37;;File:t8-p2-devil jin-b+3.mp4
b+4;M;20;i17~18;-8;+6;+30a (+24);Opponent recovers FDFA on grounded hit;;;Devil Jin-b+4;Demon Steel Pedal;r28;;File:t8-p2-devil jin-b+4.mp4
b+1+2;m;21;i20~21;-1c;+7c;+24d;"* Spike
* Opponent recovers FDFA on CH
* 6 Chip Damage on block
* 8 Chip Damage on block while in heat";spk;;Devil Jin-b+1+2;Aratama Strike;r29;;File:t8-p2-devil jin-b+1+2.mp4
b+1+4;m!;60;i63~64;;+20a (+10);;fs64~85;fs64~85;;Devil Jin-b+1+4;Lightning Screw Uppercut;r42;;File:t8-p2-devil jin-b+1+4.mp4
ub+1+2;h!;40;i32~63;+4d (-54);+4d (-54);;"* Balcony Break
* Tracking score notes:
* Tracking score based on i40 impact
* Tracking score only for immediate sidestep/sidewalk. Move can be sidewalked on reaction at any frame advantage
* Tracks only SSR when opponent is +5~+7";bbr;;Devil Jin-ub+1+2;Hellfire Blast;r47;;File:t8-p2-devil jin-ub+1+2.mp4
u+4;m;22;i20~21;-25;+15a (+5);;"* Tornado
* Enter FLY +35a (+25) with ub_u_uf on hit
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 9~44
* fs45~47&lt;/div&gt;";"trn &lt;div class=&quot;plainlist&quot;&gt;
* js9~44
* fs45~47&lt;/div&gt;";FLY;Devil Jin-u+4;Samsara;r54;;File:t8-p2-devil jin-u+4.mp4
u+1+2;h;27;i18-35;;;;Hits airborne opponents only;;;Devil Jin-u+1+2;Hellfire Cannon;r8;;File:t8-p2-devil jin-u+1+2.mp4
uf+1;h;10;i21~23;+11~+13;+16~+18;;"* Strong Aerial Tailspin
* Weapon
* Balcony Break on airborne hit
* Transition to r20 MCR on hit or block only
* r47 opponent hitstun 
* Only deals recoverable damage.
* 2 Chip Damage on block
* 3 Chip Damage on block while in heat";wpn;MCR;Devil Jin-uf+1;Infernal Shackle;r42;;File:t8-p2-devil jin-uf+1.mp4
uf+2;h;25;i20~23;-4;+25a;;"* Homing
* Balcony break on airborne hit";hom;;Devil Jin-uf+2;Decapitating Sword;r25;;File:t8-p2-devil jin-uf+2.mp4
uf+3;m;21;i28~29;+3c;+7c;+19a;"* Spike
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 9~29
* fs30~32&lt;/div&gt;";"spk &lt;div class=&quot;plainlist&quot;&gt;
* js9~29
* fs30~32&lt;/div&gt;";;Devil Jin-uf+3;Reaper's Scythe;r29;;File:t8-p2-devil jin-uf+3.mp4
uf+4;m;21;i18;-8;+11;;"* Heat Engager

* Heat Dash +5, +62a (+42)

* Balcony Break
* 16 Chip Damage on Heat Dash
Low crush 8~18";he bbr js8~18;;Devil Jin-uf+4;Wraith Kick;r32;;File:t8-p2-devil jin-uf+4.mp4
uf+3+4;m,m;8,20;i16~17 i13~14;-16;+33a (-25);;"* Balcony Break
* Tracking notes:
* Can be sidestepped right at -10
* Can be sidewalked left from +1 to +2 only
* Pseudo homing to SSL/SWL side?
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 10~47
* fs48~50&lt;/div&gt;";"bbr &lt;div class=&quot;plainlist&quot;&gt;
* js10~47
* fs48~50&lt;/div&gt;";;Devil Jin-uf+3+4;Hisou;r40;;
H.uf+3+4,1+2;m,m, t;8,20, 20;i16~17 i13~14, i25~50;-15;+0d;;"* 6 Chip Damage on block
* Available only as combo from 1st hit
* Unavailable on whiff
* Transition to attack throw on hit
* Consumes 250F of remaining heat time
Low crush";js;;Devil Jin-uf+3+4,1+2;Hisou > Annihilation Beam;;;
1+2+3+4;;;;;;;"* CH state for 5 seconds
* Can't block for 5 seconds
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 6~47 
* fs48~50&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js6~47 
* fs48~50&lt;/div&gt;";;Devil Jin-1+2+3+4;Ki Charge;r55;;File:t8-p2-devil jin-1+2+3+4.mp4
b,f+2;m;12;i15~17;-9;-1;;"* Input bufferable
* Homing at +3 and above
* Can be sidestepped to the right at -2 to +2";;;Devil Jin-b,f+2;;r29;;
b,f+2,1;m, m;12, 12;i15~17, i14~15;-10;+1;;"* Elbow
* Combo from 1st hit with 15f delay
* Jail from 1st attack with no delay
* Move can be delayed 7f";elb;;Devil Jin-b,f+2,1;;r28;;
b,f+2,1,2;m, m, m;12, 12, 24;i15~17, ,i22~23;-8;+15a (+6);+45a (+0);"* Balcony Break
* Combo on 2nd CH with 8f delay
* Input can be delayed 20f
* Move can be delayed 15f
* 7 Chip Damage on block
* 10 Chip Damage on block";bbr;;Devil Jin-b,f+2,1,2;Laser Cannon;r29;;File:t8-p2-devil jin-b,f+2,1,2.mp4
b,f+2,1,4;m, m, M;12, 12, 21;i15~17, ,i26~29;-8c;+14a;;"Spike
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 12~20
* ,fs21~23&lt;/div&gt;";"spk &lt;div class=&quot;plainlist&quot;&gt;
* js12~20
* fs21~23&lt;/div&gt;";;Devil Jin-b,f+2,1,4;Laser Crush;r34;;File:t8-p2-devil jin-b,f+2,1,4.mp4
b,f+2,1,df+2;m, m, m;12, 12, 20;i15~17, ,i18~19;-13;+25a (+8);;"* Tornado
* Balcony Break on grounded hit only
* Combo on 2nd CH with 11f delay
* Input can be delayed 20f
* Input can be delayed 14f
* Opponent recovers FDFA on hit";trn;;Devil Jin-b,f+2,1,df+2;Laser Scraper;r31;;File:t8-p2-devil jin-b,f+2,1,df+2.mp4
b,f+2,3;m, h;12, 24;i15~17, i19~20;-9;+9;;Combo from 1st hit with 8f delay;;;Devil Jin-b,f+2,3;Laser Slice;r33;;File:t8-p2-devil jin-b,f+2,3.mp4
b,f+1+2;m;6,6,6,6,6,6;i25 i6 i6 i6 i6 i6;-17;+31a (-2);;"* Weapon
* 17 damage on hit with scaling
* 6 Chip Damage on block
* 12 Chip Damage on block while in heat
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 24~80
* fs81~83&lt;/div&gt;";"wpn &lt;div class=&quot;plainlist&quot;&gt;
* js24~80
* fs81~83&lt;/div&gt;";;Devil Jin-b,f+1+2;;r44;;
b,f+1+2,2;m, M;6,6,6,6,6,6, 30;i25 i6 i6 i6 i6 i6, i28~31;-31;-14a (-23);;"* Balcony break on standing hit only
* Combo from 1st hit
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 28~69
* ,fs70~72&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js28~69
* fs70~72&lt;/div&gt;";;Devil Jin-b,f+1+2,2;Gates of Hades;r56;;File:t8-p2-devil jin-b,f+1+2,2.mp4
f,F+2;m;24;i15~16;-8;+15a (+6);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* i18 startup when unbuffered, and i16 startup when buffered
* 7 Chip Damage on block
* 10 Chip Damage on block while in heat
* 20 Chip Damage on Heat Dash";he bbr;;Devil Jin-f,F+2;Demon's Paw;r29;;File:t8-p2-devil jin-f,f+2.mp4
f,F+4;m;22;i20~21;-6;+16g;+55a;"* Balcony Break
* i23 startup when unbuffered, and i21 startup when buffered
* Opponent recovers crouching on hit
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 10~30
* fs31~33&lt;/div&gt;";"bbr &lt;div class=&quot;plainlist&quot;&gt;
* js10~30
* fs31~33&lt;/div&gt;";;Devil Jin-f,F+4;Demon's Shaft;r33;;File:t8-p2-devil jin-f,f+4.mp4
f,n,d,DF+3;L;24;i33~34;-23;-2a;;"Opponent recovers FDFA on hit
Low crush 5~28";js5~28;;Devil Jin-f,n,d,DF+3;Demon's Tail;r41;;File:t8-p2-devil jin-f,n,d,df+3.mp4
f,n,d,DF+4;L;7;i16;-23c;-5c;;;;;Devil Jin-f,n,d,DF+4;;r43;;
f,n,d,DF+4,4;L, m;7, 28;i16, i25~26;-16;+4c;+14a;"* Spike
* Combo from 1st hit";spk;;Devil Jin-f,n,d,DF+4,4;Spinning Demon Scythe;r34;;File:t8-p2-devil jin-f,n,d,df+4,4.mp4
f,n,d,DF+4,1+2;L, SM;7, 9;i16, i29~40;;+58a (+42);;"* Tornado
* Available only on hit
* Opponent recovers FUFA on hit";trn;;Devil Jin-f,n,d,DF+4,1+2;Spinning Demon Hellfire Beam;;;File:t8-p2-devil jin-f,n,d,df+4,1+2.mp4
f,n,d,df;;;;;;;"* Cannot be buffered
* Stance moves can be buffered out of heat dash
* Recovers in WS for 6 frames starting at frame 20
* Cancel to sidestep with u
* Cancel to block with b";;sidestep;Devil Jin-f,n,d,df;Wind God Step;r3?;;File:t8-p2-devil jin-f,n,d,df.mp4
f,n,d,df,UF;;;;;;;"* Can access wr3 by inputting 3 on frames 1~2
* Unable to act from frames 3~26
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~20
* fs21~23&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js1~20
* fs21~23&lt;/div&gt;";;Devil Jin-f,n,d,df,UF;Demon Hop;r26;;
f,n,d,df:2;h;23;i11~12 (i14~);+5;+39a (+29);;"* 4 Chip Damage on block
* 8 Chip Damage on block while in heat
* Can also be performed with f,n,df#2 (i13~)";;;Devil Jin-f,n,d,df${justFrame}2;Electric Wind God Fist;r24;;File:t8-p2-devil jin-f,n,d,df_2.mp4
f,n,d,df+1;m;30;i22~24;-16;+29a (+19);;"&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 22~43
* fs44~46&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js22~43
* fs44~46&lt;/div&gt;";;Devil Jin-f,n,d,df+1;Thunder God Fist;r33;;File:t8-p2-devil jin-f,n,d,df+1.mp4
f,n,d,df+1,UF;m, t;30, 10;i22~24, ;;-4d;;"* Floor Break
* Transition to attack throw on hit
* Available only on hit
* Opponent recovers FDFA on hit";fbr;;Devil Jin-f,n,d,df+1,UF;Heaven's Door;;;File:t8-p2-devil jin-f,n,d,df+1,uf.mp4
f,n,d,df+2;h;20;i11~12 (i15~);-10;+39a (+29);;"* Turns into EWGF (f,n,d,df#2) while in heat
* Consumes 70F of remaining heat time while in heat
* 8 Chip Damage on block while in heat";;;Devil Jin-f,n,d,df+2;Wind God Fist;r28;;File:t8-p2-devil jin-f,n,d,df+2.mp4
f,n,d,df+3;M;25;i26~28;-8c;+16a;;"* Spike
* 7 Chip Damage on block
* 10 Chip Damage on block while in heat
Low crush 5~28";spk js5~28;;Devil Jin-f,n,d,df+3;Demon's Hoof;r32;;File:t8-p2-devil jin-f,n,d,df+3.mp4
f,n,d,df+1+2;m;25;i26~27;-9;+12a (+3);+34a;"* Homing
* Balcony Break
* 7 Chip Damage on block
* 10 Chip Damage on block while in heat
* Opponent recovers FUFA on CH";hom bbr;;Devil Jin-f,n,d,df+1+2;Spiral of Madness;r32;;File:t8-p2-devil jin-f,n,d,df+1+2.mp4
f,f,F+3;m;30;i22~25;+6;+13a (+3);;"* Balcony Break
* 9 Chip Damage on block
* 12 Chip Damage on block while in heat
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 3~25 
* fs26~28&lt;/div&gt;";"bbr &lt;div class=&quot;plainlist&quot;&gt;
* js3~25 
* fs26~28&lt;/div&gt;";;Devil Jin-f,f,F+3;Leaping Side Kick;r34;;File:t8-p2-devil jin-f,f,f+3.mp4
ws1;m;12;i13~14;-6;+5;+9;;;;Devil Jin-ws1;Solo Piston;r24;;
ws1,1;m, h;12, 10;i13~14, i30~32;+11;+16;;"* Strong Aerial Tailspin
* Balcony Break On air hit
* Weapon
* Combo from 1st CH with 1f delay
* Transition to MCR on hit or block only
* 2 Chip Damage on block
* 3 Chip Damage on block while in heat";wpn;MCR;Devil Jin-ws1,1;Infernal Shackle;r41;;
ws1,2;m, m;12, 15;i13~14, i22;-11;+6;+10;"* Enter MCR +14 with F on hit
* Enter MCR +17 with F on CH
* Combos from 1st hit with 7f delay
* Input can be delayed 10f
* Move can be delayed 9f";;MCR,MCR;Devil Jin-ws1,2;Bloody Glaive;r26;;
ws2;m;20;i15~16;-12;+72a (+56);;"* Tornado
* 6 Chip Damage on block
* 8 Chip Damage on block while in heat";trn;;Devil Jin-ws2;Alaya;r31;;File:t8-p2-devil jin-ws2.mp4
ws3;m;16;i14;-11;+9;+14;"* Knee
* Enter MCR +14 with F on hit
* Enter MCR +23 with F on CH";kne;MCR,MCR;Devil Jin-ws3;Organ Wrecker;r26;;File:t8-p2-devil jin-ws3.mp4
ws4;m;10;i11~12;-3;+8;;;;;Devil Jin-ws4;;r21;;
ws4,4;m, M;10, 20;i11~12, i27~28;-16;+4c;;"* Spike
* Combo from 1st hit";spk;;Devil Jin-ws4,4;Wretched Heel;r34;;File:t8-p2-devil jin-ws4,4.mp4
SS.2;m;25;i17~18;-22;+72a;;Transition to Hell's Gate on hit with U;;;Devil Jin-SS.2;Devil Twister;r42;;File:t8-p2-devil jin-ss.2.mp4
SS.2,U;m!,M!;37,27;i37~38 i22~60;;-5a;;"* Only available as combo from 1st hit
* 48 damage with scaling";;;Devil Jin-SS.2,U;Hell's Gate;;;File:t8-p2-devil jin-ss.2,u.mp4
(back to wall).b,b,ub;m;21;i36~38;+0c;+8;;Low crush 14~45;js14~45;;Devil Jin-(back to wall).b,b,ub;[[Wall_jump_attack|Wall Jump Attack]];r30;;
FLY.1;h;20;i18~19;-3;+67a (+47);;"* Strong Aerial Tailspin
* Balcony Break
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~12
* fs13~15&lt;/div&gt;";"bbr &lt;div class=&quot;plainlist&quot;&gt;
* js1~12
* fs13~15&lt;/div&gt;";;Devil Jin-FLY.1;Near Death;r27;;File:t8-p2-devil jin-fly.1.mp4
