Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
3,1;m, m;12, 10;i13~14, i18~19;-10;+1;;"* Jail from 1st attack
* Enter MIR -7 +4 r25 with F";;MIR;Miary Zo-3,1;;r28;;
3,1,2;m, m, m;12, 10, 22;i13~14, ,i16~18;-14;+28a (+13);;"* Combo from 2nd CH with 11f delay
* Jail from 1st block
* Input can be delayed 11f
* Move can be delayed 9f";;;Miary Zo-3,1,2;Mandihy ny Fosa;r35;;
3,2;m, m;12, 20;i13~14, i26~28;-6;+24a (+14);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Weapon
* Combo from 1st hit with 5f delay
* Move can be delayed 5f
* Chip damage on block
* Low crush 15~32
* Floating state 33~35";he bbr wpn chp js15~32 fs33~35;;Miary Zo-3,2;Basy Lelafo;r30;;
4;h;12;i12;-12;-2;;;;;Miary Zo-4;;r38;;
4,4;h, h;12, 20;i12, i29~30;-13;+6;;"* Jail from 1st attack
* Transition to BAO -13 +6 r26 automatically on hit only
* Cancel BAO transition -13 +0 r32 with B
* Low crush 30~50
* Floating state 51~53";js30~50 fs51~53;BAO;Miary Zo-4,4;Maki Roa;r32;;
1+2;m,h;8,16;i15 i11~12;-9;+4;;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break (airborne)
* Wall Crush +16g on hit


* Jail from 1st attack
* Good sidestep right tracking
* Hit vs BT +18a (+9)";he wc;;Miary Zo-1+2;Manafika;r31;;
3+4;;;;;;;"* Actionable after 20f
* Cancel to r15 with DB
* Low crush 5~58
* 59~61";js5~58 59~61;BAO;Miary Zo-3+4;Baobab Mihira;r20 BAO;;
f+2;m;23;i20;-13;+5;;"* Balcony Break (airborne)
* Punch Sabaki, +30d (+22) and Balcony Break on successful parry
* Parry state 5~10";ps5~10;;Miary Zo-f+2;Sabatra Afo;r35;;
f+3;;;;;;;"* Actionable after 15f
* Cancel to FC with DB on frame 16~
* Stance moves available on frames 15~31
* High crush 6~67";cs6~67;FC,MIR;Miary Zo-f+3;Morengy Miroso;r15 MIR;;
f+4;m;12;i18;-6;+2;;"* Low crush 9~14
* Floating state 15~17";js9~14 fs15~17;;Miary Zo-f+4;;r30;;
f+4,2;m, m;12, 20;i18, i31;-9;+16a (+7);;"* Balcony Break
* Weapon
* Combo from 1st hit with 1f delay
* Input can be delayed 1f
* Move cannot be delayed
* Chip damage on block
* Interrupt with i7 from 1st block
* f+4,d+2 to push opponenet to foreground
* f+4,u+2 to push opponenet to background
* Power up in Heat";bbr wpn chp;;Miary Zo-f+4,2;Fombafomban'ny Menarana;r33;;
f+4,4;m, h;12, 15;i18, i26;-5;+9;;"* Combo from 1st hit with 1f delay
* Input can be delayed 1f
* Move cannot be delayed
* Low crush 22~23
* Floating state 24~26";js22~23 fs24~26;;Miary Zo-f+4,4;;r26;;
f+4,4,4;m, h, h;12, 15, 30;i18, ,i30~31;-9;+14d;;"* Balcony Break
* Input can be delayed 1f
* Move cannot be delayed
* Hit vs BT +11d
* Low crush 9~35
* Floating state 36~38";bbr js9~35 fs36~38;;Miary Zo-f+4,4,4;Fomba'ny Vazimba;r32;;
f+1+2;m,m;3,3;,i14~15 i8~9;-10;-4;;;;;Miary Zo-f+1+2;Claw Rain;r28;;
f+1+2,1+2;m,m, m,m,m;3,3, 3,2,2;,i14~15 i8~9, i14~15 i7~8 i7~8;-13;+3;;* Jail from 1st attack;;;Miary Zo-f+1+2,1+2;Lightning Claws;r31;;
f+1+2,1+2,3+4;m,m, m,m,m, m,m;3,3, 3,2,2, 5,12;,i14~15 i8~9, ,i16~17 i6~7;-22;+6a (-11);;"* Balcony Break
* Jail from 1st attack
* Low crush 21~31
* Floating state 32~34";bbr js21~31 fs32~34;;Miary Zo-f+1+2,1+2,3+4;Oram-Baratra;r42;;
f+3+4;m;10;i18;-9;+3;;"* Low crush 9~18
* Floating state 19~21";js9~18 fs19~21;;Miary Zo-f+3+4;;r32;;
f+3+4,2;m, m;10, 20;i18, i29~30;-20;+64a (+48);;"* Tornado
* Combo from 1st hit with 2f delay
* Input can be delayed 2f
* Move cannot be delayed
* Chip damage on block
* Instant Tornado on hit
* Can hit grounded when off-axis, steel pedal effect
* Low crush 33~57
* Floating state 58~60";trn chp js33~57 fs58~60;;Miary Zo-f+3+4,2;Fanasin'ny Mpamsavy;r39;;
