Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
f+1+2;h,h;14,24;i14 i9~10;-6;+21a (+11);;"* Balcony Break
* Jail from 1st attack
* 7 chip damage on block";bbr;;Double Chamber Punch;r33;;File:t8-p2-jin-f+1+2.mp4;Jin-f+1+2;jin
f+3+4;;;;;;;"* Enter Breaking Step r20 with DF
* Steps forward
* Actionable after 10f
* High crush 10~39";cs10~39;Breaking Step,ZEN;Zenshin;r10 ZEN;;File:t8-p2-jin-f+3+4.mp4;Jin-f+3+4;jin
df+1;m;10;i13~14;-3;+4;+6;;;;Mid Left Punch;r20;;File:t8-p2-jin-df+1,4.mp4;Jin-df+1;jin
df+1,4;m, h;10, 18;i13~14, i18~21;-9;+10g;+17a (+8);"* Balcony Break
* Combo from 1st hit with 6f delay
* Input can be delayed 10f
* Move can be delayed 9f";bbr;;Mid Left Punch > High Roundhouse Kick;r30;;File:t8-p2-jin-df+1,4.mp4;Jin-df+1,4;jin
df+1,4~4;m, m;10, 24;i13~14, i20;-12;+10a (+1);;* Balcony Break;bbr;;Mid Left Punch > Mid Sidekick;r35;;File:t8-p2-jin-df+1,4t4.mp4;Jin-df+1,4~4;jin
df+2;m;12;i16~17;-9;+6;;"* Balcony Break
* Enter Breaking Step -2 +13g r23 with df
* Chip damage on block";bbr chp;Breaking Step;Fiendish Rend;r30;;File:t8-p2-jin-df+2.mp4;Jin-df+2;jin
df+2,4;m, m;12, 19;i16~17, i26~27;-12;+9;;"* Balcony Break
* Strong Aerial Tailspin
* Combo from 1st hit with 1F delay
* Move cannot be delayed
* Input can be delayed by 1F
* 3 chip damage on block
* Low crush 17~39
* Floating state 40~42";bbr js17~39 fs40~42;;Fiendish Talon Rend;r33;;;Jin-df+2,4;jin
H.df+2,1+2;m, m;12, 25;i16~17, i24~25;+2;+30a (+4);;"* Balcony Break
* Combo from 1st hit
* Consumes 240F of remaining Heat time
* 5 chip damage on block";bbr;;Awakened Fiendish Claw;r35;;File:t8-p2-jin-df+2,h.1+2.mp4;Jin-df+2,H.1+2;jin
df+3;m;16;i12;-8;+3;;;;;Left Roundhouse;r27;;File:t8-p2-jin-df+3.mp4;Jin-df+3;jin
df+3~3;m;20;i23~i24;+6c;+13c;;"* Spike
* Enter Breaking Step +2c +9c r27 with df";spk;Breaking Step;Brazilian Kick;r23;;File:t8-p2-jin-df+3t3.mp4;Jin-df+3~3;jin
df+4;m;22;i20~i21;+0;+8c;;"* Spike
* Heat Engager

* Heat Dash +67a (+50), +5";spk he;;Right Spinning Axe Kick;r21;;File:t8-p2-jin-df+4.mp4;Jin-df+4;jin
d+1;m,t;21,10;i21;-13;+0d;;"* Balcony break on airborne hit
* Transition to attack throw on standing hit
* -9 on block after absorbing an attack and 8 chip damage on block
* Power crush 7~20";pc7~20;;Corpse Thrust > Black Wing Flash;r35;;File:t8-p2-jin-d+1.mp4;Jin-d+1;jin
d+2;L;22;i22~23;-14;+4c;+25d;"* Balcony break on airborne hit
* High crush 8~55";cs8~55;FC;Scourge;r32 FC;;File:t8-p2-jin-d+2.mp4;Jin-d+2;jin
d+3;l;7;i15~16;-14;-3;;;;;;r32;;File:t8-p2-jin-d+3,4,3.mp4;Jin-d+3;jin
d+3,4;l, h;7, 10;i15~16, i20~21;-11;-3;;Combo from 1st CH;;;;r29;;File:t8-p2-jin-d+3,4,3.mp4;Jin-d+3,4;jin
d+3,4,3;l, h, m;7, 10, 21;i15~16, ,i24~25;-12;+31d (+23);;"* Tornado
* Balcony Break
* Combo from 2nd CH with 2f delay
* Input can be delayed 10f";trn bbr;;Kazama Style Three-Quarter Kick;r33;;File:t8-p2-jin-d+3,4,3.mp4;Jin-d+3,4,3;jin
d+3,4~4;l, m;7, 24;i15~16, i20;-12;+10a (+1);;* Balcony Break;bbr;;Knee Popper > Mid Sidekick;r35;;File:t8-p2-jin-d+3,4t4.mp4;Jin-d+3,4~4;jin
d+4;L;11;i16~17;-12;-1;;"Flips over on grounded hit
* High crush 6~31";cs6~31;;Right Sweep;r30;;File:t8-p2-jin-d+4.mp4;Jin-d+4;jin
d+3+4;m,m;5,15;i15 i10~12;-19;+32a (+22);;"* Low crush 16~31
* Floating state 32~34";js16~31 fs32~34;;Double Lift Kick;r36;;File:t8-p2-jin-d+3+4.mp4;Jin-d+3+4;jin
db+1;sl;5;i10;-5;+6;;"* Transition to r24 with f
* +6c on crouching hit
* High crush 4~";cs4~;FC;Crouch Jab;r24 FC;;;Jin-db+1;jin
db+2;m;12;i16;-10;-4;;;;;;r34;;File:t8-p2-jin-db+2,2,3.mp4;Jin-db+2;jin
db+2,2;m, h;12, 11;i16, i8;-12;-7;+43a;Jail from 1st attack;;;;r37;;File:t8-p2-jin-db+2,2,3.mp4;Jin-db+2,2;jin
db+2,2,3;m, h, m;12, 11, 21;i16, ,i35~i36;-9;+20a;;* Balcony break on airborne hit;;;Savage Sword;r27;;File:t8-p2-jin-db+2,2,3.mp4;Jin-db+2,2,3;jin
db+2,3;m, M;12, 23;i16, i27~i29;-8;+7a;;* Spike;spk;;Punch > Cascade Kick;r31;;File:t8-p2-jin-db+2,3.mp4;Jin-db+2,3;jin
db+3;h;28;i19~i21;-10~-8;+17a;;"Balcony break on airborne hit
* High crush 4~21";cs4~21;;Left Spinning Back Kick;r35;;File:t8-p2-jin-db+3.mp4;Jin-db+3;jin
db+4;l;18;i20~21;-13;+3;+13g;;;;Right Low Roundhouse;r31;;File:t8-p2-jin-db+4.mp4;Jin-db+4;jin
db+1+2;M;0;i19~34;-11~+4;+17g~+32g;;"* Balcony Break
* +4a (-5) on BT hit
* Unparryable by traditional parries, Asuka, Nina, etc
* Opponent recovers crouching
* Power up in Heat";bbr;;Power Stance;r26;;File:t8-p2-jin-db+1+2.mp4;Jin-db+1+2;jin
b+1;h;11;i12;-9;+2;;;;;;r28;;File:t8-p2-jin-b+1,2.mp4;Jin-b+1;jin
b+1,2;h, h;11, 20;i12, i22~24;-10;+32a (+17);;"* Tornado
* Combo from 1st hit with 8f delay";trn;;Shun Maten;r31;;File:t8-p2-jin-b+1,2.mp4;Jin-b+1,2;jin
b+1+3;;;;;;;"* Strong parry: parries all highs or mids except throws, unblockables and charge moves
* r14 after parrying
* Plus frames after parrying depend on the recovery of the parried move
* Parry state 3~9";ps3~9;;Parry;r30;;;Jin-b+1+3;jin
b+2;m;12;i15~16;-11;+0;;;;;;r29;;File:t8-p2-jin-b+2,1.mp4;Jin-b+2;jin
b+2,1;m, m;12, 10;i15~16, i14~15;-9;+2;;"* Jail from 1st block with 5F delay
* Combo from 1st hit with 1F delay
* Combo from 1st CH with 13f delay";;;Shun Masatsu;r27;;File:t8-p2-jin-b+2,1.mp4;Jin-b+2,1;jin
b+3;m;17;i16;-6;+5;;"* Knee
* Enter ZEN -2 +9 r20 with F";kne;ZEN;Left Knee;r25;;File:t8-p2-jin-b+3,2.mp4;Jin-b+3;jin
b+3,2;m, m;17, 20;i16, i19~20;-9;+9g +21w;;"* Wall Crush +21g on hit


* Combo from 1st CH with 9F delay
* Balcony break on airborne hit";wc;;Left Knee > Right Thrust;r30;;File:t8-p2-jin-b+3,2.mp4;Jin-b+3,2;jin
b+4;m;21;i17~18;-7;+15a;;Balcony Break;bbr;;Spinning Sidekick;r29;;File:t8-p2-jin-b+4.mp4;Jin-b+4;jin
b+1+2;m;20;i23~24;-12;+6;;"Punch sabaki: balcony break and +34d (+26) on hit
* Parry state 3~10";ps3~10;;Suigetsu Strike;r30;;File:t8-p2-jin-b+1+2.mp4;Jin-b+1+2;jin
b+3+4;;;;;;;"* Can perform all attacks from ZEN Stance
* Enter Breaking Step with DF
* Cancel on any frame with f
* Transition to dash with f
* Steps backward
* Actionable after 5f
* High crush 6~39";cs6~39;Breaking Step,ZEN;"<div class=""dotlist"">

* Zanshin
* Crouching Demon Stance (CDS)
* Mental Alertness (2)
</div>";r5 ZEN;;;Jin-b+3+4;jin
ub+4;m;15;i15~17;-13;+19a (+9);+33a (+23a);"Balcony Break
* Low crush 9~20
* Floating state 21~23";bbr js9~20 fs21~23;;;r29;;;Jin-ub+4;jin
ub+1+2;m!;50;i75~i76;;+9a (+0);;"* Balcony Break
* Cancel to r50 with b,b";bbr;;"<div class=""dotlist"">

* Avenger
* Konshin Seikenzuki
</div>";r34;;File:t8-p2-jin-ub+1+2.mp4;Jin-ub+1+2;jin
uf+2;m;18;i15~i16;-10~-9;+6~+7;+19a (+10);"* Balcony break on CH
* Evasive, can avoid some attacks due to built-in sidestep";;;Evading Middle Strike;r25;;File:t8-p2-jin-uf+2.mp4;Jin-uf+2;jin
uf+3;m;17;i22~23;-9;+6;+59a;"* Low crush 9~23
* Floating state 24~26";js9~23 fs24~26;;Left Spinning Jump Kick;r30;;File:t8-p2-jin-uf+3.mp4;Jin-uf+3;jin
uf+4;m;13;i15~17;-13;+33a (+23a);;"* Low crush 9~20
* Floating state 21~23";js9~20 fs21~23;;Front Jump Kick;r29;;File:t8-p2-jin-uf+4.mp4;Jin-uf+4;jin
1+2+3+4;;;;;;;"* Can't block for 5 seconds
* CH state on your next attack for 5 seconds ''(Tekken 7 and prior games)''
* 10% damage increase on the next attack for 5 seconds ''(Tekken 8 season 2 patch onward)''
* Attacks taken will be CH for 5 seconds";;;Ki Charge;r55;;File:t8-p2-jin-1+2+3+4.mp4;Jin-1+2+3+4;jin
b,f+2;m;15;i15~i16;-7;+4;;* Has good left sidestep tracking;;;;r25;;File:t8-p2-jin-b,f+2,1,2.mp4;Jin-b,f+2;jin
b,f+2,1;m, h;15, 14;i15~i16, i21;-5;+6;+9;"* Combo from 1st hit with 8f delay
* Input can be delayed 12f";;;;r24;;File:t8-p2-jin-b,f+2,1,2.mp4;Jin-b,f+2,1;jin
b,f+2,1,2;m, h, m;15, 14, 20;i15~i16, ,i19~20;-5;+18a (+9);+50a (+3);"* Balcony Break
* Combo from 2nd CH with 15f
* Input can be delayed 16f
* Move can be delayed 10f";bbr;;Evil Intent;r26;;File:t8-p2-jin-b,f+2,1,2.mp4;Jin-b,f+2,1,2;jin
b,f+2,1,df+2;m, h, M;15, 14, 22;i15~i16, ,i28~29;-14;+37a (+27);;"* Tornado
* Combo from 2nd CH
* Input can be delayed 16f
* Move can be delayed 10f";trn;;Geyser;r36;;File:t8-p2-jin-b,f+2,1,df+2.mp4;Jin-b,f+2,1,df+2;jin
b,f+2,3;m, m;15, 17;i15~i16, i25;-9;+6;+59a;"* Combo from 1st hit with 4f delay
* Input can be delayed 9f
* Enter ZEN +2 +17g +71a r20 with F";;ZEN;Keito;r31;;File:t8-p2-jin-b,f+2,3.mp4;Jin-b,f+2,3;jin
f,F+2;m;22;i14~15;-8;+15a (+6);;"* Heat Engager

* Heat Dash +36a (+26), +5

* Balcony Break
* Cannot be buffered
* 6 chip damage on block";he bbr;;Demon's Paw;r29;;File:t8-p2-jin-f,f+2.mp4;Jin-f,F+2;jin
f,F+3;m;20;i23~i25;-4;+24a;;"* Spike
* Cannot be buffered";spk;;Left Axe Kick;r24;;File:t8-p2-jin-f,f+3.mp4;Jin-f,F+3;jin
f,F+3,1;m, h;20, 5;i23~i25, i15;+1;+7;;* Links to 1 jab extensions (e.g. f,F+3,1,2,4);;1 jab extensions;Left Axe Kick > Left Jab;r18;;File:t8-p2-jin-f,f+3,1.mp4;Jin-f,F+3,1;jin
f,F+4;m;32;i17~i18;-7;+22a (+12);;Balcony Break;bbr;;Battery Sidekick;r32;;File:t8-p2-jin-f,f+4.mp4;Jin-f,F+4;jin
f,n,d,df;;;;;;;"* Cannot be buffered
* Stance moves can be buffered out of heat dash
* Cancel to sidestep with u
* Cancel to block with b";;sidestep;"<div class=""plainlist"">
* Crouch Dash
* Breaking Step
</div>";r3?;;File:t8-p2-jin-f,n,d,df.mp4;Jin-f,n,d,df;jin
f,n,d,df,UF;;;;;;;"* Can access wr3 by inputting 3 on frames 1~2
* Can access uf1+2 by inputting 1+2 on frames 1~2
* Unable to act from frames 3~26
* Low crush 1~20
* Floating state 21~23";js1~20 fs21~23;;;r26;;;Jin-f,n,d,df,UF;jin
uf,n,4;m;20;i23~i25;-13;+32a (+22a);;"* Low crush 9~30
* Floating state 31~33";js9~30 fs31~33;;Delayed Rising Toe Kick;r30;;File:t8-p2-jin-uf,n,4.mp4;Jin-uf,n,4;jin
f,f,F+3;m;30;i22~i23;+6;+13a~+14a (+3~+4);;"* Balcony Break
* Transition to +6 +13a ZEN with F
* 9 Chip damage on block
* Low crush 3~25
* Floating state 26~28";bbr js3~25 fs26~28;ZEN;Leaping Side Kick;r36;;File:t8-p2-jin-f,f,f+3.mp4;Jin-f,f,F+3;jin
ws1;m;7;i13~i14;-6;+5;;;;;;r24;;File:t8-p2-jin-ws1,2.mp4;Jin-ws1;jin
ws1,2;m, m;7, 19;i13~i14, i19~20;-8;+3c;;"* Spike
* Combo from 1st hit with 1f delay
* Combo from 1st CH with 10f delay
* Input can be delayed 13f
* Enter ZEN -9 +2c r27 with F";spk;ZEN;Twin Lancer;r26;;File:t8-p2-jin-ws1,2.mp4;Jin-ws1,2;jin
ws1,3;m, h;7, 8;i13~i14, i14;-6;+4;;"* Jail from 1st attack
* Transition to r25 backdash with B";;;;r26;;File:t8-p2-jin-ws1,3,2,1,4,2.mp4;Jin-ws1,3;jin
ws1,3,2;m, h, m;7, 8, 4;i13~i14, ,i18;-11;-6;;"* Combo from 1st hit
* Jail from 1st block";;;;;;File:t8-p2-jin-ws1,3,2,1,4,2.mp4;Jin-ws1,3,2;jin
ws1,3,2,1;m, h, m, m;7, 8, 4, 3;i13~i14, ,i10;-11;+3;;"* Combo from 1st hit
* Jail from 1st block";;;;;;File:t8-p2-jin-ws1,3,2,1,4,2.mp4;Jin-ws1,3,2,1;jin
ws1,3,2,1,4;m, h, m, m, l;7, 8, 4, 3, 5;i13~i14, ,i20~21;-31;+8;;Combo from 1st hit;;;;;;File:t8-p2-jin-ws1,3,2,1,4,2.mp4;Jin-ws1,3,2,1,4;jin
ws1,3,2,1,4,2;m, h, m, m, l, M;7, 8, 4, 3, 5, 10;i13~i14, ,i31~32;-16;-8;;"* Combo from 1st hit
* Spike
* Low crush 8~28
* Floating state 29~31";spk js8~28 fs29~31;;Kazama Style 6 Hit Combo Redux;;;File:t8-p2-jin-ws1,3,2,1,4,2.mp4;Jin-ws1,3,2,1,4,2;jin
ws1,3~3;m, m;7, 20;i13~i14, i23~i24;+6;+13c;;"* Spike
* Enter Breaking Step +2 +9c with DF
* +16a on BT hit";spk;Breaking Step;Solar Plexus Strike > Brazilian Kick;r23;;File:t8-p2-jin-ws1,3t3.mp4;Jin-ws1,3~3;jin
ws2;m;14;i14~15;-12;+39a (+29);;;;;Crouching Uppercut;r20;;File:t8-p2-jin-ws2.mp4;Jin-ws2;jin
ws3;m;20;i16~18;-9;+10g;+22a;"* Homing
* Balcony Break";hom bbr;;Bamboo Splitter;r31;;File:t8-p2-jin-ws3.mp4;Jin-ws3;jin
ws4;m;13;i11~12;-3;+8;;;;;;r21;;File:t8-p2-jin-ws4,4.mp4;Jin-ws4;jin
ws4,4;m, h;13, 15;i11~12, i19~20;-7;+4;;* Combo from 1st hit with 1f delay;;;Double Cross Kicks;r30;;File:t8-p2-jin-ws4,4.mp4;Jin-ws4,4;jin
FC.df+4;L;20;i21~i22;-26;+2c;+69a (+53);"Transition to +12cg ZEN with F on hit
* High crush 1~57";cs1~57;ZEN;Right Sweep (2);r31;;File:t8-p2-jin-fc.df+4.mp4;Jin-FC.df+4;jin
f,n,d,DF+4;l;12;i20~i21;-31;+8c;;;;;;r28;;File:t8-p2-jin-cd.df+4,2.mp4;Jin-CD.DF+4;jin
f,n,d,DF+4,2;l, M;12, 28;i20~i21, i31~i32;-16;+21a;;"* Balcony Break
* Spike
* Combo from 1st hit
* Chip damage on block
* Low crush 8~28
* Floating state 29~31";bbr spk chp js8~28 fs29~31;;Depraved Savagery;r28;;File:t8-p2-jin-cd.df+4,2.mp4;Jin-CD.DF+4,2;jin
f,n,d,df:1;M;22;i16~i17;-13;+36a (+26);;"* Tornado
* 4 chip damage on block
* Jab evasion";trn;;Electric Thrusting Uppercut;r31;;File:t8-p2-jin-cd.dfh1.mp4;Jin-CD.df${justFrame}1;jin
f,n,d,df:2;h;25;i11~i12;+5~+6;+76a (+60);;"* Balcony Break
* Recovers 3f faster on hit or block (t36 r24)
* 5 chip damage on block";bbr;;Electric Wind Hook Fist;r27;;File:t8-p2-jin-cd.dfh2.mp4;Jin-CD.df${justFrame}2;jin
f,n,d,df+1;m;20;i16~i17;-13;+32a (+22);;"* Tornado
* Turns into CD.df#1 while in heat
* Jab evasion";trn;;Thrusting Uppercut;r31;;File:t8-p2-jin-cd.df+1.mp4;Jin-CD.df+1;jin
f,n,d,df+2;h;20;i11~12;-10;+74a (+58);;"* Balcony Break
* Turns into EWHF (CD.df#2) while in heat";bbr;;Wind Hook Fist;r28;;File:t8-p2-jin-cd.df+2.mp4;Jin-CD.df+2;jin
DVS.1;m;25;i20~22;-9;+36d;;"* Tornado
* Jab evasion
* 7 chip damage on block
* Low crush 22~43
* Floating state 44~46";trn js22~43 fs44~46;;Awakened Thunder God Fist;r30;;;Jin-DVS.1;jin
DVS.2;sm;23;i11~12;+4;+38a (+28);;* 6 chip damage on block;;;Awakened Wind God Fist;r24;;;Jin-DVS.2;jin
DVS.3;M;25;i26~28;+2c;+22a;;"* Spike
* 7 chip damage on block
* Low crush 5~25
* Floating state 26~28";spk js5~25 fs26~28;;Awakened Demon's Hoof;r26;;;Jin-DVS.3;jin
DVS.4;L;10;i16;-12;-2c;;* 3 chip damage on block;;;;r39;;;Jin-DVS.4;jin
DVS.4,4;L, m;10, 25;i16, i25~26;-14;+3c;;"* Spike
* 5 chip damage on block";spk;;Awakened Spinning Demon;r34;;;Jin-DVS.4,4;jin
DVS.DF+3;L;24;i33~34;-23;-2a;;"* 7 chip damage on block
* Low crush 5~25
* Floating state 26~28";js5~25 fs26~28;;Awakened Demon's Tail;r41;;;Jin-DVS.DF+3;jin
OTG.d+1+2;L;24;i19~20;-13;-2 (-10);;* Spike;spk;;Black Out;r31;;;Jin-OTG.d+1+2;jin
ZEN.1;m;14;i16~i17;-3;+8;;;;;;r21;;File:t8-p2-jin-zen.1,2.mp4;Jin-ZEN.1;jin
ZEN.1,2;m, m;14, 21;i16~i17, i23~24;-14;+32a (+6);;"* Heat Engager

* Heat Dash +?, +5

* Balcony Break
* Combo from 1st hit with 6f delay
* Interrupt from 1st block with i5
* Input can be delayed 12f
* Move can be delayed 11f
* Cancel to Breaking Step -11 -12 r40 with DF on frame 20";he bbr;Breaking Step;Brimstone Bite;r32;;File:t8-p2-jin-zen.1,2.mp4;Jin-ZEN.1,2;jin
ZEN.1,3;m, h,t;14, 14,14;i16~i17, i24~25;-9;+0d;;"* Combo from 1st hit
* Interrupt with i6 from 1st block
* Whiffs vs SSR from 1st block
* Transition to attack throw on standing or airborne hit
* +33a (+18) on side hit
* +18a (+11) and balcony break on BT hit";stp:SSR;;Kazama Style Leg Strike Flurry;r31;;File:t8-p2-jin-zen.1,3.mp4;Jin-ZEN.1,3;jin
ZEN.2;h;20;i18~i19;-5;+17a (+8);;"* Homing
* Balcony Break
* Strong Aerial Tailspin
* 6 chip damage on block
* +0 on block and 8 chip damage after absorbing an attack
* Power crush 6~20";hom bbr pc6~20;;Fiendish Claw;r32;;File:t8-p2-jin-zen.2.mp4;Jin-ZEN.2;jin
ZEN.3;m;20;i17~i18;-9;+10g;+22a;"* Homing
* Balcony Break
* +17a (+8) on BT hit";hom bbr;;Halberd Heel;r32;;File:t8-p2-jin-zen.3.mp4;Jin-ZEN.3;jin
ZEN.4;M;25;i27~i33;+2~+8;+17d~+23d;;"* Spike
* 7 chip damage on block
* Low crush 7~33
* Floating state 34~36";spk js7~33 fs34~36;;Corpse Crusher;r31;;File:t8-p2-jin-zen.4.mp4;Jin-ZEN.4;jin
