Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
d+1;L;16;i20~21;-13;+4;+28g;* High crush 6~52;cs6~52;FC;Hermit Needle;r31 FC;;t8-p2-shaheen-d+1.mp4;Shaheen-d+1;shaheen
d+2;m;15;i18~19;-6;+8;;* Jab evasion;;;Gut Impact;;;File:t8-p2-shaheen-d+2.mp4;Shaheen-d+2;shaheen
d+3;L;12;i16~17;-14;+0;;"* Transition to -10, +4 SNK with DF
* High crush 6~48";cs6~48;SNK,FC;Silent Rigel;FC;;File:t8-p2-shaheen-d+3.mp4;Shaheen-d+3;shaheen
d+4;L;10;i19;-12;+1;;;;;Vicious Stomp;;;File:t8-p2-shaheen-d+4.mp4;Shaheen-d+4;shaheen
d+3+4;l;6;i12;-15;-4;;"* -4c on crouching hit
* High crush 4~";cs4~;FC;Crouch Shin Kick;r34 FC;;t8-p2-shaheen-d+3+4.mp4;Shaheen-d+3+4;shaheen
db+1;sl;5;i10;-5;+6;;"* Transition to r24 with f
* +6c on crouching hit
* High crush 4~";cs4~;FC;Crouch Jab;r24 FC;;t8-p2-shaheen-db+1.mp4;Shaheen-db+1;shaheen
db+2;m;11;i14;-10;+1;;* Transition to SNK with input db+2,DF (-3/+8/+8);;SNK;;;;t8-p2-shaheen-db+2.mp4;Shaheen-db+2;shaheen
db+2,1;m, h;11, 24;i14, i20;-11;+15c;;"* Balcony Break
* Heat Engager

* Heat Dash +43d (+35)

* Combo from 1st hit with 10?F delay
* Move can be delayed by 8F
* Input can be delayed by 10F
* Forces tech backroll on hit";bbr he;;Rapid Strikes;;;File:t8-p2-shaheen-db+2,1.mp4;Shaheen-db+2,1;shaheen
db+3;L;12;i20~21;-17;-6;;;;;Snake's Bite;;;t8-p2-shaheen-db+3.mp4;Shaheen-db+3;shaheen
db+3,4;L, h;12, 20;i20~21, i18;-13;+68a (+52);;"* Tornado
*Counter hit combo from 1st hit
* High crush";trn cs;;Snake's Bite > Rising Scimitar;;;File:t8-p2-shaheen-db+3,4.mp4;Shaheen-db+3,4;shaheen
db+4;h;23;i20;-13;+28 (+18);;"* Tornado
* High crush 6";trn cs6;;Rising Scimitar;;;File:t8-p2-shaheen-db+4.mp4;Shaheen-db+4;shaheen
db+1+2;ub!(m);40;i64~65;;+42 (+11);;;;;Shaula;;;File:t8-p2-shaheen-db+1+2.mp4;Shaheen-db+1+2;shaheen
b+1;m;20;i19~20;+0c;+6c;;"* Heat Engager

* Heat Dash +67a (+50)

* Transition to +0c, +6c FC with D";he;FC;Achernar;;;File:t8-p2-shaheen-b+1.mp4;Shaheen-b+1;shaheen
b+1+3;sp;15 (15);;;;;"* Removes Recoverable Health
* Alternate input: b+2+4
* Punch parry
* Hit throw on successful parry
* Side switch on parry
* Parry state 5~12";ps5~12;;Silent Death Trap;;;t8-p2-shaheen-b+1+3.mp4;Shaheen-b+1+3;shaheen
b+2;m(th);12,16;i14~15;-9;-2d;;"* Removes Recoverable Health
* Transition to attack throw on standing front hit";;;Dust Storm;;;File:t8-p2-shaheen-b+2.mp4;Shaheen-b+2;shaheen
b+3;m;17;i19;+1c;+3c;+14c;* 5 chip damage on block;;;Heel Strike;;;File:t8-p2-shaheen-b+3.mp4;Shaheen-b+3;shaheen
b+4;M;23;i17;-15;+4;+29a (+23);;;;Broken Mirage;;;File:t8-p2-shaheen-b+4.mp4;Shaheen-b+4;shaheen
b+3+4;h;25;i16;-9;+19a (+9);;"* Balcony Break
* +0 frame advantage and 10 chip damage on block after absorbing an attack in power crush state
* Power crush 7~15";bbr pc7~15;;Elnath;;;File:t8-p2-shaheen-b+3+4.mp4;Shaheen-b+3+4;shaheen
uf+1;m;25;i24~25;+1;+20d;;"* Balcony Break
* Heat Engager

* Heat Dash +67a (+50)

* 10 chip damage on block
* Cancel to FC with input uf+1,D
* Low crush 9";bbr he js9;FC;Vega;;;File:t8-p2-shaheen-uf+1.mp4;Shaheen-uf+1;shaheen
uf+3;m;22;i25~26;-7;+24;;"* Alternate input: ub+3 or u+3
* Low crush 9";js9;;Crescent Cleaver;;;File:t8-p2-shaheen-uf+3.mp4;Shaheen-uf+3;shaheen
uf+4;m;13;i15~17;-13;+33 (+23);;"* Alternate input: ub+4 or u+4
* Low crush 9";js9;;Altair;;;t8-p2-shaheen-uf+4.mp4;Shaheen-uf+4;shaheen
1+2+3+4;sp;;;;;;;;;Ki Charge;;;File:t8-p2-shaheen-1+2+3+4.mp4;Shaheen-1+2+3+4;shaheen
D*,u+2;h;35;i17~18;+6;+30d;;"* Balcony Break
* Tornado
* Alternate input: SNK.D*,u+2
* 12 chip damage on block
* FUFA knockdown on hit
* Powered up during Heat
* Read more
* Low crush 18~";bbr trn js18~;;Al-Ghul;;;File:t8-p2-shaheen-ds,u+2.mp4;Shaheen-D*,u+2;shaheen
f,F+3;m;23;i17;-12;+63 (+48);;"* Tornado
* Alternate input: f,f,F+3
* Hit throw which side switches
* Low crush 13";trn js13;;Hunting Falcon Dive;;;t8-p2-shaheen-f,f+3.mp4;Shaheen-f,F+3;shaheen
f,b+2;h;42;i14;-4;+0d;;"* Tornado
* Removes Recoverable Health
* Transition to attack throw on standing front hit
* Quick input properties during Heat
* See also: f:b+2";trn;;Hornet;;;t8-p2-shaheen-f,b+2.mp4;Shaheen-f,b+2;shaheen
f:b+2;h;42;i13;-4;+0d;;"* Tornado
* Removes Recoverable Health
* Transition to attack throw on standing front hit
* Quick input properties during Heat
* input must be less or equal to 6 frames 
* (example : 2 frames of f, 3 frames of neutral, 1 frame of b, then b+2)";trn;;Hornet;;;t8-p2-shaheen-fjb+2.mp4;Shaheen-f:b+2;shaheen
uf,n,4;m;20;i23~25;-13;+32 (+22);;* Low crush;js;;Delayed Rising Toe Kick;;;File:t8-p2-shaheen-uf,n,4.mp4;Shaheen-uf,n,4;shaheen
f,f,F+2;m;30;i17~18;+5;+13c;;"* Balcony Break
* chip damage on block
* Forces tech backroll on hit
* Jab evasion";bbr chp;;Antares;;;File:t8-p2-shaheen-f,f,f+2.mp4;Shaheen-f,f,F+2;shaheen
ws1;m;17;i14;-2;+4;+14;;;;Albireo;;;File:t8-p2-shaheen-ws1.mp4;Shaheen-ws1;shaheen
ws2;m;21;i16;-17;+57;;;;;Hawk Edge;;;File:t8-p2-shaheen-ws2.mp4;Shaheen-ws2;shaheen
ws3;m;9;i13;-11;0;;* Transition to -7, +4 SNK with DF;;SNK;;;;t8-p2-shaheen-ws3.mp4;Shaheen-ws3;shaheen
ws3,3;m, m;9, 25;i13, i17;-13;+11a (+2);+43a (-4);"* Tornado
* Balcony Break";trn bbr;;Double Scorpion;;;File:t8-p2-shaheen-ws3,3.mp4;Shaheen-ws3,3;shaheen
ws4;m;16;i11~12;-6;+5;;;;;Jaw Smash;;;File:t8-p2-shaheen-ws4.mp4;Shaheen-ws4;shaheen
SS.2;L;14;i20;-12;+1c;;"* Sidestep takes 9f; effective startup i29
* High crush 15~";cs15~;FC;Nisif Kamar;FC;;File:t8-p2-shaheen-ss.2.mp4;Shaheen-SS.2;shaheen
SS.1+2;m;23;i19~20;+3;+22g;+35a;"* Sidestep takes 9f; effective startup i28
* 6 chip damage on block";;;Haboob;;;t8-p2-shaheen-ss.1+2.mp4;Shaheen-SS.1+2;shaheen
FC.df,d,DF;sp;;;;;;* High crush;cs;;Slide Step;;;File:t8-p2-shaheen-fc.df,d,df.mp4;Shaheen-FC.df,d,DF;shaheen
FC.df,d,DF+3;L;17;i16~20;-23a;+7a;;"* Transitions to SNK on hit
* Low crush";js;FUFT;Sand Storm;FUFT;;File:t8-p2-shaheen-fc.df,d,df+3.mp4;Shaheen-FC.df,d,DF+3;shaheen
FC.df+2;m;21;i18~19;-9;+17a (+8);;"* Strong Aerial Tailspin
* Balcony Break";bbr;;Janbiya;;;File:t8-p2-shaheen-fc.df+2.mp4;Shaheen-FC.df+2;shaheen
FC.df+4;L;16;i16~17;-14;+1;;* Transition to -11, +4 SNK with DF;;SNK;;;;t8-p2-shaheen-fc.df+4.mp4;Shaheen-FC.df+4;shaheen
FC.df+4,1;L, h;16, 20;i16~17, i26;-2;+24a (+15);;"* Balcony Break
* Combo from 1st CH";bbr;;Serpens;;;File:t8-p2-shaheen-fc.df+4,1.mp4;Shaheen-FC.df+4,1;shaheen
(back to wall).b,b,UB;m;21;i35~38;+1;+34d;;"* Floating state 5~7
* is8~24
* Floating state 25~33
* Low crush 34~37
* Floating state 38~40";fs5~7 is8~24 fs25~33 js34~37 fs38~40;BT;Wall Jump Backflip;r17 BT;;t8-p2-shaheen-back-to-wall.b,b,ub.mp4;Shaheen-(back to wall).b,b,UB;shaheen
BT.2;m;20;i14~15;-3;+42a;;;;;Reverse Edge;;;File:t8-p2-shaheen-bt.2.mp4;Shaheen-BT.2;shaheen
SNK.1;h;10;i12;-1;+5;+14;;;;Blinding Snake;;;File:t8-p2-shaheen-snk.1.mp4;Shaheen-SNK.1;shaheen
SNK.2;M;17;i15~16;-9;+8;+23a (+6);Balcony BreakOn counterhit;;;Crimson Tempest;;;File:t8-p2-shaheen-snk.2.mp4;Shaheen-SNK.2;shaheen
SNK.3;m;23;i20;-12;+63 (+48);;"* Tornado
* Hit throw which side switches
* Low crush 13";trn js13;;Hunting Falcon Dive;;;t8-p2-shaheen-snk.3.mp4;Shaheen-SNK.3;shaheen
SNK.4;L;20;i20~22;-14;+3c;+14c;;;;Sliding Shave;;;File:t8-p2-shaheen-snk.4.mp4;Shaheen-SNK.4;shaheen
SNK.1+2;m;21;i19;+4c;+8c;;"* Heat Engager

* Heat Dash +67a (+50)

* Floor Break
* 6 chip damage on block";he fbr;FC;Al-Sayf;FC;;File:t8-p2-shaheen-snk.1+2.mp4;Shaheen-SNK.1+2;shaheen
SNK.df+1;m;12;i15~16;-5;+6;;* Good left sidestep tracking;;;;;;t8-p2-shaheen-snk.df+1.mp4;Shaheen-SNK.df+1;shaheen
SNK.df+1,2;m, h;12, 40;i15~16, i20;-4;0;;"* Tornado
* Removes Recoverable Health
* Combo from 1st hit with 10F delay
* Move can be delayed by 9F
* Input can be delayed by 10F
* Transition to attack throw on standing front hit";trn;;Flash Hornet;;;File:t8-p2-shaheen-snk.df+1,2.mp4;Shaheen-SNK.df+1,2;shaheen
SNK.df+1,3;m, m;12, 28;i15~16, i27~28;-13;+19a (+9);;"* Heat Engager

* Heat Dash  +43d (+35)

* Balcony Break
* Combo from 1st hit with 1F delay
* Move can be delayed by 6F
* Input can be delayed by 7F
* Low crush";he bbr js;;Flash Deneb;;;File:t8-p2-shaheen-snk.df+1,3.mp4;Shaheen-SNK.df+1,3;shaheen
1+3;th(h);35;i12~14;-3;+0d;;"* Homing
* Throw escape: 1 or 2
* Opponent status on hit: FUFA";hom;;Desert Fang;;;File:t8-p2-shaheen-1+3.mp4;Shaheen-1+3;shaheen
2+4;th(h);35;i12~14;-6;+0d;;"* Homing
* Floor Break
* Throw escape: 1 or 2
* Opponent status on hit: FUFA
* Side switch on hit";hom fbr;;Aldebaran;;;File:t8-p2-shaheen-2+4.mp4;Shaheen-2+4;shaheen
Back throw;th(h);50;i12~14;;+0d;;"Removes Recoverable Health
* Throw escape: none
* Opponent status on hit: FUFA
* Side switch on hit";;;Silent Death;;;t8-p2-shaheen-back-throw.mp4;Shaheen-Back throw;shaheen
Left throw;th(h);40;i12~14;-3;+0d;;"* Throw escape: 1
* Opponent status on hit: FUFT
* Side switch on hit";;;Chasm Drop;;;t8-p2-shaheen-left-throw.mp4;Shaheen-Left throw;shaheen
Right throw;th(h);40;i12~14;-3;+0d;;"Removes Recoverable Health
* Throw escape: 2
* Opponent status on hit: FUFA";;;Axel Spinner;;;t8-p2-shaheen-right-throw.mp4;Shaheen-Right throw;shaheen
uf+1+2;th(h);40;i12~14;-3;+0d;;"* Floor Break
* Throw escape: 1+2
* Opponent status on hit: FUFA
* Side switch on hit";fbr;;Wezen;;;File:t8-p2-shaheen-uf+1+2.mp4;Shaheen-uf+1+2;shaheen
