Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
4,1;h, h;16, 13;i12~13, i19~20;-3~-2;+7~+8;;"* Combo from 1st hit
* Jail from 1st block";;BT;Brocken Connect;r24 BT;;File:t8-p2-raven-4,1.mp4;Raven-4,1;raven
4~3;m,m;8,10;i16 i29~30;-16~-15;+31a (+21);;"Recovery listed is for the second hit
* Low crush 14~27
* Floating state 28~30";js14~27 fs28~30;;Hydra Bite;r28;;File:t8-p2-raven-4t3,1.mp4;Raven-4~3;raven
4~3,1;m,m, l;8,10, 15;i16 i29~30, i34~35;-13~-2;+4~+5;;"* Interrupt with i15
* Can be delayed
* High crush 1~";cs1~;FC;Hydra Bite Low;r31 FC;;File:t8-p2-raven-4t3,1.mp4;Raven-4~3,1;raven
4~3,3;m,m, h;8,10, 18;i16 i29~30, i24~27;-3~+0;+14a;;"* Balcony Break
* Interrupt with i7
* Can be delayed";bbr;;Hydra Bite High;r28;;File:t8-p2-raven-4t3,3.mp4;Raven-4~3,3;raven
4~3,4;m,m, m;8,10, 20;i16 i29~30, i33~34;-14~-13;+15a;;"* Balcony Break
* Interrupt with i14
* Can be delayed";bbr;;Hydra Bite Mid;r29;;File:t8-p2-raven-4t3,4.mp4;Raven-4~3,4;raven
1+2;m;20;i14;-9;+15a;;"* Heat Engager

* Heat Dash +5, +43d (+35)";he;;Crusader;r33;;;Raven-1+2;raven
3+4;;;;;;;"* Transition to CD (Shadow Sprint) with F
* Alternate input: d+3+4 or hFC.3+4";;CD,SZN;Soulzone;r20 SZN;;;Raven-3+4;raven
f+2;m;10;i15~16;-12~-11;-1~+0;;;;;;r30;;File:t8-p2-raven-f+2,3.mp4;Raven-f+2;raven
f+2,3;m, M;10, 13;i15~16, i21~22;-9~-8;+6c~+7c;;"* Spike
* Combo from 1st hit with 8F delay
* Interrupt with i6
* Transition to r27 SZN with 3+4_D (-9~-8/+6c~+7c)
* Move can be delayed by 10F
* Input can be delayed by 14F";spk;SZN;Tartaros;r27;;File:t8-p2-raven-f+2,3.mp4;Raven-f+2,3;raven
f+3;m;18;i17;-9;+3;;"* Homing
* Transition to r30 BT with B (-6/+6)";hom;BT;;r33;;File:t8-p2-raven-f+3,2.mp4;Raven-f+3;raven
f+3,2;m, m;18, 21;i17, i30;-14;+10a (+1);+30a (+22);"* Balcony Break
* Combo from 1st hit
* Interrupt with i5";bbr;;Circling Winds;r35;;File:t8-p2-raven-f+3,2.mp4;Raven-f+3,2;raven
f+4;h;17;i15~16;-12;+67a (+51);;"* Tornado
* Balcony Break
* Instant Tornado on hit";trn bbr;;Lance Kick;r33;;File:t8-p2-raven-f+4.mp4;Raven-f+4;raven
f+1+2;h,m;10,20;i18~19, i7;-13;+30a (+4);;"* Balcony Break
* -9 and 12 chip damage after attack absorption
* Power crush 7~17";bbr pc7~17;;Minos Typhoon;r36;;File:t8-p2-raven-f+1+2.mp4;Raven-f+1+2;raven
df+1;m;13;i14~15;-2~-1;+8~+9;;Pseudo-homing. Can only be sidewalked left at range;;;Body Blow;r22;;File:t8-p2-raven-df+1,4.mp4;Raven-df+1;raven
df+1,4;m, sm;13, 25;i14~15, i18~27;-13;+6c;;"* Balcony Break
* Spike
* Weapon
* Projectile
* Combo from 1st hit
* Interrupt with i1
* Available only on hit or block
* Forces tech backroll on hit";bbr spk wpn;;Body Blow > Phantom Mace;r32?;;File:t8-p2-raven-df+1,4.mp4;Raven-df+1,4;raven
H.df+1,4;m, sm,sm;13, 25,30;i14~15, i18~27, i44~45;-3~-2;+6c;;"* Balcony Break
* Spike
* Combo from 1st hit
* Available only on hit or block
* Forces tech backroll on hit";bbr spk;;Body Blow > Phantom Mace;r;;;Raven-df+1,H.4;raven
df+2;m;15;i16~18;-13~-11;+30a (+20);;"* Elbow?
* Launches crouching opponents
* Unparryable by standard parries (bug?)";;BT;Uppercut;r28 BT;;File:t8-p2-raven-df+2,3.mp4;Raven-df+2;raven
df+2,3;m, h;15, 17;i16~18, i12~13;-8~-7;+28a (+19);;Balcony Break;bbr;;Meat Hook;r21;;File:t8-p2-raven-df+2,3.mp4;Raven-df+2,3;raven
df+2,4;m, m;15, 24;i16~18, i12~13;-15~-14;+11a (+2);;Balcony Break;bbr;;Bolt Stunner;r33;;File:t8-p2-raven-df+2,4.mp4;Raven-df+2,4;raven
df+3;h;17;i16~17;-9~-8;+12a;+46a (+36);* High crush 6~17;cs6~17;;Shadow Snap Kick;r27;;;Raven-df+3;raven
df+4;m;15;i15~16;-9~-8;+2~+3;;;;;;r27;;File:t8-p2-raven-df+4,4.mp4;Raven-df+4;raven
df+4,4;m, M;15, 16;i15~16, i22~25;-14~-13;+6a;;"* Balcony Break
* Combo from 1st hit with 7f delay
* Input can be delayed 9f
* Move can be delayed 8f";bbr;;Pendulum Kick;r31;;File:t8-p2-raven-df+4,4.mp4;Raven-df+4,4;raven
df+4,4,3;m, M, M;15, 16, 22;i15~16, ,i27~30;-6~-3;+18a;;"* Low crush 1~27
* Floating state 28~30";js1~27 fs28~30;;Pendulum Shadow;r29;;File:t8-p2-raven-df+4,4,3.mp4;Raven-df+4,4,3;raven
df+3+4;;;;;;;"Transitions to Crouch Step
* High crush 4~25";cs4~25;FC;Crouch Step;r13? FC;;;Raven-df+3+4;raven
d+1;sl;5;i10;-5;+6;;"* Can recover standing with f
* High crush 4~";cs4~;FC;Crouch Jab;r24 FC;;;Raven-d+1;raven
d+2;sl;8;i11;-4;+7;;* High crush 4~;cs4~;FC;Crouch Straight;r23 FC;;;Raven-d+2;raven
d+3;L;10;i15;-11;+0;;;;;Stinging Low;r30;;File:t8-p2-raven-d+3.mp4;Raven-d+3;raven
d+4;L;18;i21;-13;-2;+13g;"-2c on crouching opponents
* High crush 6~";cs6~;FC;Basilisk Fang;r32 FC;;File:t8-p2-raven-d+4.mp4;Raven-d+4;raven
db+2;m;13;i13~14;-4~-3;+5~+6;;* Elbow;elb;BT;Assassin's Sting;r24 BT;;File:t8-p2-raven-db+2,1,1.mp4;Raven-db+2;raven
db+2,1;m, h;13, 15;i13~14, i22~23;-1~+0;+8~+9;;"* Combo from 1st hit
* Transition to r22 SZN (-4/+5) with 3+4 or D";;SZN;Assassin's Sting Combo;r19;;File:t8-p2-raven-db+2,1,1.mp4;Raven-db+2,1;raven
db+2,1,1;m, h, sm;13, 15, 24;i13~14, ,i18~19;-13;+2a (-7);;"* Balcony Break
* Weapon
* Projectile
* Combo from 2nd CH
* Interrupt with i3
* Available only on hit or block";bbr wpn;;Assassin's Sting > Phantom Javelin;r40?;;File:t8-p2-raven-db+2,1,1.mp4;Raven-db+2,1,1;raven
H.db+2,1,1;m, h, sm,sm;13, 15, 24,30;i13~14, ,i18~19, i39~47;-3~+5;+2a (-7);;"* Balcony Break
* Combo from 2nd CH
* Available only on hit or block";bbr;;Assassin's Sting > Phantom Javelin;r;;;Raven-db+2,1,H.1;raven
db+3;L;19;i28~29;-12~-11;+5~+6;+39d;"Cannot be low parried (bug?)
* Low crush 8~24
* Floating state 25~27
* High crush 28~";js8~24 fs25~27 cs28~;FC;Killer Bee;r30 FC;;File:t8-p2-raven-db+3.mp4;Raven-db+3;raven
db+4;L;21;i24~25;-14~-13;+4c~+5c;+37a;* High crush 6~49;cs6~49;;Shinobi Cyclone;r32;;;Raven-db+4;raven
b+1;h;21;i16~17;+7c~+8c;+10c~+11c;+33d;"* Spike
* Elbow
* 6 chip damage on block
* Transitions to r26 SZN on hit or block only";spk elb;;Elbow Strike;r31;;File:t8-p2-raven-b+1.mp4;Raven-b+1;raven
b+1+3;;;;;;;"* Parries all attacks except for Rage Arts
* Parry state 1~10";ps1~10;;Utsusemi Escape;r40;;;Raven-b+1+3;raven
b+1+3,P;;;;;-31;;"* Deals recoverable self-damage on a successful parry
* Raven will teleport back a safe distance
* Can input b+1+3/b+2+4 again at frame 40 before recovering in FC
* Low crush 1~32
* High crush 33~";js1~32 cs33~;FC;Utsusemi Escape;r50 FC;;;Raven-b+1+3,P;raven
b+2;h;12;i15~17;-14~-12;-3~-1;;;;;;r31;;File:t8-p2-raven-b+2,2,3.mp4;Raven-b+2;raven
b+2,2;h, m;12, 17;i15~17, i22;-3;+6;+8;"* Elbow
* Combo from 1st hit with 7F delay
* Interrupt with i4
* Input can be delayed 13f";elb;BT;;r22 BT;;File:t8-p2-raven-b+2,2,3.mp4;Raven-b+2,2;raven
b+2,2,3;h, m, M;12, 17, 20;i15~17, ,i21~22;-19~-18;+12a (-5);+26a (+16);"* Balcony Break
* Combo from 2nd CH
* Interrupt with i1
* Grounded hit can be inconsistent";bbr;;Unicorn's Tail;r37;;File:t8-p2-raven-b+2,2,3.mp4;Raven-b+2,2,3;raven
b+2,2,1+2;h, m, L;12, 17, 20;i15~17, ,i20~21;-30~-29;+3d;;"* Combo from 2nd CH
* Interrupt with i6
* High crush 18~29";cs18~29;;Deadly Talon;r48;;File:t8-p2-raven-b+2,2,1+2.mp4;Raven-b+2,2,1+2;raven
b+2,4;h, h;12, 13;i15~17, i24~25;-7~-6;+4~+5;;"* Combo from 1st hit with 5F delay
* Interrupt with i6
* Input can be delayed 13f";;;Missing Worm;r25;;File:t8-p2-raven-b+2,4,2.mp4;Raven-b+2,4;raven
b+2,4,2;h, h, sm;12, 13, 21;i15~17, ,i19~20;-13;+24a (+9);;"* Tornado
* Weapon
* Projectile
* Combo from 2nd CH
* Interrupt with i5
* Available only on hit or block";trn wpn;;Missing Worm > Phantom Halberd;r40?;;File:t8-p2-raven-b+2,4,2.mp4;Raven-b+2,4,2;raven
H.b+2,4,2;h, h, sm,sm;12, 13, 21,30;i15~17, ,i19~20, i39~-41;-3~-1;+24a (+9);;"* Tornado
* Combo from 2nd CH
* Available only on hit or block";trn;;Missing Worm > Phantom Halberd;r;;;Raven-b+2,4,H.2;raven
b+3;M;23;i27~29;+4~+6;+15a;;"* Spike
* 4 chip damage on block";spk;;Hades Heel;r23;;File:t8-p2-raven-b+3.mp4;Raven-b+3;raven
b+4;m;13;i14~15;-9~-8;-1~+0;;Knee;kne;;;r30;;File:t8-p2-raven-b+4,4.mp4;Raven-b+4;raven
b+4,4;m, m;13, 20;i14~15, i17~19;-8~-6;+6c~+8c;;"* Spike
* Combo from 1st hit
* Jail from 1st block";spk;BT;Skull Smasher;r45 BT;;File:t8-p2-raven-b+4,4.mp4;Raven-b+4,4;raven
b+4,B+4;m, M;13, 24;i14~15, i37~42;+1c~+6c;+2c~+7c;+12a;"* Spike
* Interrupt with i15";spk;BT;Skull Smasher Feint;r65 BT;;File:t8-p2-raven-b+4,b+4.mp4;Raven-b+4,B+4;raven
b+4,B+4~3;m, L;13, 11;i14~15, i20;-11;+0;;"* Interrupt with i29
* High crush 12~37";cs12~37;;Skull Smasher Feint Low;r30;;File:t8-p2-raven-b+4,b+4t3,3+4.mp4;Raven-b+4,B+4~3;raven
b+4,B+4~3,3+4;m, L, m;13, 11, 15;i14~15, ,i26~30;-25~-21;+6a;;"* Combo from 2nd hit with 4f delay
* Interrupt with i6
* Input can be delayed 7f";;;Skull Spin;r40;;File:t8-p2-raven-b+4,b+4t3,3+4.mp4;Raven-b+4,B+4~3,3+4;raven
b+1+2;m;30;i28~30;-15~-13;+20a (+10);;"* Balcony Break
* Backswing blow
* Evades on 6f";bbr;;Alternating Smash;r33;;File:t8-p2-raven-b+1+2.mp4;Raven-b+1+2;raven
b+3+4;;;;;;;;;BT;Labyrinth;r14 BT;;;Raven-b+3+4;raven
ub+1;m;11;i16;-6;+5;;Can be performed during CD (Shadow Sprint);;;;r25;;File:t8-p2-raven-ub+1,2.mp4;Raven-ub+1;raven
ub+1,2;m, m;11, 13;i16, i18~19;-13~-12;-2c~-1c;;"* Spike
* Combo from 1st hit with 7f delay
* Interrupt with i5
* Can be performed during CD (Shadow Sprint)";spk;;Gate Keeper;r31;;File:t8-p2-raven-ub+1,2.mp4;Raven-ub+1,2;raven
u+3;h;23;i27~28;+2;+6~+7;;"* Strong Aerial Tailspin
* 9 chip damage on block
* Alternate input: ub+3
* Can be performed during CD (Shadow Sprint)
* Low crush 9~30
* Floating state 31~33";js9~30 fs31~33;BT;Deathbringer;r51 BT;;File:t8-p2-raven-u+3,3.mp4;Raven-u+3;raven
u+3,3;h, L;23, 18;i27~28, i31~32;-16~-15;+16a;;"* Transitions to r76 Ki Charge on hit only
* Alternate input: ub+3,3
* Interrupt with i4
* Hit cancels 1st hit's 2nd active frame
* Can be performed during CD (Shadow Sprint)
* High crush 14~39";cs14~39;;Deathbringer Low;r44;;File:t8-p2-raven-u+3,3.mp4;Raven-u+3,3;raven
u+3,3,3;h, L, M;23, 18, 22;i27~28, ,i27~30;-6~-4;+18a;;"* Alternate input: ub+3,3,3
* Interrupt with i36
* Can be performed during CD (Shadow Sprint)
* Low crush 1~27
* Floating state 28~30";js1~27 fs28~30;;Deathbringer Low > Shadow;r29;;File:t8-p2-raven-u+3,3,3.mp4;Raven-u+3,3,3;raven
uf+3;M;20;i29~30;-9;+20a;;"* Spike
* Can be performed during CD (Shadow Sprint)
* Low crush 9~30";spk js9~30;;Shadow Scythe;r29;;File:t8-p2-raven-uf+3.mp4;Raven-uf+3;raven
uf+4;m;14;i20~21;-9~-8;+22a (+12);;"* Balcony Break
* Can be performed during CD (Shadow Sprint)
* Low crush 8~27
* Floating state 28~30";bbr js8~27 fs28~30;;;r27;;File:t8-p2-raven-uf+4,4.mp4;Raven-uf+4;raven
uf+4,4;m, m;14, 20;i20~21, i16~19;-15;+9g~12g;+21a;"* Balcony Break
* Alternate input: ub+4,4 or u+4,4
* Interrupt with i6
* Can cancel to r19 BT at -16~-15/+15a (+5) with B
* Can be performed during CD (Shadow Sprint)";bbr;BT;Stormbringer;r31;;File:t8-p2-raven-uf+4,4.mp4;Raven-uf+4,4;raven
uf+3+4;m;17;i23~25;-13;+17a;;"* Spike
* Can be performed during CD (Shadow Sprint)
* Low crush 8~26";spk js8~26;;;r34;;File:t8-p2-raven-uf+3+4,4,2.mp4;Raven-uf+3+4;raven
uf+3+4,4;m, L;17, 9;i23~25, i21~22;-11~-10;+0~+1;;"* Interrupt with i2
* Can be performed during CD (Shadow Sprint)
* High crush 1~41";cs1~41;;;r29;;File:t8-p2-raven-uf+3+4,4,2.mp4;Raven-uf+3+4,4;raven
uf+3+4,4,2;m, L, m;17, 9, 21;i23~25, ,i21;-13;+10a;;"* Interrupt with i12
* Can be performed during CD (Shadow Sprint)";;;Chakram;r37;;File:t8-p2-raven-uf+3+4,4,2.mp4;Raven-uf+3+4,4,2;raven
uf+3+4,3+4;m, m;17, 15;i23~25, i20~24;-25~-21;+6a;;"* Interrupt with i3
* Can be performed during CD (Shadow Sprint)";;;Spinning Chakram;r41;;File:t8-p2-raven-uf+3+4,3+4.mp4;Raven-uf+3+4,3+4;raven
1+2+3+4;;;;;;;"* CH state for 5 seconds
* Can't block for 5 seconds";;;Ki Charge;r55;;File:t8-p2-raven-1+2+3+4.mp4;Raven-1+2+3+4;raven
1+2+3+4,b,f,1+2;m!;60;,i59~61;;+21a (+11);;"Balcony Break Cannot be blocked
* High crush 12~42";cs12~42;;Dead End;r51;;File:t8-p2-raven-1+2+3+4,b,f,1+2.mp4;Raven-1+2+3+4,b,f,1+2;raven
UB,b;;;;;;;"* Low crush 10~41
* Floating state 42~44";js10~41 fs42~44;SZN;Back Handspring;r54 SZN;;File:t8-p2-raven-ub,b,3+4.mp4;Raven-UB,b;raven
UB,b,3+4;m!,m!,M!;20,20,20;,i38~40 i46~49 i51~54;;-19a;;"Spike
* Low crush 21~56";spk js21~56;;Pandora Spin;r66;;File:t8-p2-raven-ub,b,3+4.mp4;Raven-UB,b,3+4;raven
b,B+2;m,h;15,21;i17~18 i30~31;-10~-9;+5~+6;;"* Balcony Break
* Jail from 1st attack
* Parries high or mid punches or kicks
* Parry state 1?~";bbr ps1?~;;War Hound;r37;;File:t8-p2-raven-b,b+2.mp4;Raven-b,B+2;raven
b,B+2,P;m,h, t;15,21, 35;i17~18 i30~31, i15~25;-8~+2;+0d;;;;BT;Blind Ghost;r32 BT;;;Raven-b,B+2,P;raven
f,F+2;m;26;i15~16;-12~-11;+15a (+5);;"Heat Engager

Heat Dash +36a (+26)

Balcony Break";he bbr;;Shadow Spear;r39;;File:t8-p2-raven-f,f+2.mp4;Raven-f,F+2;raven
f,F+3;m;20;i15~18;-14~-11;+43a (+29);;"* Balcony Break
* Knee
* Low crush 7~23
* Floating state 24~26";bbr kne js7~23 fs24~26;;Sudden Strike;r20;;File:t8-p2-raven-f,f+3.mp4;Raven-f,F+3;raven
f,F+4;m;21;i15~17;-10~-8;+21a (+4);;Balcony Break;bbr;;Iron Maul;r27;;File:t8-p2-raven-f,f+4.mp4;Raven-f,F+4;raven
qcf;;;;;;;Cancel to t30 r1? FC with d,DF;;FC,CD;Shadow Sprint;r2? CD;;File:t8-p2-raven-qcf.mp4;Raven-qcf;raven
qcf+1;m;15;i16;-6;+9;+13;"* Elbow
* Transition to -2/+13g/+18 t44 r24 SZN with 3+4 or D";elb;SZN;Fatal Elbow;r33;;File:t8-p2-raven-qcf+1,2.mp4;Raven-qcf+1;raven
qcf+1,2;m, sm;15, 21;i16, i19~20;-13;+24a (+9);;"* Tornado
* Weapon
* Projectile
* Combo from 1st hit
* Interrupt with i1
* Available only on hit or block";trn wpn;;Fatal Elbow > Phantom Halberd;r40?;;File:t8-p2-raven-qcf+1,2.mp4;Raven-qcf+1,2;raven
qcf+2;L;18;i22~23;-12~-11;+5~+6;+14~+15;"Cancel to r41? BT with qcf+2~B
* High crush 10~45";cs10~45;BT;Buzzsaw;r30;;File:t8-p2-raven-qcf+2.mp4;Raven-qcf+2;raven
qcf+2~1;m;25;i20~21;-9~-8;+24a (+14);;"* Balcony Break
* 7 chip damage on block
* Actual startup is i40~41";bbr;;Laevateinn;r30;;File:t8-p2-raven-qcf+2t1.mp4;Raven-qcf+2~1;raven
qcf+3;h,t;16,14;i16~17;-7~-6;-4d;;"* Spike
* Transitions to attack throw on front hit only, otherwise launch +33a (+23)
* Recovers heat on hit";spk;;Poison Needle > Nightmare;r30;;File:t8-p2-raven-qcf+3.mp4;Raven-qcf+3;raven
qcf+4;M;15;i18~20;-14~-12;+32a (+22);;"Tornado
* Floating state 20~32";trn fs20~32;BT;Black Hole;r30 BT;;File:t8-p2-raven-qcf+4.mp4;Raven-qcf+4;raven
qcf+1+2;m,m;10,20;i24 i35;0;+11a (+2);;* Balcony Break;bbr;FC;Hellhound;r33 FC;;File:t8-p2-raven-qcf+1+2.mp4;Raven-qcf+1+2;raven
uf,n,4;m;20;i23~25;-13~-11;+32a (+22);;"* Low crush 9~30
* Floating state 31~33";js9~30 fs31~33;;Delayed Rising Toe Kick;r30;;File:t8-p2-raven-uf,n,4.mp4;Raven-uf,n,4;raven
f,f,F+3;m;20;i22~24;+4~+6;+6a;;"* Floor Break
* 6 chip damage on block
* Low crush 14~34
* Floating state 35~37";fbr js14~34 fs35~37;BT;Typhon Fang;r42 BT;;File:t8-p2-raven-f,f,f+3.mp4;Raven-f,f,F+3;raven
H.f,f,F+3,4;m, sm;20, 20;i22~24, i43~44;+7~+8;+72a (+56);;"* Tornado
* Partially uses remaining Heat time
* Available only on hit or block
* 6 chip damage on block";trn;BT;Typhon Fang Phantom;r74 BT;;;Raven-f,f,F+3,H.4;raven
ws1;m;14;i14~15;-14~-13;+35a (+25);;;;;Rising Uppercut;r24;;File:t8-p2-raven-ws1.mp4;Raven-ws1;raven
ws2;m;17;i13~14;-8~-7;+8~+9;+37a (+27);Elbow;elb;;Jackknife Elbow;r28;;File:t8-p2-raven-ws2.mp4;Raven-ws2;raven
ws3;m;18;i16~17;-8~-7;+0s;;;;;Trident Kick;r29;;File:t8-p2-raven-ws3,2.mp4;Raven-ws3;raven
ws3,2;m, sm;18, 21 (14);i16~17, i19~20;-13;+65a (+49);;"* Tornado
* Weapon
* Projectile
* Combo from 1st hit
* Interrupt with i1
* 14 damage with scaling from 1st
* Available only on hit or block";trn wpn;;Trident Kick > Phantom Halberd;r40?;;File:t8-p2-raven-ws3,2.mp4;Raven-ws3,2;raven
H.ws3,2;m, sm,sm;18, 21 (14),30;i16~17, i19~20, i39~41;-3~-1;+65a (+49);;"* Tornado
* Combo from 1st hit
* Available only on hit or block";trn;;Trident Kick > Phantom Halberd;r;;;Raven-ws3,H.2;raven
ws4;m;18;i11~12;-7~-6;+7~+8;;;;;Shadow Snap Kick;r25;;;Raven-ws4;raven
ws3+4;m;20;i16~18;-12;+7~+9;;"* Heat Engager

* Homing
* Balcony Break
* Heat Dash +5, +43d (+35)

* Cancel to r19 BT with B";he hom bbr;BT;Spinning Middle Kick;r34;;File:t8-p2-raven-ws3+4.mp4;Raven-ws3+4;raven
FC.1;sl;5;i10;-5;+6;;"Can recover standing with f
* High crush 1~";cs1~;FC;Crouch Jab;r24 FC;;;Raven-FC.1;raven
FC.2;sl;8;i11;-4;+7;;* High crush 1~;cs1~;FC;Crouch Straight;r23 FC;;;Raven-FC.2;raven
FC.3;L;10;i16;-17;-6;;* High crush 1~;cs1~;FC;Crouch Spin Kick;r36 FC;;;Raven-FC.3;raven
FC.4;l;6;i12;-15;-4;;* High crush 1~;cs1~;FC;Crouch Chin Kick;r34 FC;;;Raven-FC.4;raven
FC.df,d,DF;;;;;;;* High crush 1~30;cs1~30;FC;Crouch Step;r1? FC;;File:t8-p2-raven-fc.df,d,df.mp4;Raven-FC.df,d,DF;raven
FC.df,d,DF,f;;;;;;;;;CD;Crouch Step to Shadow Sprint;r1? CD;;;Raven-FC.df,d,df,f;raven
FC.df+3;L;17;i20~22;-9~-7;+2~+4;+30d;"Alternate input: d,DF+3
* High crush 1~35";cs1~35;BT;Aqua Spider;r26 BT;;File:t8-p2-raven-fc.df+3.mp4;Raven-FC.df+3;raven
FC.df+3+4;L,sm;17,25;i18~20 i34~36;-23~-21;-5a;;"* Spike
* Transition to r20 SZN on hit only
* Second hit available on hit only
** Airborne spike on 1st and 2nd hit
* Recovers heat on hit
* High crush 1~17";spk cs1~17;SZN;Tornado Destruction;r46;;File:t8-p2-raven-fc.df+3+4.mp4;Raven-FC.df+3+4;raven
(Back to wall).b,b,UB;m;21;i40~43;+6~+9;+28a (+19);;"Balcony Break
* is8~13
* Low crush ?~?
* Floating state ?~?";bbr is8~13 js?~? fs?~?;BT;Wall Jump Attack;r19 BT;;;Raven-(Back to wall).b,b,UB;raven
BT.1;h;7;i8;-1~+0;+5~+6;;;;;Blind Axe;r19;;File:t8-p2-raven-bt.1,4.mp4;Raven-BT.1;raven
BT.1,4;h, h;7, 23;i8, i16~17;-8~-7;+14c;+67a (+51);"* Balcony Break
* Combo from 1st hit
* Interrupt with i1
* Forces tech backroll on hit";bbr;;Blind Lance;r33;;File:t8-p2-raven-bt.1,4.mp4;Raven-BT.1,4;raven
BT.2;h;9;i10;+0;+7;;;;BT;Backfist;r18 BT;;File:t8-p2-raven-bt.2,1.mp4;Raven-BT.2;raven
BT.2,1;h, h;9, 10;i10, i14;-1;+3;;"* Elbow?
* Combo from 1st hit
* Jails
* Transition to r36 BT with B
* Transition to t31 r18 +3/+7 CD with F";;BT,CD;Backfist > Straight;r22;;File:t8-p2-raven-bt.2,1.mp4;Raven-BT.2,1;raven
BT.2,2;h, m;9, 12;i10, i21~22;-9~-8;+2~+3;;"* Combo from 1st CH
* Interrupt with i2
* Transition to t45 r25 SZN with 3+4 or D (-7~-6/+8~+9)";;SZN;Blinding Knife;r27;;File:t8-p2-raven-bt.2,2,1.mp4;Raven-BT.2,2;raven
BT.2,2,1;h, m, sm;9, 12, 24;i10, ,i18~19;-13;+2a (-7);;"* Balcony Break
* Weapon
* Projectile
* Available only on hit or block
* Combo from 2nd hit
* Combo from 1st CH
* Interrupt with i3";bbr wpn;;Blinding Knife > Phantom Javelin;r40?;;File:t8-p2-raven-bt.2,2,1.mp4;Raven-BT.2,2,1;raven
H.BT.2,2,1;h, m, sm,sm;9, 12, 24,30;i10, ,i18~19, i39~47;-3;+2a (-7);;"* Balcony Break
* Combo from 1st hit
* Available only on hit or block";bbr;;Blinding Knife ＞ Phantom Javelin;r;;;Raven-BT.2,2,H.1;raven
