Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
b+4,4;m, m;16, 21;i13, i30;-4;-8d;;"* Combos from 1st hit CH
* When comboing from 1st hit: 
Floor Break";fbr;;Jack-8-b+4,4;Sherman Stomp;;;File:t8-p2-jack-8-b+4,4.mp4
b+1+2;m;28;i14;-19;-1d (-10);;"* Heat Engager

* Heat Dash +5, +43d(+35)

* Balcony Break";he bbr;;Jack-8-b+1+2;Tyulpan Blast;;;File:t8-p2-jack-8-b+1+2.mp4
ub+1+2;h;30;i20 pc7;-9;+23d;;"* Balcony Break
* Homing
* Chip damage on block when absorbing an attack (12)
Power crush 7";bbr hom chp pc7;;Jack-8-ub+1+2;Barrel Jacket Hammer;;;File:t8-p2-jack-8-ub+1+2.mp4
u+4;m;25;i25;-16;+15a (+5);;"* Balcony Break
* Alternate input ub+4, uf+4
Low crush";bbr js;;Jack-8-u+4;;;;
u+1+2;m;23;i19;-13;+49a (+39);;*;;;Jack-8-u+1+2;Patriot Fist;;;File:t8-p2-jack-8-u+1+2.mp4
u+3+4;m;40;i94~100;!;+17d;;"* Unblockable
* Can input additional 3+4 (up to 4 times) to fly farther and deal more damage
* Alternate input ub+3+4
Low crush";js;;Jack-8-u+3+4;Giant Foot Stomp;;;File:t8-p2-jack-8-u+3+4.mp4
uf+1;h;10;i17;;+71a (+55);;"* Tornado
* Only hits airborne opponents
* Transition to GMH with D
** (+75a (+59))
* Can be charged to power up
* Alternate input ub+1, u+1";trn;GMH;Jack-8-uf+1;Sky Sweeper;;;
uf+1*;h;35;i35;;+69a (+53);;"* Tornado
* Only hits airborne opponents
* Transition to GMH with D
** (+70a (+54))
* Alternate input ub+1*, u+1*";trn;GMH;Jack-8-uf+1*;Sky Sweeper (charged);;;
uf+2;m;25;i24 js9;+4c;+7c;+11d;"* Elbow
Low crush 9";elb js9;;Jack-8-uf+2;Reactor Elbow;;;File:t8-p2-jack-8-uf+2.mp4
uf+3;l;(8);i23 js9;-12;+8c;;"* Automatically transitions to GMH on hit
* Alternate input ub+3, u+3
Low crush 9";js9;;Jack-8-uf+3;Terrapulser;;;File:t8-p2-jack-8-uf+3.mp4
uf+3+4;m;23;i34 js8;+13cg;+20d;;"* Automatically transitions to SIT on hit or block
Low crush 8";js8;;Jack-8-uf+3+4;Pancake Press;;;File:t8-p2-jack-8-uf+3+4.mp4
1+2+3+4;;;;;;;;;;Jack-8-1+2+3+4;Ki Charge;;;File:t8-p2-jack-8-1+2+3+4.mp4
HCF;;;i22~;;;;"* Alternate input 1+4
* Can be looped together in 360 motions for up to 5 spins";;;Jack-8-hcf;;;;
HCF,1;m;30;i22~, i17(43~);+21g;+7a (-2);+39d (-8);"* Balcony Break
* Alternate input 1+4,1
* Chip damage on block (9)";bbr chp;;Jack-8-hcf,1;Gigaton Punch;;;
HCF,df+1;m;25;i22~, i20~23;-17;+52a (+42);;"* Tornado
* Non blue spark version, for a just frame version search ""emgf""
* Alternate input 1+4,df+1";trn;;Jack-8-hcf,df+1;Windup Uppercut;;;
HCF:df+1;m;36;i20~23;-17;+66a (+50);;"* Tornado
* Instant Tornado
* Just frame version of hcf,df+1, for a normal version search ""one""
* Alternate input 1+4:df+1";trn;;Jack-8-hcf:df+1;Prime Windup Uppercut;;;
b,db,d,df+1;l;28;i29;-37;+18d;;"* Homing
* Alternate input df+1+4";hom;;Jack-8-b,db,d,df+1;Debugger;;;
b,db,d,df+2;m;31;i22;-9;+31d (-5);;"* Balcony Break
* Alternate input df+2+3";bbr;;Jack-8-b,db,d,df+2;Megaton Blast;;;
f,F+1;m;22;i15;-6;+8c;+16d;"* Transition to GMH with D
* (+4 oB, +8c oH, +16d cH)";;GMH;Jack-8-f,F+1;Jackhammer;;;File:t8-p2-jack-8-f,f+1.mp4
f,F+2;m;23;i18;-16;+53a (+43);;* Can be charged to power up;;;Jack-8-f,F+2;Rocket Uppercut;;;File:t8-p2-jack-8-f,f+2.mp4
f,F+2*;m;35;34;-15;+61a;;"* Tornado
* Chip damage on block (14)";trn chp;;Jack-8-f,F+2*;Rocket Uppercut (charged);;;
f,F+3;m;22;i26;+4c;+9c;+22a;* Transition to FC with D;;FC;Jack-8-f,F+3;Granite Stomping;;;
f,F+4;m;32;i16;-10;+15d (+5);;"* Tornado 
* Balcony Break
* Chip damage on block (12)";trn bbr chp;;Jack-8-f,F+4;Rocket Kick;;;File:t8-p2-jack-8-f,f+4.mp4
f,F+1+2;m;20;i15;-15;+22cs;;"*
Homing";hom;;Jack-8-f,F+1+2;;;;
f,F+1+2,2;m, m;20, 24;i15, i32;-11;+11a (+2);;"*
Balcony Break
* Combos from 1st hit";bbr;;Jack-8-f,F+1+2,2;Cross Cut Blast;;;File:t8-p2-jack-8-f,f+1+2,2.mp4
f,F+1+2,1+2;m, l;20, 21;i15, i28;-19;+13d;;High crush;cs;;Jack-8-f,F+1+2,1+2;High and Low Cross Cut;;;File:t8-p2-jack-8-f,f+1+2,1+2.mp4
f,F+1+4;m (l);25;i21;-82;-88;;"* Low attack on landing 
(-110 oB, -65 oH)
Low crush";js;;Jack-8-f,F+1+4;Sliding Attack;;;File:t8-p2-jack-8-f,f+1+4.mp4
uf,n,2;m;28;i32;-1c;+10c;;"*
Low crush";js;;Jack-8-uf,n,2;;;;
f,f,F+2;m;25;i22;+6;+10;;"* Chip damage on block (7)
* Guarantees i10 moves on hit
* Alternate input wr2";chp;;Jack-8-f,f,F+2;Cemaho Chop;;;File:t8-p2-jack-8-f,f,f+2.mp4
f,f,F+1+2;m;34;i20~23;+4;+7a (-2);;"* Balcony Break
* Chip damage on block (10)
* Alternate input wr1+2";bbr chp;;Jack-8-f,f,F+1+2;Mimesis Charging Tackle;;;File:t8-p2-jack-8-f,f,f+1+2.mp4
ws1;m;14;i15;-13;+34a (+24);;*;;;Jack-8-ws1;Killing Uppercut;;;File:t8-p2-jack-8-ws1.mp4
ws2;m;10;i14;-7;+4;;*;;;Jack-8-ws2;;;;
ws2,1;m, m;10, 17;i14, i15;-14c;+3d;+49a;* Combos from 1st hit;;;Jack-8-ws2,1;V-Twin;;;
ws2,4;m, h;10, 26;i14, i16;+4;+21a (+11);;"* Balcony Break
* Combos from 1st hit
* Chip damage on block (7)";bbr chp;;Jack-8-ws2,4;V-Deathblow;;;File:t8-p2-jack-8-ws2,4.mp4
ws4;m;20;i11;-6;+5;;*;;;Jack-8-ws4;Toe Smash;;;File:t8-p2-jack-8-ws4.mp4
ws1+2;m;14;i20;-15;+26a (+16);;*;;;Jack-8-ws1+2;;;;
ws1+2,1+2;m, m;14, 12;i20, i17;-15;+15d;;"* Floor Break
* Combos from 1st hit";fbr;;Jack-8-ws1+2,1+2;;;;
ws1+2,1+2,1+2;m, m, l;14, 12, 14;i20, ,i27;-23;+6d;;"* Balcony Break
* Combos from 1st hit";bbr;;Jack-8-ws1+2,1+2,1+2;Double Hammer Thrash;;;File:t8-p2-jack-8-ws1+2,1+2,1+2.mp4
ss1;m;23;i32;+6c;+59a;;;;;Jack-8-ss1;Discharger;;;File:t8-p2-jack-8-ss1.mp4
ss2;h;20;i17;+9;+35d (+27);;"* Balcony Break
* Transition to GMH with D
** (+9 oB, +35d (+27) oH)
* Chip damage on block (6)";bbr chp;GMH;Jack-8-ss2;Piston Gun Snipe;;;File:t8-p2-jack-8-ss2.mp4
FC.1;l;10;i19;-8;+3;;"*
High crush 1";cs1;FC;Jack-8-FC.1;;rFC;;
FC.1,1;l, l;10, 14;i19, i31;-12;+5;;"*
High crush";cs;FC;Jack-8-FC.1,1;Double Low Hammer;rFC;;File:t8-p2-jack-8-fc.1,1.mp4
FC.1,2;l, m;10, 24;i19, i32;-11;+11a (+2);+43a (-4);* Balcony Break;bbr;FC;Jack-8-FC.1,2;Megaton Strike;rFC;;File:t8-p2-jack-8-fc.1,2.mp4
FC.2;s;8;i11;-4;+7;;"* Alternate input d+2
High crush 1";cs1;FC;Jack-8-FC.2;;rFC;;
FC.2,1;s, l;8, 6;i11, i24;-14;-3;;"* Alternate input d+2,1
Combos from 1st hit
First two hits of 10 hit combo";;FC;Jack-8-FC.2,1;;rFC;;
FC.3;l;12;i20;-17;-6;;"* Alternate input d+3
High crush 1";cs1;FC;Jack-8-FC.3;;rFC;;
FC.4;l;10;i16;-15;-4;;"* Alternate input d+4
High crush 1";cs1;FC;Jack-8-FC.4;;rFC;;
FC.1+2;l;21;i24;-15;+13d;;"* Alternate input FC.db+1+2
High crush 1";cs1;FC;Jack-8-FC.1+2;;rFC;;
FC.1+2,1+2;l, m;21, 23;i24, i40;-18;+42a (+32);;* Combos from 1st hit;;;Jack-8-FC.1+2,1+2;Low Cross Combo;;;File:t8-p2-jack-8-fc.1+2,1+2.mp4
FC.db+1;l;14;i14;-11;+3;;"*
High crush 1";cs1;FC;Jack-8-FC.db+1;;rFC;;
FC.db+1,1;l, m;14, 10;i14, i24;-6;+5;;"*
High crush";cs;FC;Jack-8-FC.db+1,1;;rFC;;
FC.db+1,1,1;l, m, m;14, 10, 20;i14, ,i20;-14;+9a;;"* Balcony Break
* Can be charged to power up";bbr;;Jack-8-FC.db+1,1,1;Pulverizer;;;File:t8-p2-jack-8-fc.db+1,1,1.mp4
FC.db+1,1,1*;l, m, m;14, 10, 30;i14, ,i34;-6;+15a (+7);;"* Balcony Break
* Chip damage on block (12)";bbr chp;;Jack-8-FC.db+1,1,1*;Pulverizer (charged);;;
FC.df+1;m;5;i23;-21;-11c;;*;;;Jack-8-FC.df+1;;;;
FC.df+1,2;m, m;5, 8;i23, i16;-21;-11c;;* Combos from 1st hit;;;Jack-8-FC.df+1,2;;;;
FC.df+1,2,1;m, m, m;5, 8, 11;i23, ,i16;-11;+16cs;;* Combos from 1st hit;;;Jack-8-FC.df+1,2,1;;;;
FC.df+1,2,1,1;m, m, m, h;5, 8, 11, 30;i23, ,i21;+15;+13BT;;* Guard Break;;;Jack-8-FC.df+1,2,1,1;Windmill Punches;;;File:t8-p2-jack-8-fc.df+1,2,1,1.mp4
FC.df+2;m;12;i17;-13;-2;;"*
High crush";cs;FC;Jack-8-FC.df+2;;rFC;;
FC.df+2,1;m, m;12, 10;i17, i26;-4;+7;;"*
High crush";cs;FC;Jack-8-FC.df+2,1;;rFC;;
FC.df+2,1,2;m, m, m;12, 10, 10;i17, ,i27;-12;+29a (+19);;"*
High crush";cs;FC;Jack-8-FC.df+2,1,2;Swing R Knuckle;rFC;;File:t8-p2-jack-8-fc.df+2,1,2.mp4
FC.df+2,d+1;m, l;12, 8;i17, i22;-11;+0;;"* Balcony Break
* Combos from 1st hit
High crush";bbr cs;FC;Jack-8-FC.df+2,d+1;Swing R Knuckle Low;rFC;;File:t8-p2-jack-8-fc.df+2,d+1.mp4
FC.df+2,f+1;m, h;12, 23;i17, i19;-4;+32a;;"* Balcony Break
* Combos from 1st hit
High crush";bbr cs;FC;Jack-8-FC.df+2,f+1;Swing R Knuckle High;rFC;;File:t8-p2-jack-8-fc.df+2,f+1.mp4
FC.df+4;m;10;i12;-12;+4;;*;;;Jack-8-FC.df+4;;;;
FC.df+4,2;m, m;10, 17;i12, i20;-14;+4c;+19d;*;;;Jack-8-FC.df+4,2;Mimesis Spike Press;;;File:t8-p2-jack-8-fc.df+4,2.mp4
FC.df+3+4;m;28;i21;-9;+1a (-8);+33a (-14);* Balcony Break;bbr;;Jack-8-FC.df+3+4;Atomic Shoulder Tackle;;;File:t8-p2-jack-8-fc.df+3+4.mp4
GMC.1;m;22;i22;-6;+73a (+57);;"* Homing
* * Partially uses remaining Heat time
* Chip damage on block (4)";hom chp;;Jack-8-GMC.1;Jaguar Hook - Gamma;;;File:t8-p2-jack-8-gmc.1.mp4
GMC.2;h;42;i20 pc1;+11;+31a (+5);;"* Tornado
* Guard Break
* Balcony Break
* Partially uses remaining Heat time
* Chip damage on block (4)
Power crush 1";trn bbr chp pc1;;Jack-8-GMC.2;Exaton Blast - Gamma;;;File:t8-p2-jack-8-gmc.2.mp4
