Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
2;h;10;i12;+0;+9;;;;;;r18;;File:t8-p2-leroy-2,1,2,1.mp4;Leroy-2;leroy
2,1;h, m;10, 12;i12, i12~13;-7~-6;+4~+5;;"* Elbow
* Jail from 1st block";elb;;;r10;;File:t8-p2-leroy-2,1,2,1.mp4;Leroy-2,1;leroy
2,1,2;h, m, h;10, 12, 17;i12, ,i20~21;-7~-6;+4~+5;;"Elbow
* Strong Attack Reversal
* Follow-up after successful parry with input 1 or 2
* Delayable
* Combo from 2nd hit CH
* Parry state 2~16";elb ps2~16;;;;;File:t8-p2-leroy-2,1,2,1.mp4;Leroy-2,1,2;leroy
2,1,2,1;h, m, h, m;10, 12, 17, 21;i12, ,i21~23;-13~-11;+16a(-1)~+18a(+3);+30a(+20);"* Balcony Break
* Tornado
* Elbow
* Combo from 3rd hit
* Delayable";bbr trn elb;;Claws of Fury;;;File:t8-p2-leroy-2,1,2,1.mp4;Leroy-2,1,2,1;leroy
2,2;h, h;10, 20;i12, i25~26;-7~-6;+7~+8;;"* Elbow
* chip damage on block";elb chp;;Needle Elbow;;;File:t8-p2-leroy-2,2.mp4;Leroy-2,2;leroy
3;m;14;i15;-8;+3;;;;;;;;File:t8-p2-leroy-3,3.mp4;Leroy-3;leroy
3,3;m, L;14, 13;i15, i18;-14;+2;+15d;"* Delayable
* Combo from 1st hit";;;Hissing Snake;;;File:t8-p2-leroy-3,3.mp4;Leroy-3,3;leroy
4;h;15;i12;-11;0;;;;;;;;File:t8-p2-leroy-4,4.mp4;Leroy-4;leroy
4,4;h, m;15, 13;i12, i15~16;-13~-12;+3~+4;;Combo from 1st hit;;;Falling Bamboo;;;File:t8-p2-leroy-4,4.mp4;Leroy-4,4;leroy
1+2;h,h,h;9;i14;-2;4;;* Power up during Heat (partially uses remaining Heat time);;;;;;File:t8-p2-leroy-1+2,1+2,1.mp4;Leroy-1+2;leroy
1+2,1+2;h,h,h, h,h,h;9, 9;i14, i9;-2;7;;"* Power up during Heat (partially uses remaining Heat time)
* Combo from 1st hit
* jails";;;;;;File:t8-p2-leroy-1+2,1+2,1.mp4;Leroy-1+2,1+2;leroy
1+2,1+2,1;h,h,h, h,h,h, m;9, 9, 20;i14, ,i17~18;-17~-16;+7a(-2)~+8a(-1);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Elbow
* Combo from 1st hit
* Delayable
* jails";he bbr elb;;Chain Punch: Stem;;;File:t8-p2-leroy-1+2,1+2,1.mp4;Leroy-1+2,1+2,1;leroy
1+4;L;16;i100~279;-26~+153;+24~+203;;"* 1 chip damage on block
* Power up during Heat (Consumes 150F? of remaining Heat time)
** +70a~249a on hit";;;Go Sugar;;;File:t8-p2-leroy-1+4.mp4;Leroy-1+4;leroy
3+4;sp;;;;;;"* Auto low parry starting of frame 3
* Transition to n with HRM.3+4
* Parry state 3";ps3;HRM;Hermit;HRM;;;Leroy-3+4;leroy
3+4;sp;;;;;;"* Auto Strong Attack low parry
* Stays indefinitely in stance
* Transition to r16 standing with HRM.3+4
** Recovers in standing guard after 6F?
* Parry state 3~";ps3~;;Hermit;r17;;;Leroy-3+4;leroy
f+2;h;15;i14~16;-9~-7;+2~+4;;"* Elbow
* Has good left sidestep tracking";elb;;;r26;;File:t8-p2-leroy-f+2,3,4.mp4;Leroy-f+2;leroy
f+2,3;h, m;15, 15;i14~16, i18;-10;+2;;"* Combo from 1st hit with 10F delay
* Interrupt with i1 from 1st block
* Move can be delayed by 10F
* Input can be delayed by 11F";;;;r30;;File:t8-p2-leroy-f+2,3,4.mp4;Leroy-f+2,3;leroy
f+2,3,4;h, m, m;15, 15, 20;i14~16, ,i21~22;-9;+8;+14;"* Knee
* Transition to HRM
* Combo from 2nd CH with 11F delay
* Interrupt with i5 from 1st block
* Move can be delayed by 10F
* Input can be delayed by 15F";kne;HRM,HRM;Lone Dragon Storm;r29 HRM;;File:t8-p2-leroy-f+2,3,4.mp4;Leroy-f+2,3,4;leroy
f+3;m;14;i14~15;-7~-6;+7~+8;;"* Knee
* Alternative input: ws3";kne;;;r25;;File:t8-p2-leroy-f+3,1+2,4.mp4;Leroy-f+3;leroy
f+3,1+2;m, h,h,h;14, 5,5,5;i14~15, i13,i9,i7;-8;-6;;"* Jail from 1st block with 1F delay
* Combo from 1st CH with 1F delay
* Power up during Heat (18dmg, 12 chip damage)
* Consumes 120F of remaining Heat Time
* Move cannot be delayed
* Input can be delayed by 1F";;;;r31;;File:t8-p2-leroy-f+3,1+2,4.mp4;Leroy-f+3,1+2;leroy
f+3,1+2,4;m, h,h,h, m;14, 5,5,5, 20;i14~15, ,i20~21;-16~-15;+13a (+6);;"* Tornado
* Jail from 1st block with 1F delay
* Combo from 1st CH or 2nd hit with 1F delay
* Move cannot be delayed
* Input can be delayed by 1F";trn;;Strike of the Five Precepts;r36;;File:t8-p2-leroy-f+3,1+2,4.mp4;Leroy-f+3,1+2,4;leroy
f+4;m;14;i16~17;-9~-8;+4;;;;;;r30;;File:t8-p2-leroy-f+4,4.mp4;Leroy-f+4;leroy
f+4,4;m, h;14, 24;i16~17, i28~30;-6;+20a (+11);;"* Heat Engager

* Heat Dash +5, +62a (+42)

* Balcony Break
* Combo from 1st hit with 6F delay
* Interrupt with i6 from 1st block
* Low crush 17~29
* Floating state 30~32";he bbr js17~29 fs30~32;;Lao Weng Xuan Feng Jiao;r28;;File:t8-p2-leroy-f+4,4.mp4;Leroy-f+4,4;leroy
f+1+2;m;20;i17~18;-13;+20a (+15);;"* Balcony Break
* Elbow
* -9 and 8 chip damage on block after absorption
* Power crush 7~16";bbr elb pc7~16;;Dragon Elbow Crash;r35;;File:t8-p2-leroy-f+1+2.mp4;Leroy-f+1+2;leroy
f+2+3;m,m,m;10,10,15;i16~17 i24 i26~27;-7;+73a;;"* Weapon
* Only once per match
* chip damage on block";wpn chp;;Master's Lesson;;;File:t8-p2-leroy-f+2+3.mp4;Leroy-f+2+3;leroy
df+1;m;10;i13~14;-6;+5;;;;;;r24;;File:t8-p2-leroy-df+1,4.mp4;Leroy-df+1;leroy
df+1,4;m, m;10, 16;i13~14, i18;-9;+3;;"* Transition to HRM
* Combo from 1st hit with 3F delay
* Move can be delayed by 1F
* Input can be delayed by 3F";;HRM,HRM;Chopping Snap Kick;r29 HRM;;File:t8-p2-leroy-df+1,4.mp4;Leroy-df+1,4;leroy
df+1,1+2;m, h,h,h;10, 3,3,3;i13~14, i14,i6 (i7),i6 (i7);-2;+4;;"* Combo from 1st hit
* Power up during Heat (Consumes 150F of remaining Heat time)
** 12 damage on hit, and 6 chip damage on block";;;;r21;;File:t8-p2-leroy-df+1,1+2,2.mp4;Leroy-df+1,1+2;leroy
df+1,1+2,2;m, h,h,h, m;10, 3,3,3, 17;i13~14, ,i24;-10;+3;+33a (+25);"* Combo from 1st or 4th CH with 1F delay
* Move cannot be delayed
* Input can be delayed with 1F
* Parry state 4~12";ps4~12;;Admonishment Whirl;r32;;File:t8-p2-leroy-df+1,1+2,2.mp4;Leroy-df+1,1+2,2;leroy
df+2;m;7;i15~16;-6;+6;;;;;;r25;;File:t8-p2-leroy-df+2,1+2.mp4;Leroy-df+2;leroy
df+2,1+2;m, h,m;7, 5,10;i15~16, i19~20, i11~12;-18;+33a (+23);;"* Jail from 1st block
* Combo from 1st hit";;;Rising Dragons;r40;;File:t8-p2-leroy-df+2,1+2.mp4;Leroy-df+2,1+2;leroy
df+3;m;14;i16;-11;+0;;;;;;r30;;File:t8-p2-leroy-df+3,1,1+2.mp4;Leroy-df+3;leroy
df+3,1;m, h;14, 12;i16, i16~17;+0;+6;;"* Combo from 1st hit
* Leads to 10-hit string";;;;r18;;File:t8-p2-leroy-df+3,1,1+2.mp4;Leroy-df+3,1;leroy
df+3,1,1+2;m, h, m;14, 12, 25;i16, ,i20~21;-13;+34d (+13);;"* Balcony Break
* Combo from 1st hit CH
* Combo from 2nd hit CH with 5F delay
* Move can be delayed by 12F
* Input can be delayed by 14F";bbr;;Poison Strike;r36;;File:t8-p2-leroy-df+3,1,1+2.mp4;Leroy-df+3,1,1+2;leroy
df+4;m;14;i13;-6;+6;;Transition to HRM;;HRM,HRM;;r26 HRM;;File:t8-p2-leroy-df+4,3.mp4;Leroy-df+4;leroy
df+4,3;m, m;14, 14;i13, i20~21;-9;+7;+37d (+29);"* Knee
* Combo from 1st hit CH with 7F delay
* Move can be delayed by 3F
* Input can be delayed by 7F
* Interrupt with i3 from 1st block";kne;;Snap Kick Knee;r27;;File:t8-p2-leroy-df+4,3.mp4;Leroy-df+4,3;leroy
df+3+4;h;23;i18~19;-2;+70a(+54)~+71a(+55);;"* Tornado
* 9 chip damage on block
* Has jab evasion properties
* Recovers 3F faster on hit (t52 r33)
* Low crush 18~31
* Floating state 32~34";trn js18~31 fs32~34;;Jawbreaker Bow Kick;r36;;File:t8-p2-leroy-df+3+4.mp4;Leroy-df+3+4;leroy
d+1;sl;5;i10;-5;+6;;* High crush;cs;;;;;File:t8-p2-leroy-d+1,2,4.mp4;Leroy-d+1;leroy
d+1,2;sl, m;5, 8;i10, i15~16;-10~-9;-1~0;;Combos from 1st hit CH;;;;;;File:t8-p2-leroy-d+1,2,4.mp4;Leroy-d+1,2;leroy
d+1,2,4;sl, m, m;5, 8, 11;i10, ,i15;-9;+3;;"* Transition to HRM
* Combos from 2nd hit";;HRM,HRM;Ru Huan Snap Kick;HRM;;File:t8-p2-leroy-d+1,2,4.mp4;Leroy-d+1,2,4;leroy
d+2;L;11;i15~16;-13~-12;-2~-1;+3~+4;* High crush;cs;;;;;File:t8-p2-leroy-d+2,4.mp4;Leroy-d+2;leroy
d+2,4;L, L;11, 11;i15~16, i24~25;-13~-12;-2c;+38d;* High crush;cs;;Falling Fist Sweep;;;File:t8-p2-leroy-d+2,4.mp4;Leroy-d+2,4;leroy
d+3;L;8;i16;-13;-2;;;;;;;;File:t8-p2-leroy-d+3,2.mp4;Leroy-d+3;leroy
d+3,2;L, h;8, 11;i16, i24~25;-3~-2;+8~+9;;"* Transition to HRM
* Combos from 1st hit";;HRM,HRM;Twin Snake Strike;HRM;;File:t8-p2-leroy-d+3,2.mp4;Leroy-d+3,2;leroy
d+4;L;9;i14~15;-12~-11;-1~0;;;;;;r20;;File:t8-p2-leroy-d+4,4.mp4;Leroy-d+4;leroy
d+4,4;L, m;9, 16;i14~15, i18~19;-11~-10;+1~+2;;"* Transition to HRM
* Combos from 1st hit CH";;HRM,HRM;Razor Kick;HRM;;File:t8-p2-leroy-d+4,4.mp4;Leroy-d+4,4;leroy
d+1+2;m;21;i17~18;-4~-3;+6c;;"* Heat Engager

* Heat Dash +5, +67a (+50)";he;;Chanhui Zhang;r32;;File:t8-p2-leroy-d+1+2.mp4;Leroy-d+1+2;leroy
db+1;m;12;i16~17;-9~-8;+1~+2;;;;;;;;File:t8-p2-leroy-db+1,2.mp4;Leroy-db+1;leroy
db+1,2;m, M;12, 20;i16~17, i21~22;-12~-11;+17a(+0);;"* Tornado
* Balcony Break
* Combo from 1st hit";trn bbr;;Shadow Ram Punch;;;File:t8-p2-leroy-db+1,2.mp4;Leroy-db+1,2;leroy
db+1,3;m, h;12, 17;i16~17, i18~19;+0~+1;+8~+9;+31a;"* delayable
* Combo from 1st hit";;;Shadow Raccoon Swing;;;File:t8-p2-leroy-db+1,3.mp4;Leroy-db+1,3;leroy
db+1,1+2;m, m;12, 25;i16~17, i21~22;-10~-9;+23a (+18);+41a;"* Balcony Break
* Combo from 1st hit CH";bbr;;Shadow Double Fist Punch;;;File:t8-p2-leroy-db+1,1+2.mp4;Leroy-db+1,1+2;leroy
db+3;L;12;i20~21;-8~-7;+5~+6;+14c;"Transition to HRM
* High crush 6~39";cs6~39;HRM,HRM;Amputation Kick;HRM;;File:t8-p2-leroy-db+3.mp4;Leroy-db+3;leroy
db+4;L;13;i17;-15;-4c;+36d;* High crush 6~51;cs6~51;FC;Fan Sweep;FC;;File:t8-p2-leroy-db+4.mp4;Leroy-db+4;leroy
db+1+2;m;25;i32~33;-11~-10;+36d (+15);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Punch and kick Sabaki
* 7 chip damage on block
* Parry state 4~20";he bbr ps4~20;;Tan Sau Shui Yue Tu;;;File:t8-p2-leroy-db+1+2.mp4;Leroy-db+1+2;leroy
db+2+3;L,M;10,14 (9);i20~21 i15~16;-14;+67a (+51);;"* Weapon
* Tornado
* Only once per match
* chip damage on block
* Tracks to both sides effectively homing";wpn trn chp;;Master's Sermon;;;File:t8-p2-leroy-db+2+3.mp4;Leroy-db+2+3;leroy
b+1;h;17;i13;-6;+5;;"Shifts to throw ""Knee Snap"" on front grounded CH";;;Hermit's Fist;;;File:t8-p2-leroy-b+1.mp4;Leroy-b+1;leroy
b+2;sp;;;;;;"* Parry
* Becomes Superior Twin Dragon Gate upon perfect parry (ps5~6 or ps3~4 from HRM)
* Is ps3~15 from HRM.b+2
* Shift to r7 t34 on successful parry
** Can perform Twin Dragon Thunderclap and Chain Punch: Branch
** Recover to r16 standing with any input
** Can automatically parry successive hits (ps1~34) and return to r7 t34 on each hit
** Successive hits recover 15F of remaining Heat time
* Parry state 5~15";ps5~15;;Twin Dragon Gate;r30;;;Leroy-b+2;leroy
b+3;h;27;i22~23;+9~+10;+16~+17c;;"* Balcony Break
* Homing
* Strong Aerial Tailspin
* Transition to HRM
* Cancel to HRM with 3+4
* chip damage on block";bbr hom chp;HRM,HRM,HRM;Beheading Back Kick;HRM;;File:t8-p2-leroy-b+3.mp4;Leroy-b+3;leroy
b+4;m;16;i17~18;-9;+4;;Homing;hom;;Zhuan Shen Jiao;;;File:t8-p2-leroy-b+4.mp4;Leroy-b+4;leroy
b+1+2;m;17;i12;-10;+2;+60a;* Crumple stun +14F after CH;;;Outcast Arrow;r38;;File:t8-p2-leroy-b+1+2.mp4;Leroy-b+1+2;leroy
b+3+4;M,th;21,25;i18~19;-8;+7;;"* Balcony Break
* Shifts to throw on airborne hit (+0d)";bbr;;Earth Sunder Chain;r37;;File:t8-p2-leroy-b+3+4.mp4;Leroy-b+3+4;leroy
ub+2;m;17;i20;-10;+3;+33d (+25);"* Has punch parry effect
* +33d (+25) on successful parry
* Parry state 4~12";ps4~12;;Enter the Dragon;;;File:t8-p2-leroy-ub+2.mp4;Leroy-ub+2;leroy
uf+1;h;17;i16~17;-9;+5;;"* Strong Attack Reversal
* Follow-up upon successful reversal with input 1 or 2
* Parry state 6~13";ps6~13;;Pulsing Fist;;;File:t8-p2-leroy-uf+1.mp4;Leroy-uf+1;leroy
uf+2;m;25;i24~25;+1;+10a (+1);;"* Balcony Break
* Alternate input: u+2
* chip damage on block
* Low crush";bbr chp js;;Zhuan Shen Long Fang Quan;;;File:t8-p2-leroy-uf+2.mp4;Leroy-uf+2;leroy
uf+3;m;25;i20~24;-8;+14a (+5);;"* Balcony Break
* Alternate input: ub+3 or u+3
* Low crush";bbr js;;Floating Kick;;;File:t8-p2-leroy-uf+3.mp4;Leroy-uf+3;leroy
uf+4;m;22;i23~25;-8~-6;+21a;;"Alternate input: ub+4 or u+4
* Low crush 9";js9;;Floating Axe Drop;;;File:t8-p2-leroy-uf+4.mp4;Leroy-uf+4;leroy
uf+3+4;m,m;8,10;i14~15,i10~11;-14;+16a;;Balcony Break;bbr;;;js;;File:t8-p2-leroy-uf+3+4,1+2.mp4;Leroy-uf+3+4;leroy
uf+3+4,1+2;m,m, m;8,10, 17 (11);i14~15,i10~11, i30~31;-13;+23a (+13);;"* Balcony Break
* Combos from 1st hit";bbr;;Biting Dragons;;;File:t8-p2-leroy-uf+3+4,1+2.mp4;Leroy-uf+3+4,1+2;leroy
1+2+3+4;sp;;;;;;;;;Ki Charge;;;File:t8-p2-leroy-1+2+3+4.mp4;Leroy-1+2+3+4;leroy
CH b+1;h,th;20,25;i13;;+0d;;;;;Knee Snap;;;;Leroy-CH b+1;leroy
P:b+2;sp;;;;;;"* Alternate input: P:HRM.b+2
* Parry
* Performed when opponent attack connects on ps5~6 (ps3~4 from HRM)
* Shift to r7 t34 on successful parry
** Can perform Twin Dragon Thunderclap and Superior Chain Punch: Branch
** Recover to r16 standing with any input
** Can automatically parry successive hits (ps1~34) and return to r7 t34 on each hit
** Successive hits recover 15F of remaining Heat time";;;Superior Twin Dragon Gate;;;;Leroy-P:b+2;leroy
P:b+2,1;m;40;i13,i;-10;+29a;;"* Elbow (last two hits)
* Alternate input: P:b+2,2
* Power up during Heat (recovers heat)";;;Superior Chain Punch: Branch;;;;Leroy-P:b+2,1;leroy
d,df,f+3+4,F;m!;80;i56~57;;-1~0d;;"* Strong Attack Reversal
* Follow-up upon successful reversal with input 1 or 2 to Chain Punch: Branch
* Parry state 20~60";ps20~60;;Piercing Charge;;;File:t8-p2-leroy-qcf+3+4,f.mp4;Leroy-qcf+3+4,F;leroy
f,F+2;m;8;i14~15;-11~-10;0~+1;;;;;;;;File:t8-p2-leroy-f,f+2,2.mp4;Leroy-f,F+2;leroy
f,F+2,2;m, m;8, 13;i14~15, i17~18;-15~-14;+55~+56;;Combos from 1st hit;;;Cleansing Arrow;;;File:t8-p2-leroy-f,f+2,2.mp4;Leroy-f,F+2,2;leroy
f,F+3;h;20;i18~23;-2~+3;+33d;;"* Strong Aerial Tailspin
* Balcony Break
* 6 chip damage on block
* Low crush";bbr js;;Viper Bow Kick;;;File:t8-p2-leroy-f,f+3.mp4;Leroy-f,F+3;leroy
f,F+4;m;16;i16~17;-4~-3;+9~+10g;;Transition to HRM;;HRM,HRM;;HRM;;File:t8-p2-leroy-f,f+4,2.mp4;Leroy-f,F+4;leroy
f,F+4,2;m, m;16, 21;i16~17, i27~28;-14~-13;+34a (+19);+43a (-33);"* Tornado
* Combos from 1st hit 
* Has evasive properties";trn;;Sacrum Severance;;;File:t8-p2-leroy-f,f+4,2.mp4;Leroy-f,F+4,2;leroy
qcf+2;h;20;i16~17;-6~-5;+29a (+22);;"* Elbow
* 4 chip damage on block";elb;;Chakra Elbow;;;File:t8-p2-leroy-qcf+2.mp4;Leroy-qcf+2;leroy
uf,n,4;m;20;i23~25;-13;+32a (+22);;* Low crush;js;;Delayed Rising Toe Kick;;;File:t8-p2-leroy-uf,n,4.mp4;Leroy-uf,n,4;leroy
f,f,F+3;m;30;i24~27;+6~+9;+15c;;"* Balcony Break
* 9 chip damage on block
* Forces tech backroll on hit
* Low crush";bbr js;;Dragon's Heel;;;File:t8-p2-leroy-f,f,f+3.mp4;Leroy-f,f,F+3;leroy
ws1;m;14;i13~14;-7;+3;;Elbow;elb;;;;;File:t8-p2-leroy-ws1,4.mp4;Leroy-ws1;leroy
ws1,4;m, m;14, 16;i13~14, i21;-9;+3;;"* Transition to HRM
* Combos from 1st hit";;HRM,HRM;Elbow Slash Snap Kick;HRM;;File:t8-p2-leroy-ws1,4.mp4;Leroy-ws1,4;leroy
ws2;m;21;i15~16;-14;+51a;;;;;Arrow Shower;;;File:t8-p2-leroy-ws2.mp4;Leroy-ws2;leroy
ws4;m;16;i11~12;-6;+5;;;;;Toe Smash;;;File:t8-p2-leroy-ws4.mp4;Leroy-ws4;leroy
SS.4;L;17;i18~19;-12;+4;+14;* Can be delayed;;;Lone Dragon Slice;;;File:t8-p2-leroy-ss.4.mp4;Leroy-SS.4;leroy
SS.1+2;h,h,h;3, 3, 20;i14, i6, i6;+7;+25g;;"* Balcony Break
* Opponent recovers crouching on hit
* 8 chip damage on block
* Power up during Heat (partially uses remaining Heat time)";bbr;;Chain Punch: Seed;r30;;File:t8-p2-leroy-ss.1+2.mp4;Leroy-SS.1+2;leroy
SS.3+4;m,m;20,6;i20~21, i9~10;+3;+8;;"* Transitions to HRM
* Low crush 23~36";js23~36;HRM;Lone Dragon Tempest;HRM;;;Leroy-SS.3+4;leroy
FC.df+4;L;14;i15~16;-13~-12;-2~-1;+3~+4;* High crush;cs;;;;;File:t8-p2-leroy-fc.df+4,1.mp4;Leroy-FC.df+4;leroy
FC.df+4,1;L, m;14, 15;i15~16, i20~21;-13~-12;+31a (+21);;Combos from 1st hit CH;;;Reverse Cross Kick;;;File:t8-p2-leroy-fc.df+4,1.mp4;Leroy-FC.df+4,1;leroy
(back to wall).b,b,UB;m;21;i35~38;+1;+34d;;"* Floating state 5~7
* is8~24
* Floating state 25~33
* Low crush 34~37
* Floating state 38~40";fs5~7 is8~24 fs25~33 js34~37 fs38~40;BT;Wall Jump Backflip;r17 BT;;;Leroy-(back to wall).b,b,UB;leroy
HRM.1;m;17;i24~25;-10~-9;+0~+1;;"* Sabaki: parries high or mid punches or kicks
** Shift to HRM.1,2 on successful parry
* Parry state 3~12";ps3~12;;Tan Zhang;r31;;File:t8-p2-leroy-hrm.1.mp4;Leroy-HRM.1;leroy
HRM.1,2;m, h;17, 17;i24~25, i20~21;-3;+28g;+59a;"* Elbow
* Jail from 1st block with no delay
* Duckable
* Combo from 1st hit with 11F delay
* Combo from 1st hit on successful parry
* Move can be delayed by 10F
* Input can be delayed by 11F";elb;;Tan Zhang Lian Zhao;r26;;File:t8-p2-leroy-hrm.1.mp4;Leroy-HRM.1,2;leroy
HRM.2;h;14;i12~13;-2;+5~+6;;;;;;r24;;File:t8-p2-leroy-hrm.2,3.mp4;Leroy-HRM.2;leroy
HRM.2,3;h, h;14, 23;i12~13, i24~25;-9~-8;+16a (-1);+34a;"* Tornado
* 9 chip damage on block
* Combo from 1st hit with 5F delay
* Move can be delayed by 10F
* Low crush 22~35
* Floating state 36~38";trn js22~35 fs36~38;;Double Jawbreaker;r36;;File:t8-p2-leroy-hrm.2,3.mp4;Leroy-HRM.2,3;leroy
HRM.3;L;8;i16;-13;-2;;-2c on crouching opponents;;;;r32;;File:t8-p2-leroy-hrm.3,4.mp4;Leroy-HRM.3;leroy
HRM.3,4;L, m;8, 16;i16, i22~23;-15~-14;+1~+2;;"* Combo from 1st hit
* Interrupt with i2 from 1st block";;;Stampeding Dragon;r34;;File:t8-p2-leroy-hrm.3,4.mp4;Leroy-HRM.3,4;leroy
HRM.4;M;13;i11~12;-7~-6;+7~+8;;Transition to HRM;;HRM,HRM;;r25 HRM;;File:t8-p2-leroy-hrm.4,1+2.mp4;Leroy-HRM.4;leroy
HRM.4,1+2;M, M,m;13, 5,20;i11~12, i24~25 i8~9;-14~-13;+27a (+12);;"* Tornado
* Combo from 1st hit with 3F delay
* Interrupt with i8 from 1st block
* Move cannot be delayed
* Input can be delayed by 3F";trn;;Cautious Dragon;r37;;File:t8-p2-leroy-hrm.4,1+2.mp4;Leroy-HRM.4,1+2;leroy
HRM.1+2;m,h,h,h;3,3,3,3;i14, i5, i5, i5;-2;+5;;"* 12 damage total
* Power up during Heat (Consumes 150F of remaining Heat time)
* 16 damage on hit, and 8 chip damage on block";;;;r33;;File:t8-p2-leroy-hrm.1+2,1.mp4;Leroy-HRM.1+2;leroy
HRM.1+2,1;m,h,h,h, m;3,3,3,3, 20;i14, i5, i5, i5, i17~18;-17;+7a(-2);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Elbow
* Jail from 1st block with 11F delay
* Combo from 1st hit with 11F delay
* Move can be delayed by 10F
* Input can be delayed by 11F";he bbr elb;;Chain Punch: Root;r36;;File:t8-p2-leroy-hrm.1+2,1.mp4;Leroy-HRM.1+2,1;leroy
HRM.P;sp;15;;;+16;;Low parry;;;;;;;Leroy-HRM.P;leroy
HRM.SS;sp;;;;;;Can access sidestep moves;;;Nimble Shift;;;File:t8-p2-leroy-hrm.d.mp4;Leroy-HRM.d;leroy
HRM.b+1;M;21;i20~22;+4;+7c;+52a;6 chip damage on block;;;Prayer Fist;r32;;File:t8-p2-leroy-hrm.b+1.mp4;Leroy-HRM.b+1;leroy
HRM.b+3;L;12;i20~21;-26;-9;;-9c on crouching hit;;;;r38;;File:t8-p2-leroy-hrm.b+3,1+2.mp4;Leroy-HRM.b+3;leroy
