Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
uf+3,4;m, m;13, 13;i16~17, i10~12;-11;+30a (+20) / +21a (+14);;"* Less frame advantage occurs after Combo from last hit
* Panda: Very slightly increased vertical hitbox height on frames 11~12 (hits lower)
* Low crush 1~17
* Floating state 18~20";js1~17 fs18~20;;;;;File:t8-p2-kuma-uf+3,4,1+2.mp4;Kuma-uf+3,4;kuma
uf+3,4,1+2;m, m, M;13, 13, 22;i16~17, ,i18~19;-15;+16a / -2a;;"* Spike
* Transition to HBS with input D or 3+4
* Less frame advantage occurs after Combo from last hit";spk;HBS;Bear Double Hop Kick Combo;;;File:t8-p2-kuma-uf+3,4,1+2.mp4;Kuma-uf+3,4,1+2;kuma
uf+4;m;20;i29~30;-6;-10a (-20);;"* Balcony Break
* Low crush 9~30
* Floating state 31~33";bbr js9~30 fs31~33;;;;;File:t8-p2-kuma-uf+4,3.mp4;Kuma-uf+4;kuma
uf+4,3;m, m;20, 25;i29~30, i20~21;+7;+21a (+14);;"* Balcony Break
* Only connects on hit or block
* Recovers in FUFT
* Low crush";bbr js;;Kuma Hell Axle;;;File:t8-p2-kuma-uf+4,3.mp4;Kuma-uf+4,3;kuma
1+2+3+4;;;;;;;;;;Ki Charge;;;File:t8-p2-kuma-1+2+3+4.mp4;Kuma-1+2+3+4;kuma
b,f+2;h;26;i15~17;-5;+17a (+8);+62a (+42);"* Balcony Break
* 10 chip damage on block";bbr;;Anger Hook;r31;;File:t8-p2-kuma-b,f+2.mp4;Kuma-b,f+2;kuma
f,F+2;M;23;i19~21;-19;+45a (+35);;* High crush 8~18;cs8~18;;Demon Uppercut;r43;;File:t8-p2-kuma-f,f+2.mp4;Kuma-f,F+2;kuma
f,F+1+2;M;30;i37~38;+8 HBS;+52a HBS;;"* 9 chip damage on block
* Transition to HBS
* Transition to ROL r35 fs39~ with F (+5/+49a)
* Panda: Reduced vertical hitbox (does not hit as high)
* Low crush 9~35";js9~35;HBS,ROL,HBS;Falling Bear;r32 HBS;;File:t8-p2-kuma-f,f+1+2.mp4;Kuma-f,F+1+2;kuma
qcf+2;m;15;i17~18;-8;+3;;;;;;r29;;File:t8-p2-kuma-qcf+2,1.mp4;Kuma-qcf+2;kuma
qcf+2,1;m, m;15, 25;i17~18, i27;-10;+33a (+7);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* Combo from 1st hit with 5F delay
* Interrupt with i5";he bbr;;Grizzly Claws;r32;;File:t8-p2-kuma-qcf+2,1.mp4;Kuma-qcf+2,1;kuma
qcf+2,2;m, L;15, 22;i17~18, i33~34;-18c;+21d;;"* Interrupt with i11
* Move can be delayed by 5F
* 6 chip damage on block";;;Grizzly Claw Smash;r36;;File:t8-p2-kuma-qcf+2,2.mp4;Kuma-qcf+2,2;kuma
f,f,F+3;m;30;i22~23;+6;+13a (+3);;"* Balcony Break
* 9 chip damage on block
* Low crush 3~25
* Floating state 26~28";bbr js3~25 fs26~28;;Leaping Side Kick;r36;;File:t8-p2-kuma-f,f,f+3.mp4;Kuma-f,f,F+3;kuma
f,f,F+1+2;m;30;i20~24;+3;+9c;;"* Balcony Break
* Heat Engager

* Heat Dash +5, +36a (+26)

* 9 chip damage on block
* Transition to HBS with D or 3+4 (+3/+9c; does not shift when using Heat Dash)
* Forces tech backroll on hit
* Panda: shorter attack hitbox range, reduced vertical height (does not hit as deep or high)
* Low crush 21~35
* Floating state 36~38";bbr he js21~35 fs36~38;HBS;Rabid Bear;r35;;File:t8-p2-kuma-f,f,f+1+2.mp4;Kuma-f,f,F+1+2;kuma
ws1;m;13;i13~15;-11;+2;+7;;;;;;;File:t8-p2-kuma-ws1,2ss.mp4;Kuma-ws1;kuma
ws1,2;m, m;13, 20;i13~15, i18~19;-13;+6 (+20g);+18cg;"* Combo from 1st hit
* Hold 2 to power up, up to 2 charge levels
* Transition to HBS with input D or 3+4
* Tornado
* Wall Crush  +20g on hit


* Balcony Break on CH";trn wc;HBS;Killing Claws;;;;Kuma-ws1,2;kuma
ws1,2*;m, m;13, 28;i13~15, i33;-12;+18cg;+31a (-2);"* Combo from 1st CH
* Heat skips to Level 2 charge
* Transition to HBS with input D or 3+4 (-12/+18cg/+34a (-2))
* Balcony Break
* Tornado";bbr trn;HBS;Killing Claws;;;;Kuma-ws1,2*;kuma
ws1,2**;m, m;13, 38;i13~15, i44;+3;+27a (-9);;"* Transition to HBS with input D or 3+4
* Balcony Break
* Tornado
* Reversal Break
* chip damage on block
* Heat reduces charge length (consumes partial Heat time)";bbr trn rbr chp;HBS;Fresh Killing Claws;;;File:t8-p2-kuma-ws1,2ss.mp4;Kuma-ws1,2**;kuma
ws2;m;20;i15~16;-12;+29a (+19);;;;;Mad Angler;;;File:t8-p2-kuma-ws2.mp4;Kuma-ws2;kuma
ws3;m;21;i18~20;-9;+17 (+8);;"* Balcony Break
* Homing";bbr hom;;Spinning Bear Kick;;;File:t8-p2-kuma-ws3.mp4;Kuma-ws3;kuma
ws4;m;20;i11~12;-6;+5;;;;;Paw Smash;;;File:t8-p2-kuma-ws4.mp4;Kuma-ws4;kuma
SS.1+2;m;23;i22~23;-3;+6c;;"* 9 chip damage
* Transition to +12 +3 HBS with D";;HBS;Salmon Swipe;;;File:t8-p2-kuma-ss.1+2.mp4;Kuma-SS.1+2;kuma
FC.df+2;m;12;i18~19;-13;-2;;*;;;1st hit;r;;;Kuma-FC.df+2;kuma
FC.df+2,1;m, h;12, 12;i18~19, i18~20;-10~-8;+1~+3;;"* Combo from 1st hit
* Jail from 1st block";;;2nd hit;r27;;;Kuma-FC.df+2,1;kuma
FC.df+2,1,1+2;m, h, M;12, 12, 6;i18~19, ,i22~23;-17;-6;;* Interrupt with i6 from 2nd block;;;3rd hit;;;;Kuma-FC.df+2,1,1+2;kuma
FC.df+2,1,1+2,3;m, h, M, L;12, 12, 6, 5;i18~19, ,i32~33;-18;-7;;* Interrupt with i15 from 3rd block;;;4th hit;;;;Kuma-FC.df+2,1,1+2,3;kuma
FC.df+2,1,1+2,3,1+2;m, h, M, L, M;12, 12, 6, 5, 6;i18~19, ,i26~27;-19;-8;;"* Interrupt with i10 from 4th block
* Can SSR hit from 4th block";;;5th hit;;;;Kuma-FC.df+2,1,1+2,3,1+2;kuma
FC.df+2,1,1+2,3,1+2,3+4;m, h, M, L, M, m;12, 12, 6, 5, 6, 6;i18~19, ,i25~26;-12;-1;;"* Interrupt with i8 from 5th block
* Can SSL/SSR and SWL/SWR from 5th block
* Low crush 15~27
* Floating state ?
* High crush 28~";js15~27 fs? cs28~;HBS;6th hit;HBS;;;Kuma-FC.df+2,1,1+2,3,1+2,3+4;kuma
FC.df+2,1,1+2,3,1+2,3+4,1+2;m, h, M, L, M, m, m;12, 12, 6, 5, 6, 6, 7;i18~19, ,i55;-49;-38;;"* Interrupt float with i40? from 6th block
* Can SSL/SSR and SWL/SWR from 6th block
* Floating state 1~122";fs1~122;FUFT;7th hit;FUFT;;;Kuma-FC.df+2,1,1+2,3,1+2,3+4,1+2;kuma
FC.df+2,1,1+2,3,1+2,3+4,1+2,2;m, h, M, L, M, m, m, m;12, 12, 6, 5, 6, 6, 7, 6;i18~19, ,i20~22;-17;-6;;"* Interrupt with i21? from 7th block
* Can SSL/SSR and SWL/SWR from 7th block";;;8th hit;;;;Kuma-FC.df+2,1,1+2,3,1+2,3+4,1+2,2;kuma
FC.df+2,1,1+2,3,1+2,3+4,1+2,2,3;m, h, M, L, M, m, m, m, h;12, 12, 6, 5, 6, 6, 7, 6, 21;i18~19, ,i26;-21;+34a (+24);;"* Combo from 8th hit
* Interrupt with i8 from 8th block
* Can SSL/SSR and SWL/SWR from 8th block";;;9th hit;r40;;;Kuma-FC.df+2,1,1+2,3,1+2,3+4,1+2,2,3;kuma
FC.df+2,1,1+2,3,1+2,3+4,1+2,2,3,1;m, h, M, L, M, m, m, m, h, h;12, 12, 6, 5, 6, 6, 7, 6, 21, 35 (24);i18~19, ,i47;+11;+10c;;"* Balcony Break
* Aerial combo (+14a (+7)) from 8th or 9th hit
* Forces tech backroll on hit
* Interrupt with i33? from 9th block
* Can SSL/SSR and SWL/SWR from 9th block";bbr;;10 Hit Combo;r37;;;Kuma-FC.df+2,1,1+2,3,1+2,3+4,1+2,2,3,1;kuma
FDFA.1+2;l;10;i14~16;-12;+6;+6;"* Transition to HBS
* Move is airborne, requires strong parry
* Reverse direction when performed in FDFT";;HBS,HBS;Bear Butterfly;HBS;;;Kuma-FDFA.1+2;kuma
FUFA.1+2;M;15;i17~19;-2;+6;;"* Transition to HBS (Cannot cancel)
* Reverse direction when performed in FUFT";;HBS,HBS;Bear Backstroke;HBS;;;Kuma-FUFA.1+2;kuma
FUFT.d+1+2;m;21;i29~31;+18~+20;+37a;+37a;"* Transition to SIT (Cannot cancel)
* Reverse direction when performed in FUFA";;SIT,SIT;Get Up Punch;SIT;;;Kuma-FUFT.d+1+2;kuma
HBS.1;M;10;i12;-13;+5;+12;* Elbow;elb;;;r32;;File:t8-p2-kuma-hbs.1,2ss.mp4;Kuma-HBS.1;kuma
HBS.1,2;M, M;10, 23;i12, i24~25;-13;+6c;+13c;"* Combo from 1st hit with 20?F (charge) delay
* Hold 2 to power up, up to 2 charge levels
* Move can be delayed by 10F by holding 2";;FC;Honeycomb Spike;r35 FC;;;Kuma-HBS.1,2;kuma
HBS.1,2*;M, M;10, 23;i12, i33~34;-12;+13c;+49a;"* Combo from 1st CH with 30?F (charge) delay
* Move can be delayed by 9?F by holding 2
* Becomes HBS.1,2** during heat
* Consumes 240F? of remaining Heat time
* 9 chip damage on block";;FC;Honeycomb Spike;r35 FC;;;Kuma-HBS.1,2*;kuma
HBS.1,2**;M, M;10, 30;i12, i44~45;+3;+49a;;"* Reversal Break
* Replaces HBS.1,2*: i33~34 startup during Heat (t83? r36?)
* 12 chip damage on block";rbr;FC;Fresh Honeycomb Spike;r36 FC;;File:t8-p2-kuma-hbs.1,2ss.mp4;Kuma-HBS.1,2**;kuma
HBS.2;L;16;i21~24;-15;+21g;;"* Transition to HBS
* High crush 1~";cs1~;HBS,HBS;Bear Claw;r29 HBS;;File:t8-p2-kuma-hbs.2.mp4;Kuma-HBS.2;kuma
HBS.3;sp;;;;;;"* Transition to FUFA
* Alternative input: HBS.4 (HBS.3 is into background, HBS.4 is into foreground)
* Floating state 1~36";fs1~36;FUFA,FUFA;Hunting to Roll Over;r36? FUFA;;File:t8-p2-kuma-hbs.3.mp4;Kuma-HBS.3;kuma
HBS.1+2;M;24;i19~22;-15;+79a;;"* Tornado
* 27dmg upon opponent landing
* High crush 1~18";trn cs1~18;;Bear Fling;r33;;File:t8-p2-kuma-hbs.1+2.mp4;Kuma-HBS.1+2;kuma
HBS.3+4;M;21;i20~24;-14;+9a (-1);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Panda: Decreased attack range and height hitbox (does not hit as deep)
* Power crush 7~19";he bbr pc7~19;;Bear Tackle;r43;;File:t8-p2-kuma-hbs.3+4.mp4;Kuma-HBS.3+4;kuma
HBS.b,b;sp;;;;;;"* Alternate input: SIT.B
* Transition to r12 HBS with input D or 3+4 at frame 35";;HBS,FC;Backward Roll;r40 FC;;File:t8-p2-kuma-hbs.b,b.mp4;Kuma-HBS.b,b;kuma
HBS.b+1+2;L;16;i26~29;-20c;+3;+7;"* Head
* Transition to r40 HBS with input D or 3+4
* Panda: Reduced attack range and vertical hitbox (does not hit as high)
* High crush 1~67";hed cs1~67;HBS;;r39;;File:t8-p2-kuma-hbs.b+1+2,1+2.mp4;Kuma-HBS.b+1+2;kuma
