Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
f+4;h;23;i19;+1;+13;;"* Homing
* Chip on block [4]";hom chp;;Swivel Kick;;;File:t8-p2-xiaoyu-f+4.mp4;Xiaoyu-f+4;xiaoyu
f+1+2;m;30;i12;-16;+15d (+10);;"* Balcony Break 
* Shoulder";bbr shd;;Clouded Peak;;;File:t8-p2-xiaoyu-f+1+2.mp4;Xiaoyu-f+1+2;xiaoyu
f+3+4;;;;;;;"* Transition to AOP with D
* Low crush 9~";js9~;AOP,FC;Forward Roll;FC;;File:t8-p2-xiaoyu-f+3+4,3+4.mp4;Xiaoyu-f+3+4;xiaoyu
f+3+4,3+4;m,m,m;8,8,14;i20~21 i4~5 i5~8;+8;+2d;;"*
* Low crush 23~";js23~;;Forward Roll > Phoenix Talon;;;File:t8-p2-xiaoyu-f+3+4,3+4.mp4;Xiaoyu-f+3+4,3+4;xiaoyu
df+1;m;13;i14;-2;+9;;"* Transition to standing by holding any direction (-4, +7)
* High crush 6~14";cs6~14;BT;Belly Chop;BT;;File:t8-p2-xiaoyu-df+1.mp4;Xiaoyu-df+1;xiaoyu
df+2;m;15;i14;-6;+7;;*;;;;;;File:t8-p2-xiaoyu-df+2,3.mp4;Xiaoyu-df+2;xiaoyu
df+2,3;m, h;15, 23;i14, i23~24;-1;+35a (+9);;"* Balcony Break
* Cancel to r15 FC with DB, D, or DF (-3, -16)
* Combo from 1st hit with 8F delay
* Move can be delayed by 6F
* Input can be delayed by 9F";bbr;FC;Moon Swallow;r30;;File:t8-p2-xiaoyu-df+2,3.mp4;Xiaoyu-df+2,3;xiaoyu
df+2,1+2;m, m;15, 25;i14, i24~25;-14;+21a (+16);;"* Balcony Break
* Shoulder
* Combo from 1st hit with 7F delay
* Move can be delayed by 6F
* Input can be delayed by 9F";bbr shd;;Moon Scorched Feather Tackle;;;;Xiaoyu-df+2,1+2;xiaoyu
df+3;L;23;i29~30;-23;+71a (+55);;"* Tornado
* Instant Tornado
* Homing
* Cancel to BT with B (r31)
* On hit of whiff, transition to AOP with D
* Snake Edge
* High crush 6~29";trn hom cs6~29;BT,AOP;Phoenix Tail;;;File:t8-p2-xiaoyu-df+3.mp4;Xiaoyu-df+3;xiaoyu
df+4;m;12;i12;-4;+7;;*;;;;;;;Xiaoyu-df+4;xiaoyu
d+1;m,m,M;7,7,7;i17~19 i4~6 i3~9;-5;+8c;+9c;"* Transition to AOP with D+1 (-10, +4c, +5c)
* This move can become more minus if the final hit whiffs
** Standing (-13, -2c) 
** AOP (-17, -5c)";;AOP,FC;Sunset Fan;FC;;File:t8-p2-xiaoyu-d+1.mp4;Xiaoyu-d+1;xiaoyu
d+2;sl;8;i11;-4;+7;;"* Alternate input FC.2
* High crush 4~";cs4~;FC;;FC;;;Xiaoyu-d+2;xiaoyu
d+3;L;12;i14;-12;-3;+1;"*
* High crush 6~";cs6~;FC;;FC;;File:t8-p2-xiaoyu-d+3,4.mp4;Xiaoyu-d+3;xiaoyu
d+3,4;L, h;12, 21;i14, i25~26;+0;+26a (+17);;"* Balcony Break
* Combo from 1st CH";bbr;;Giant Slayer;;;File:t8-p2-xiaoyu-d+3,4.mp4;Xiaoyu-d+3,4;xiaoyu
d+4;l;6;i12;-15;-4;;* Alternate input FC.4;;FC;;FC;;;Xiaoyu-d+4;xiaoyu
d+1+2;;;;;;;"* Transition to AOP
* Transition to r10 FC with AOP.u 
* Alternate input BT.d+1+2
* High crush 1~";cs1~;AOP,FC,AOP;Phoenix;r20 AOP;;;Xiaoyu-d+1+2;xiaoyu
d+3+4;special;;;;;;* Alternate input u+3+4;;;Spinner;;;File:t8-p2-xiaoyu-d+3+4.mp4;Xiaoyu-d+3+4;xiaoyu
db+1;m;22;i18;-9;+14a (+5);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* Clean hit damage: 30";he bbr;;Storming Flower;;;File:t8-p2-xiaoyu-db+1.mp4;Xiaoyu-db+1;xiaoyu
db+2;L;13;i18~19;-8;+5c;+12;"*
* High crush 6~";cs6~;BT;Feathered Fan;BT;;File:t8-p2-xiaoyu-db+2.mp4;Xiaoyu-db+2;xiaoyu
db+3;L;0;i15;+2c;+2c;+14;*;;;Knee Cracker;;;File:t8-p2-xiaoyu-db+3.mp4;Xiaoyu-db+3;xiaoyu
db+4;L;14;i18;-12;+4c;+14;* This move is +20 on a traded hit;;;Nutcracker;;;File:t8-p2-xiaoyu-db+4.mp4;Xiaoyu-db+4;xiaoyu
db+1+2;;;;;;;"* Transition to HYP
* db+1+2: perform Hypnotist right
* ub+1+2: perform Hypnotist left
* Actionable for 70F
* Stance move properties change with amount of time spent in stance:
* 1 step: 20~24F
* 2 steps: 45~50F
* 3 steps: 70~90F
* Can cancel stance after 40F with b, db, u, uf, f, df or 1 jab
* Punch parry (+9 HYP, opponent BT)
* Alternate input ub+1+2
* Parry state 2~10?";ps2~10?;HYP,HYP;Hypnotist;r20 HYP;;;Xiaoyu-db+1+2;xiaoyu
db+3+4;;;;;;;"* Transition to BT
* High crush";cs;BT,BT;Low Back Turn;r25? BT;;File:t8-p2-xiaoyu-fc.db+3+4.mp4;Xiaoyu-FC.db+3+4;xiaoyu
b+1;m;10;i8~13;-12;+1~+6;;"* Transition to BT on hit
* Transition to standing on hit with B+1 (-1~+4)";;BT;Great Wall Left;;;File:t8-p2-xiaoyu-b+1.mp4;Xiaoyu-b+1;xiaoyu
b+1+3;;;;;+6;;"* Transition to BT on successful parry
* Alternate input b+2+4
* Also possible during HYP and BT
* Parry state 5~12?";ps5~12?;BT;High Mid Parry;;;;Xiaoyu-b+1+3;xiaoyu
b+2;m;13;i15~16;-6;+5;;"* Homing 
* Transition to BT";hom;BT,BT;;BT;;File:t8-p2-xiaoyu-b+2,2.mp4;Xiaoyu-b+2;xiaoyu
b+2,2;m, L;13, 15;i15~16, i21~23;-7;+4;+22a;"* Transition to BT
* Combo from 1st hit with 9F delay
* Move can be delayed by 6F
* Input can be delayed by 11F";;BT,BT;Seven Star Fist;BT;;File:t8-p2-xiaoyu-b+2,2.mp4;Xiaoyu-b+2,2;xiaoyu
b+3;h;22;i18~19;+3;+8c;+32d;"* Unparryable by standard kick parries (bug? backturned heel?)
* 6 chip damage on block
* Transition to BT";;BT,BT;Peacock Kick;BT;;File:t8-p2-xiaoyu-b+3.mp4;Xiaoyu-b+3;xiaoyu
b+4;m;10;i13~14;-9;+0;;*;;;;;;File:t8-p2-xiaoyu-b+4,1.mp4;Xiaoyu-b+4;xiaoyu
b+4,1;m, m;10, 20;i13~14, i27;-14;+40d (-18);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Combo from 1st hit with 8F delay
* Move can be delayed by 5F
* Input can be delayed by 8F";he bbr;;Moonhare Palm;;;File:t8-p2-xiaoyu-b+4,1.mp4;Xiaoyu-b+4,1;xiaoyu
b+1+2;M,M;8,12;i15~16 i5~6;-13;+29a (+19);;*;;;Cross Lifting Palms;;;File:t8-p2-xiaoyu-b+1+2.mp4;Xiaoyu-b+1+2;xiaoyu
b+3+4;;;;;;;"* Transition to BT
* r25 BT when performed from BT
* r15 BT when performed from AOP
* Alternate input BT.b+3+4 (r25), AOP.b+3+4 (r15)";;BT,BT;Rain Dance;r21 BT;;;Xiaoyu-b+3+4;xiaoyu
ub+3;m;23;i20~21;-13;+36a (+26);;"* Tornado
* Transition to AOP
* Low crush 18~";trn js18~;AOP,AOP;From the Ashes;AOP;;File:t8-p2-xiaoyu-ub+3.mp4;Xiaoyu-ub+3;xiaoyu
ub+4;M;20;i22~24;-13;+13d (-4);;"* Tornado
* Balcony Break
* Power crush 7~21";trn bbr pc7~21;;Born of Fire;r35;;File:t8-p2-xiaoyu-ub+4.mp4;Xiaoyu-ub+4;xiaoyu
u+4;m;20;i23~26;-7;+4c;+24a;"* Spike
* Transition to FC with D (-7, +4c, +24a)
* Transition with AOP with d+1+2 (-9, +2, +22)
* Low crush 9~";spk js9~;FC;1st Hit;;;File:t8-p2-xiaoyu-uf+4.mp4;Xiaoyu-u+4;xiaoyu
u+4,1;m, h;20, 4;i23~26, i18;-10;-4;-1;*;;;2nd Hit;r29;;;Xiaoyu-u+4,1;xiaoyu
u+4,1,2;m, h, h;20, 4, 7;i23~26, ,i11;-10;+1;;"* Combo from 2nd hit
* Jail from 2nd block";;;3rd Hit;r29;;;Xiaoyu-u+4,1,2;xiaoyu
u+1+2;m,m;5,5;i16~18 i2~4;-11;+0c;;*;;;;;;File:t8-p2-xiaoyu-u+1+2,2,1.mp4;Xiaoyu-u+1+2;xiaoyu
u+1+2,2;m,m, m;5,5, 12;i16~18 i2~4, i27;-12;-1;;* Combo from 1st CH;;;;;;File:t8-p2-xiaoyu-u+1+2,2,1.mp4;Xiaoyu-u+1+2,2;xiaoyu
u+1+2,2,1;m,m, m, m;5,5, 12, 20;i16~18 i2~4, ,i27~28;-12;+16a (+7);;"* Balcony Break
* Combo from 2nd hit
* Combo from 1st CH
* Cancel to BT with B (-19/-8)";bbr;BT;Fortune Cookie;;;File:t8-p2-xiaoyu-u+1+2,2,1.mp4;Xiaoyu-u+1+2,2,1;xiaoyu
uf+1;L;15;i33;-7;+10g c;;"* Cancel to r42? FC with D
* Low crush 9~";js9~;FC,AOP;Silver Needle;AOP;;;Xiaoyu-uf+1;xiaoyu
uf+2;m;23;i26~27;+6c;+7c;+49a;"* Spike
* Transition to standing with F (+4c, +5c, +47a)
* Alternate input u+2
* Chip on block [6]
* Low crush 9~";spk chp js9~;BT;Phoenix Flight;BT;;File:t8-p2-xiaoyu-uf+2.mp4;Xiaoyu-uf+2;xiaoyu
uf+3;m;13;i16~17;-13;+29a (+19);;* Low crush 9~;js9~;;Bolting Rabbit;;;File:t8-p2-xiaoyu-uf+3.mp4;Xiaoyu-uf+3;xiaoyu
uf+4;m;20;i23~26;-7;+4c;+24a;"* Spike
* Transition to FC with D (-7, +4c, +24a)
* Transition with AOP with d+1+2 (-9, +2, +22)
* Low crush 9~";spk js9~;FC;Flare Kick;;;File:t8-p2-xiaoyu-uf+4.mp4;Xiaoyu-uf+4;xiaoyu
uf+3+4;m,m,m;8,10,12;i16~17, i10~11, i8~9;-1;+4d;;"* Balcony Break
* Spike
* Transition to BT on block or whiff
* Transition to standing on hit
* Low crush 9~";bbr spk js9~;BT,BT;Shooting Star;BT;;File:t8-p2-xiaoyu-uf+3+4.mp4;Xiaoyu-uf+3+4;xiaoyu
1+2+3+4;;;;;;;;;;Ki Charge;;;File:t8-p2-xiaoyu-1+2+3+4.mp4;Xiaoyu-1+2+3+4;xiaoyu
While in the air 3;m;30;i14;-2;+29d;;"* Strong Aerial Tailspin
* Balcony Break
* Transition to AOP with D (-3, +28)
* Low crush";bbr js;AOP;Jumping Pirouette;;;File:t8-p2-xiaoyu-aop.while in the air 3.mp4;Xiaoyu-AOP.While in the Air 3;xiaoyu
While landing 3;L;19;i15;-18;+27a;;*;;FC;Sky Kick;FC;;File:t8-p2-xiaoyu-while landing 3.mp4;Xiaoyu-While landing 3;xiaoyu
While landing 4;m;25;i8;-8;+23a (+13);;"* Balcony Break
* Low crush";bbr js;;Crane Kick;;;File:t8-p2-xiaoyu-while in the air 4.mp4;Xiaoyu-While in the air 4;xiaoyu
f,F+1;m;13;i15;-11;+7c;;"* Spike
* Transition to AOP with D (-5, +13)";spk;AOP;;;;File:t8-p2-xiaoyu-f,f+1,3.mp4;Xiaoyu-f,F+1;xiaoyu
f,F+1,3;m, h;13, 20;i15, i18~19;-1;+20a (+11);;"* Balcony Break
* Combos from 1st hit";bbr;;Poison Flower;;;File:t8-p2-xiaoyu-f,f+1,3.mp4;Xiaoyu-f,F+1,3;xiaoyu
f,F+1,4;m, m;13, 20;i15, i21~22;-12;+22d;;* Combos from 1st CH;;;Eclipsing Moon;;;File:t8-p2-xiaoyu-f,f+1,4.mp4;Xiaoyu-f,F+1,4;xiaoyu
f,F+2;m;12;i15;-5;+6;;*;;;;;;File:t8-p2-xiaoyu-f,f+2,1.mp4;Xiaoyu-f,F+2;xiaoyu
f,F+2,1;m, m;12, 20;i15, i27~28;-12;+16a (+7);;"* Balcony Break
* Combo from 1st hit with 2F delay
* Move can be delayed by 12F
* Cancel to BT with B (-19,-8)";bbr;BT;Fortune;;;File:t8-p2-xiaoyu-f,f+2,1.mp4;Xiaoyu-f,F+2,1;xiaoyu
f,F+3;M;12;i14~15;-5;+6;+12;*;;BT;Raccoon Swing;BT;;File:t8-p2-xiaoyu-f,f+3.mp4;Xiaoyu-f,F+3;xiaoyu
f,F+4;h;20;i20~23;+9;+13g c;+58a (+38);"* Strong Aerial Tailspin
* Balcony Break
* Transition to HYP on hit or block
* Chip on block [6]";bbr chp;HYP;Soaring Blaze;;;File:t8-p2-xiaoyu-f,f+4.mp4;Xiaoyu-f,F+4;xiaoyu
f,F+1+2;m;12;i14~16;-9;+5;;;;;;;;File:t8-p2-xiaoyu-f,f+1+2,1+2.mp4;Xiaoyu-f,F+1+2;xiaoyu
f,F+1+2,1+2;m, m;12, 20;i14~16, i19~20;-8;+7c;+43a;"* Spike
* Combo from 1st hit with 8F delay
* Jail from 1st block with no delay
* Move can be delayed by 14F
* Input can be delayed by 16F";spk;;X Marks the Spot;;;File:t8-p2-xiaoyu-f,f+1+2,1+2.mp4;Xiaoyu-f,F+1+2,1+2;xiaoyu
f,F+3+4;M;23;i37~45;-3;+39a;;"* Spike
* Chip on block [9]
* Low crush 9~";spk chp js9~;;Front Layout;;;File:t8-p2-xiaoyu-f,f+3+4.mp4;Xiaoyu-f,F+3+4;xiaoyu
uf,n,4;m;20;i23~24;-18;+27a (+17);;"*
* Low crush 9~";js9~;;Delayed Rising Toe Kick;;;File:t8-p2-xiaoyu-uf,n,4.mp4;Xiaoyu-uf,n,4;xiaoyu
f,f,F+3;m;20;i23~30;+7g~+14g;+29a (+19);;"* Balcony Break
* Transition to AOP
* Chip on block [9]
* Alternate input wr3
* Low crush 3~31
* Floating state 32~34";bbr chp js3~31 fs32~34;AOP,AOP;Diving Falcon;r14 AOP;;File:t8-p2-xiaoyu-f,f,f+3.mp4;Xiaoyu-f,f,F+3;xiaoyu
ws1;m;8;i12~13;-7;+4;;;;;;r25;;File:t8-p2-xiaoyu-ws1,4.mp4;Xiaoyu-ws1;xiaoyu
ws1,4;m, m;8, 16;i12~13, i22~23;-10;+12g;;"* Balcony Break
* Combo from 1st hit with 8F delay
* Move can be delayed by 7F
* Input can be delayed by 9F";bbr;BT;Whirlwind Cross Kick;r30 BT;;File:t8-p2-xiaoyu-ws1,4.mp4;Xiaoyu-ws1,4;xiaoyu
ws2;m;17;i13~14;-3;+7;+38a (+28);* Transition to r22 standing by holding down any direction (-4, +6, +37a (+27));;BT;Sunflower;r21 BT;;File:t8-p2-xiaoyu-ws2.mp4;Xiaoyu-ws2;xiaoyu
ws2*;m;20;i22~23;-3;+38a (+28);;* Transition to r22 standing by holding down any direction (-4, +37a (+27));;BT;Jasmine Blossom;r21 BT;;File:t8-p2-xiaoyu-ws2s.mp4;Xiaoyu-ws2*;xiaoyu
ws3;m;22;i22~23;+3;+6c;+51a;* Transition to FC +3 +6c with D;;FC;Rising Axe Kick;r23;;File:t8-p2-xiaoyu-ws3.mp4;Xiaoyu-ws3;xiaoyu
ws4;m;20;i11~13;-10;+20a (+13);;*;;;Skyscraper Kick;r28;;File:t8-p2-xiaoyu-ws4.mp4;Xiaoyu-ws4;xiaoyu
ws1+2;m;12;i14~16;-9;+5;;;;;;;;File:t8-p2-xiaoyu-f,f+1+2,1+2.mp4;Xiaoyu-ws+1+2;xiaoyu
ws1+2,1+2;m, m;12, 20;i14~16, i19~20;-8;+7c;+43a;"* Spike
* Combo from 1st hit with 8F delay
* Jail from 1st block with no delay
* Move can be delayed by 14F
* Input can be delayed by 16F";spk;;X Marks the Spot;;;File:t8-p2-xiaoyu-f,f+1+2,1+2.mp4;Xiaoyu-ws+1+2,1+2;xiaoyu
SS.4;L;19;i18;-13;-2;+29a;"*
* High crush 6~";cs6~;FC;Street Sweeper;FC;;File:t8-p2-xiaoyu-ss4.mp4;Xiaoyu-ss4;xiaoyu
FC.df+2;L;8;i19;-8;+3;;"* Transition to FC BT with DF_D_DB
* High crush 1~27";cs1~27;FC,BT;;BT;;File:t8-p2-xiaoyu-fc.df+2,1.mp4;Xiaoyu-FC.df+2;xiaoyu
FC.df+2,1;L, l;8, 10;i19, i18;-8;+5c;;"* Combo from 1st hit
* Jail from 1st block
* Transition to FC BT with DF_D_DB
* High crush 1~45";cs1~45;FC,BT;Lotus Twist;BT;;File:t8-p2-xiaoyu-fc.df+2,1.mp4;Xiaoyu-FC.df+2,1;xiaoyu
FC.df+4;L;13;i18~20;-7;+4;;"* Transition to AOP
* Alternate input AOP.f+4
* High crush 1~";cs1~;AOP,AOP;;AOP;;;Xiaoyu-FC.df+4;xiaoyu
FC.df+4,4;L, L;13, 13;i18~20, i27~29;-6;+5;;"* Combo from 1st hit CH
* Alternate input AOP.f+4,4
* High crush 1~";cs1~;FC;Flower Garden;FC;;;Xiaoyu-FC.df+4,4;xiaoyu
(back to wall).b,b,UB;m;21;i35~38;+1;+34d;;"* Floating state 5~7
* is8~24
* Floating state 25~33
* Low crush 34~37
* Floating state 38~40";fs5~7 is8~24 fs25~33 js34~37 fs38~40;BT;Wall Jump Backflip;r17 BT;;;Xiaoyu-(back to wall).b,b,UB;xiaoyu
AOP.1;m;11;i18;-5;+6;;* Transition to HYP with B (-2, +9);;HYP,FC;;FC;;File:t8-p2-xiaoyu-aop.1,2.mp4;Xiaoyu-AOP.1;xiaoyu
AOP.1,2;m, h;11, 15;i18, i21;-3;+30g;;"* Combo from 1st hit with 8F delay
* Move can be delayed by 11F
* Input can be delayed by 12F";;BT;Double Serving;BT;;File:t8-p2-xiaoyu-aop.1,2.mp4;Xiaoyu-AOP.1,2;xiaoyu
AOP.1,4;m, M;11, 20;i18, i25;-9;+15d (-2);;"* Tornado
* Balcony Break
* Combo from 1st hit with 4F delay
* Move can be delayed by 11F
* Input can be delayed by 12F";trn bbr;BT;Twin Mandarin Blows;BT;;File:t8-p2-xiaoyu-aop.1,4.mp4;Xiaoyu-AOP.1,4;xiaoyu
AOP.2;m;10;i13;-11;+0;;*;;;;;;File:t8-p2-xiaoyu-aop.2,1.mp4;Xiaoyu-AOP.2;xiaoyu
AOP.2,1;m, m;10, 20;i13, i21;-12;+13a (+4);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Combo from 1st hit with 7F delay
* Move can be delayed by 12F
* Cancel to BT with B
** (-14, -3)";he;BT;Phoenix Double Palm;;;File:t8-p2-xiaoyu-aop.2,1.mp4;Xiaoyu-AOP.2,1;xiaoyu
AOP.3;L;19;i25;-16;+0;+27a;"*
* High crush";cs;;Piercing Spear Kick;;;File:t8-p2-xiaoyu-aop.3.mp4;Xiaoyu-AOP.3;xiaoyu
AOP.4;m;14;i12;-3;+8;;* Inconsistent grounded hit (more consistent on side hit);;;Rising Front Kick;;;File:t8-p2-xiaoyu-aop.4.mp4;Xiaoyu-AOP.4;xiaoyu
AOP.1+2;m;25;i19;-1;+19a (+10);+64a;"* Tornado
* Balcony Break";trn bbr;;Phoenix Cannon;;;File:t8-p2-xiaoyu-aop.1+2.mp4;Xiaoyu-AOP.1+2;xiaoyu
AOP.3+4;L;22;i23;-33;+1d;;* Transition to FUFT on block;;FUFT,FC;Sliding Firecracker;FC;;File:t8-p2-xiaoyu-aop.3+4.mp4;Xiaoyu-AOP.3+4;xiaoyu
AOP.d;;;;;;;"* Xiaoyu ducks lower
* will crush most mids
* High crush";cs;AOP;Butterfly;AOP;;File:t8-p2-xiaoyu-aop.d.mp4;Xiaoyu-AOP.d;xiaoyu
AOP.d+1;L;13;i19;-12;-1;+0;"*
* High crush";cs;AOP;Phoenix Swipe;AOP;;File:t8-p2-xiaoyu-aop.d+1.mp4;Xiaoyu-AOP.d+1;xiaoyu
AOP.d+1+2;m;21;i26;-8;+42a (+32);;*;;;Wave Crest;;;File:t8-p2-xiaoyu-aop.d+1+2.mp4;Xiaoyu-AOP.d+1+2;xiaoyu
AOP.f+4;L;13;i18~20;-7;+4;;"* Transition to AOP
* Alternate input FC.df+4
* High crush 1~";cs1~;AOP,AOP;;AOP;;;Xiaoyu-AOP.f+4;xiaoyu
AOP.f+4,4;L, L;13, 13;i18~20, i27~29;-6;+5;;"* Combos from 1st hit CH
* Alternate input FC.df+4,4
* High crush 1~";cs1~;FC;Flower Garden;FC;;;Xiaoyu-AOP.f+4,4;xiaoyu
AOP.f+3+4;;;;;;;"* Transition to AOP with D
* High crush";cs;AOP,FC;Roll Ball;FC;;File:t8-p2-xiaoyu-aop.f+3+4.mp4;Xiaoyu-AOP.f+3+4;xiaoyu
AOP.uf;;;;;;;"* Alternate input AOP.ub AOP.u
* Low crush";js;FC;Jumping;FC;;;Xiaoyu-AOP.uf;xiaoyu
AOP.uf+3;m;14;i15;-17;+27a (+17);;"* Alternate input AOP.ub+3, AOP.u+3
* Low crush";js;;;;;File:t8-p2-xiaoyu-aop.uf+3,1.mp4;Xiaoyu-AOP.uf+3;xiaoyu
AOP.uf+3,1;m, m;14, 22;i15, i24;-4;+8c;;"* Alternate input AOP.ub+3,1 AOP.u+3,1
* Floor Break on airborne opponent";;AOP;Alley-Oop;AOP;;File:t8-p2-xiaoyu-aop.uf+3,1.mp4;Xiaoyu-AOP.uf+3,1;xiaoyu
