Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
SNE.f+2,1,2,3;m, m, m, m;10, 12, 5, 7;i15, ,i22;-10;+18a (+11);;"* Knee
* Combo from 1st hit
* Chip damage on block (2)";kne chp;;;r32;;File:t8-p2-bryan-f+2,1,sne.2,3,2.mp4;Bryan-f+2,1,SNE.2,3;bryan
SNE.f+2,1,2,3,2;m, m, m, m, m;10, 12, 5, 7, 20;i15, ,i35~36;-13;+25a (-1);;"* Balcony Break
* Combo from 1st hit
* Chip damage on block (8)
* Unparryable by traditional parries, Asuka, Nina, etc
* Consumes 210f of Heat";bbr chp;;Neo Incinerator;r39;;File:t8-p2-bryan-f+2,1,sne.2,3,2.mp4;Bryan-f+2,1,SNE.2,3,2;bryan
f+3;m;18;i16~18;+0~+2;+4~+6;+50a;Knee;kne;;Knee Strike;r27;;File:t8-p2-bryan-f+3.mp4;Bryan-f+3;bryan
f+4;m;10;i18;-9;+1;;;;;;r30;;File:t8-p2-bryan-f+4,1.mp4;Bryan-f+4;bryan
f+4,1;m, m;10, 10;i18, i25~26;-13c;+40a (+32);;"* Spike
* Combo from 1st hit with 5f delay
* Move can be delayed 4f";spk;;Boa Crusher;r40;;File:t8-p2-bryan-f+4,1.mp4;Bryan-f+4,1;bryan
f+1+2;h;22;i20~21;+1;+19d;;"* Balcony Break
* Elbow
* 6 chip damage on block";bbr elb;;Sidestep Elbow;r29;;File:t8-p2-bryan-f+1+2.mp4;Bryan-f+1+2;bryan
DF+1;m;8;i15;-5;+1;;* DF must be held for the extensions;;;;r24;;File:t8-p2-bryan-df+1,1,1,1.mp4;Bryan-DF+1;bryan
DF+1,1;m, m;8, 2;i15, i10;-10;-4;;"* Jail from 1st block with 8F delay
* Combo from 1st hit with 14F delay
* Move can be delayed 16F";;;;r29;;File:t8-p2-bryan-df+1,1,1,1.mp4;Bryan-DF+1,1;bryan
DF+1,1,1;m, m, m;8, 2, 2;i15, ,i10;-10;-4;;"* Jail from 1st block with 8?F delay
* Combo from 1st hit with 14F delay
* Move can be delayed by 25F";;;;r29;;File:t8-p2-bryan-df+1,1,1,1.mp4;Bryan-DF+1,1,1;bryan
DF+1,1,1,1;m, m, m, m;8, 2, 2, 2;i15, ,i10;-10;-4;;"* Jail from 1st block with 8?F delay
* Combo from 1st hit with 14F delay
* Move can be delayed by 25F";;;Vulcan Cannon;r29;;File:t8-p2-bryan-df+1,1,1,1.mp4;Bryan-DF+1,1,1,1;bryan
DF+1,2;m, m;8, 20;i15, i23;-15;+1;+14a (+5);"* Balcony Break (airborne)
* Combo from 1st hit
* Alternate inputs:
** DF+1,1,2
** DF+1,1,1,2
** DF+1,1,1,1,2
* Interrupt with i3 from 1st block";;;Double Body Blow;r36;;File:t8-p2-bryan-df+1,2.mp4;Bryan-DF+1,2;bryan
df+2;m;12;i13;-6;+5;;Elbow;elb;;;r25;;File:t8-p2-bryan-df+2,1.mp4;Bryan-df+2;bryan
df+2,1;m, h;12, 11;i13, i16;-4;+5;;"* Combo from 1st hit
* Enter SWA -1 +8 r15 with b";;SWA;Blackout Combo;r22;;File:t8-p2-bryan-df+2,1.mp4;Bryan-df+2,1;bryan
df+2,3;m, m;12, 20;i13, i23;-13;+8;+59a;Combo from 1st CH;;;Blackout Trap;r32;;File:t8-p2-bryan-df+2,3.mp4;Bryan-df+2,3;bryan
df+3;L;20;i29~30;-26;+70a (+54);;"* Homing
* High crush 6~";hom cs6~;;Snake Edge;r33;;File:t8-p2-bryan-df+3.mp4;Bryan-df+3;bryan
df+4;m;23;i22~24;-6~-4;+19a;;"* Homing
* Balcony Break (airborne)";hom;;Wolf's Tail;r32;;File:t8-p2-bryan-df+4.mp4;Bryan-df+4;bryan
d+2;m;17;i14~15;-2;+8c;;"* Spike
* Elbow
* Transition to FC with D (-2/+8c)";spk elb;FC;;r28;;File:t8-p2-bryan-d+2,3.mp4;Bryan-d+2;bryan
d+2,3;m, m;17, 21;i14~15, i22;-10;+16a (-1);+32a (+18);"* Balcony Break
* Knee
* Combo from 1st CH with 10f delay
* Move can be delayed 9f";bbr kne;;Python Crush;r34;;File:t8-p2-bryan-d+2,3.mp4;Bryan-d+2,3;bryan
d+3;l;10;i16;-11;+0;;;;;;r30;;File:t8-p2-bryan-d+3,2.mp4;Bryan-d+3;bryan
d+3,2;l, h;10, 22;i16, i21;-7;+35a (+9);;"* Balcony Break
* Combo from 1st CH
* Gain SNE on hit with 1+2";bbr;;Quick Low Screw Punch > Snake Eyes;r31;;File:t8-p2-bryan-d+3,2.mp4;Bryan-d+3,2;bryan
d+4;L;13;i15;-11;+0;;;;;Low Kick;r30;;File:t8-p2-bryan-d+4.mp4;Bryan-d+4;bryan
d+1+2;m,m;10,15;i17;-10;+3;;"* Combo from 1st hit
* Can be canceled into stances after 24 frames
* Enter SLS -3 +10g r13 with f
* Enter SWA -5 +8 r15 with b
* Opponent is further away on CH
* Can be done from Crouch Level 1";;SLS,SWA;;r29;;File:t8-p2-bryan-d+1+2,3.mp4;Bryan-d+1+2;bryan
d+1+2,3;m,m, l;10,15, 20;i17, i27~28;-13;+5;+25a;;;;Hammer Driver Hatchet;r31;;File:t8-p2-bryan-d+1+2,3.mp4;Bryan-d+1+2,3;bryan
d+1+2~2;m;24;i30;+7;+53a;;"* Spike
* Chip damage on block";spk chp;;Snake Bomb;r33;;File:t8-p2-bryan-d+1+2~2.mp4;Bryan-d+1+2~2;bryan
d+3+4;l;16;i19;-12;-1;+4;Can hit grounded on certain ranges;;;;r31;;File:t8-p2-bryan-d+3+4,2.mp4;Bryan-d+3+4;bryan
d+3+4,2;l, m;16, 25;i19, i19;-12;+14a (-3);;"* Tornado
* Balcony Break
* Combo from 1st CH
* Cancel to -23 -12 -7 FC with DB";trn bbr;FC;Side Low Knuckle Whip;r36;;File:t8-p2-bryan-d+3+4,2.mp4;Bryan-d+3+4,2;bryan
db+2;m;13;i15~17;-6;+8;;;;;Stomach Blow;r25;;File:t8-p2-bryan-db+2.mp4;Bryan-db+2;bryan
db+3;L;11;i16~17;-12;-1;+4;* High crush 6~;cs6~;FC;Sweeper kick;r30 FC;;File:t8-p2-bryan-db+3.mp4;Bryan-db+3;bryan
db+1+2;m,h;8,16;i15 i12;-9;+4;;"* Heat Engager

* Heat Dash +5, +43a (+35)

* Balcony Break (airborne)
* Jail from 1st attack";he;;Crash Impact;r34;;File:t8-p2-bryan-db+1+2.mp4;Bryan-db+1+2;bryan
b+1;m;21;i20~21;+4;+7c;+78a (+58);"* Spike
* Elbow";spk elb;;Chopping Elbow;r35;;File:t8-p2-bryan-b+1.mp4;Bryan-b+1;bryan
b+1+3;;;;;+31;;"* Parries high or mid punches
* Parry state 5~12";ps5~12;;Parry;r35;;;Bryan-b+1+3;bryan
b+1+3,P.2;h;30;,i13~14;-10;+20d (-38);;"* Balcony Break
* Gain SNE on hit
* SNE gain is r25
* +40d (-18) if Bryan has SNE already
* Chip damage on block";bbr chp;;Parry > Mach Breaker > Snake Eyes;r33;;;Bryan-b+1+3,P.2;bryan
b+2;h;18;i17;-7;+4;+53a;"* Cancel into b+2,1 with f+1
* Cancel into b+2,4 with f+4";;;;r26;;File:t8-p2-bryan-b+2,1,2.mp4;Bryan-b+2;bryan
b+2,1;h, h;18, 16;i17, i19;+0;+55;;"* Enter SLS +7 +62a r13 with f
* Cancel to r9 SS with u_d
* Inpput can be delayed 17f
* Move can be delayed 16f";;SLS,SS;;r25;;File:t8-p2-bryan-b+2,1,2.mp4;Bryan-b+2,1;bryan
b+2,1,2;h, h, h;18, 16, 22;i17, ,i24;-9;+41d (-17);;* Balcony Break;bbr;;Hands of Doom;r33;;File:t8-p2-bryan-b+2,1,2.mp4;Bryan-b+2,1,2;bryan
b+2,1,4;h, h, m;18, 16, 20;i17, ,i25-26;-10;+37a;;"* Tornado
* Can hit grounded when off-axis";trn;;Kickass Combo;r30;;File:t8-p2-bryan-b+2,1,4.mp4;Bryan-b+2,1,4;bryan
b+2,4;h, m;18, 21;i17, i30-31;-5;+40a (+14);;"* Strong Aerial Tailspin
* Balcony Break
* Low crush 16~31
* Floating state 32~34";bbr js16~31 fs32~34;;Wolf Call;r25;;File:t8-p2-bryan-b+2,4.mp4;Bryan-b+2,4;bryan
b+3;m;12;;;;;;;;1st Hit;r;;File:t8-p2-bryan-b+3,2,1,2.mp4;Bryan-b+3;bryan
b+3;m;12;i19;-7;+4;;Enter SLS +1 +12g +12 r18 with f;;SLS;;r26;;File:t8-p2-bryan-b+3,2,1,2.mp4;Bryan-b+3;bryan
b+3,2;m, h;12, 12;,i16;-4;+7;;Combo from 1st CH;;;;r23;;File:t8-p2-bryan-b+3,2,1,2.mp4;Bryan-b+3,2;bryan
b+3,2,1;m, h, m;12, 12, 10;,i16, i20;-9;+2;;"* Combo from 2nd hit
* Combo from 1st CH";;;;r28;;File:t8-p2-bryan-b+3,2,1,2.mp4;Bryan-b+3,2,1;bryan
b+3,2,1,2;m, h, m, m;12, 12, 10, 14;,i16, ,i19;-10;+19a (+10);;"* Balcony Break
* Combo from 2nd CH";bbr;;Front Kick > Rush;r31;;File:t8-p2-bryan-b+3,2,1,2.mp4;Bryan-b+3,2,1,2;bryan
b+3,2,1,4;m, h, m, L;12, 12, 10, 12;,i16, ,i22;-11;+0;;* Combo from 2nd CH;;;Run for Cover;r30;;File:t8-p2-bryan-b+3,2,1,4.mp4;Bryan-b+3,2,1,4;bryan
b+3,4;m, m;12, 18;;;;;;;;2nd Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4;bryan
b+3,4,1;m, m, m;12, 18, 5;;;;;;;;3rd Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1;bryan
b+3,4,1,2;m, m, m, m;12, 18, 5, 7;;;;;;;;4th Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2;bryan
b+3,4,1,2,1;m, m, m, m, h;12, 18, 5, 7, 3;;;;;;;;5th Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2,1;bryan
b+3,4,1,2,1,4;m, m, m, m, h, h;12, 18, 5, 7, 3, 8;;;;;;;;6th Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2,1,4;bryan
b+3,4,1,2,1,4,2;m, m, m, m, h, h, h;12, 18, 5, 7, 3, 8, 5;;;;;;;;7th Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2,1,4,2;bryan
b+3,4,1,2,1,4,2,1;m, m, m, m, h, h, h, h;12, 18, 5, 7, 3, 8, 5, 5;;;;;;;;8th Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2,1,4,2,1;bryan
b+3,4,1,2,1,4,2,1,4;m, m, m, m, h, h, h, h, m;12, 18, 5, 7, 3, 8, 5, 5, 10;;;;;;;;9th Hit;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2,1,4,2,1,4;bryan
b+3,4,1,2,1,4,2,1,4,2;m, m, m, m, h, h, h, h, m, h;12, 18, 5, 7, 3, 8, 5, 5, 10, 20;;;;;;;;10 Hit Combo;r;;File:t8-p2-bryan-b+3,4,1,2,1,4,2,1,4,2.mp4;Bryan-b+3,4,1,2,1,4,2,1,4,2;bryan
b+3,1+2;m, m;12, 25;,i22;-6;+4c;+26d;"* Floor Break
* Combo from 1st CH with 8f delay
* Input can be delayed 12
* Move can be delayed 10";fbr;;Front Kick > Double Hammer;r34;;File:t8-p2-bryan-b+3,1+2.mp4;Bryan-b+3,1+2;bryan
b+4;m;18;i16;-10;+15;;"* Knee
* Hit vs BT +9a";kne;;Knee Break;r29;;File:t8-p2-bryan-b+4.mp4;Bryan-b+4;bryan
b+1+4;m;26;i28;-9;+7c;;Spike;spk;;Gravity Blow;r36;;File:t8-p2-bryan-b+1+4.mp4;Bryan-b+1+4;bryan
b+1+4*;m!;45;i53;;+7a;;Spike;spk;;Meteor Smash;r42;;File:t8-p2-bryan-b+1+4s.mp4;Bryan-b+1+4*;bryan
ub+1+2;m,m;5,2;i15 i12;-16;-6;;* Combo from 1st hit;;;;r35;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2;bryan
ub+1+2,1;m,m, m;5,2, 2;i15 i12, i12;-13;-3;;"* Combo from 1st hit 8f delay
* Input can be delayed 18f";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1;bryan
ub+1+2,1,2;m,m, m, m;5,2, 2, 2;i15 i12, ,i11;-16;-6;;"* Combo from 1st hit
* 11f input window-";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2;bryan
ub+1+2,1,2,1;m,m, m, m, m;5,2, 2, 2, 2;i15 i12, ,i10;-13;-3;;"* Combo from 1st hit
* 9f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1;bryan
ub+1+2,1,2,1,2;m,m, m, m, m, m;5,2, 2, 2, 2, 2;i15 i12, ,i9;-16;-6;;"* Combo from 1st hit
* 8f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2;bryan
ub+1+2,1,2,1,2,1;m,m, m, m, m, m, m;5,2, 2, 2, 2, 2, 2;i15 i12, ,i8;-13;-3;;"* Combo from 1st hit
* 7f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2,1;bryan
ub+1+2,1,2,1,2,1,2;m,m, m, m, m, m, m, m;5,2, 2, 2, 2, 2, 2, 2;i15 i12, ,i7;-16;-6;;"* Combo from 1st hit
* 6f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2,1,2;bryan
ub+1+2,1,2,1,2,1,2,1;m,m, m, m, m, m, m, m, m;5,2, 2, 2, 2, 2, 2, 2, 2;i15 i12, ,i6;-13;-3;;"* Combo from 1st hit
* 5f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2,1,2,1;bryan
ub+1+2,1,2,1,2,1,2,1,2;m,m, m, m, m, m, m, m, m, m;5,2, 2, 2, 2, 2, 2, 2, 2, 2;i15 i12, ,i5;-16;-6;;"* Combo from 1st hit
* 4f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2,1,2,1,2;bryan
ub+1+2,1,2,1,2,1,2,1,2,1;m,m, m, m, m, m, m, m, m, m, m;5,2, 2, 2, 2, 2, 2, 2, 2, 2, 2;i15 i12, ,i5;-26;-15;;"* Combo from 1st hit
* 4f input window";;;;;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2,1,2,1,2,1;bryan
ub+1+2,1,2,1,2,1,2,1,2,1,4;m,m, m, m, m, m, m, m, m, m, m, m;5,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14;i15 i12, ,i10;-35;-15a (-24);;"* Knee
* Balcony Break
* Combo from 1st hit";kne bbr;;Gatling Rush;r60;;File:t8-p2-bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4.mp4;Bryan-ub+1+2,1,2,1,2,1,2,1,2,1,4;bryan
uf+1;m;22;i20~21;-13;+15a;;"* Balcony Break
* Floor Break
* Gain SNE on hit (+3a on hit)
* -9 frame advantage and 8 chip damage on block after absorbing an attack in power crush state
* Power crush 7~19";bbr fbr pc7~19;;Berserker Volley;r34;;File:t8-p2-bryan-uf+1.mp4;Bryan-uf+1;bryan
uf+2;m;6;i13;-10;+1;;;;;;r29;;File:t8-p2-bryan-uf+2,2,2,3.mp4;Bryan-uf+2;bryan
uf+2,2;m, m;6, 4;i13, i10;-10;+1;;"* Combo from 1st hit with 7f delay
* Move can be delayed 5f";;;;r29;;File:t8-p2-bryan-uf+2,2,2,3.mp4;Bryan-uf+2,2;bryan
uf+2,2,2;m, m, m;6, 4, 4;i13, ,i10;-10;+1s;;Combo from 1st hit with 5f delay;;;;r29;;File:t8-p2-bryan-uf+2,2,2,3.mp4;Bryan-uf+2,2,2;bryan
uf+2,2,2,3;m, m, m, m;6, 4, 4, 20;i13, ,i22~23;-15;+30a (+12);;"* Knee
* Combo from 3rd hit with 5f delay";kne;;Bloody War;r36;;File:t8-p2-bryan-uf+2,2,2,3.mp4;Bryan-uf+2,2,2,3;bryan
SNE.uf+2,2,2,2;m, m, m, m;6, 4, 4, 9;i13, ,i10;-12;-1s;;"* Combo from 1st hit
* Consumes SNE
* Chip damage on block (2)";chp;;;r31;;File:t8-p2-bryan-uf+2,2,2,sne.2,2,3.mp4;Bryan-uf+2,2,2,SNE.2;bryan
SNE.uf+2,2,2,2,2;m, m, m, m, m;6, 4, 4, 9, 9;i13, ,i10;-12;-2s;;"* Combo from 1st hit
* Chip damage 2 (22%) on block";chp;;;r32;;File:t8-p2-bryan-uf+2,2,2,sne.2,2,3.mp4;Bryan-uf+2,2,2,SNE.2,2;bryan
